enc_id,evo_id_enc,evo_index_enc,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,move_name_1_enc,move_name_2_enc,move_name_3_enc,move_name_4_enc,move_type_1_enc,move_type_2_enc,move_type_3_enc,move_type_4_enc,move_category_1_enc,move_category_2_enc,move_category_3_enc,move_category_4_enc,move_power_1_enc,move_power_2_enc,move_power_3_enc,move_power_4_enc,move_accuracy_1_enc,move_accuracy_2_enc,move_accuracy_3_enc,move_accuracy_4_enc,move_crit_1_enc,move_crit_2_enc,move_crit_3_enc,move_crit_4_enc,exp_enc
149,27,2,psychic_mark,route_36,kadabra,15,16,39.0,18.0,16.0,43.0,28.0,38.0,psychic,teleport,kinesis,confusion,,psychic,psychic,psychic,,special,special,special,,0.0,0.0,50.0,,1.0,0.8,1.0,,False,False,False,False,10000
150,53,1,schoolboy_alan,route_36,tangela,16,16,49.0,25.0,44.0,39.0,20.0,26.0,grass,constrict,sleep_powder,absorb,poisonpowder,normal,grass,grass,poison,physical,special,special,physical,10.0,0.0,20.0,0.0,1.0,0.75,1.0,0.75,False,False,False,False,10000
151,14,2,twins_ann_anne,route_37,clefairy,16,17,50.0,22.0,22.0,26.0,28.0,18.0,normal,growl,encore,doubleslap,metronome,normal,normal,normal,normal,physical,physical,physical,physical,0.0,0.0,15.0,0.0,1.0,1.0,0.85,1.0,False,False,False,False,10000
152,16,2,twins_ann_anne,route_37,jigglypuff,16,17,65.0,22.0,13.0,21.0,15.0,13.0,normal,sing,defense_curl,pound,disable,normal,normal,normal,normal,physical,physical,physical,physical,0.0,0.0,40.0,0.0,0.55,1.0,1.0,0.55,False,False,False,False,10000
153,42,1,psychic_greg,route_37,drowzee,17,17,50.0,24.0,23.0,22.0,38.0,22.0,psychic,hypnosis,disable,dream_eater,,psychic,normal,psychic,,special,physical,special,,0.0,0.0,0.0,,0.6,0.55,1.0,,False,False,False,False,10000
154,40,1,sage_ping,ecruteak_city_gym,gastly,16,18,38.0,19.0,17.0,39.0,18.0,33.0,ghost/poison,lick,spite,mean_look,curse,ghost,ghost,normal,,physical,physical,physical,error,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
159,40,1,medium_martha,ecruteak_city_gym,gastly,18,18,41.0,20.0,18.0,43.0,20.0,36.0,ghost/poison,lick,spite,mean_look,curse,ghost,ghost,normal,,physical,physical,physical,error,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
160,70,2,kimono_girl_naoko,ecruteak_city,flareon,17,18,51.0,52.0,28.0,40.0,45.0,29.0,fire,tackle,tail_whip,sand_attack,ember,normal,normal,,fire,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10000
161,102,2,kimono_girl_sayo,ecruteak_city,espeon,17,18,51.0,30.0,28.0,51.0,40.0,45.0,psychic,tackle,tail_whip,sand_attack,confusion,normal,normal,,psychic,physical,physical,,special,35.0,0.0,,50.0,0.95,1.0,,1.0,False,False,False,False,10000
162,103,2,kimono_girl_zuki,ecruteak_city,umbreon,17,18,62.0,30.0,45.0,28.0,51.0,29.0,dark,tackle,tail_whip,sand_attack,pursuit,normal,normal,,dark,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10000
163,68,2,kimono_girl_kuni,ecruteak_city,vaporeon,17,18,73.0,30.0,28.0,45.0,40.0,29.0,water,tackle,tail_whip,sand_attack,water_gun,normal,normal,,water,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10000
164,69,2,kimono_girl_miki,ecruteak_city,jolteon,17,18,51.0,30.0,28.0,45.0,40.0,51.0,electric,tackle,tail_whip,sand_attack,thundershock,normal,normal,,electric,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10000
165,40,2,rival_silver,burned_tower_1f,haunter,20,18,54.0,30.0,28.0,56.0,32.0,48.0,ghost/poison,lick,spite,mean_look,curse,ghost,ghost,normal,,physical,physical,physical,error,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
169,40,1,medium_martha,ecruteak_city_gym,gastly,20,18,45.0,22.0,20.0,48.0,22.0,40.0,ghost/poison,lick,spite,mean_look,curse,ghost,ghost,normal,,physical,physical,physical,error,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
170,34,1,rival_silver,burned_tower_1f,magnemite,18,18,42.0,22.0,34.0,43.0,29.0,25.0,electric,tackle,thundershock,supersonic,sonicboom,normal,electric,normal,normal,physical,special,physical,physical,35.0,40.0,0.0,0.0,0.95,1.0,0.55,0.9,False,False,False,False,10000
171,40,1,gym_leader_morty,ecruteak_city_gym,gastly,21,18,46.0,23.0,20.0,50.0,23.0,41.0,ghost/poison,lick,spite,mean_look,curse,ghost,ghost,normal,,physical,physical,physical,error,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
172,40,2,gym_leader_morty,ecruteak_city_gym,haunter,21,18,53.0,29.0,27.0,56.0,31.0,48.0,ghost/poison,hypnosis,mimic,curse,night_shade,psychic,normal,,ghost,special,physical,error,physical,0.0,0.0,0.0,0.0,0.6,1.0,1.0,1.0,False,False,False,False,10000
173,84,2,rival_silver,burned_tower_1f,croconaw,22,18,67.0,45.0,45.0,36.0,38.0,36.0,water,leer,rage,water_gun,bite,normal,normal,water,dark,physical,physical,special,special,0.0,20.0,40.0,60.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
174,83,2,rival_silver,burned_tower_1f,quilava,22,18,64.0,38.0,36.0,45.0,39.0,45.0,fire,leer,smokescreen,ember,quick_attack,normal,normal,fire,normal,physical,physical,special,physical,0.0,0.0,40.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
175,82,2,rival_silver,burned_tower_1f,bayleef,22,18,65.0,38.0,45.0,38.0,45.0,37.0,grass,growl,razor_leaf,reflect,poisonpowder,normal,grass,psychic,poison,physical,special,special,physical,0.0,55.0,0.0,0.0,1.0,0.95,1.0,0.75,False,True,False,False,10000
176,17,1,rival_silver,burned_tower_1f,zubat,20,18,52.0,28.0,24.0,22.0,26.0,32.0,flying/poison,leech_life,supersonic,bite,confuse_ray,bug,normal,dark,ghost,physical,physical,special,physical,20.0,0.0,60.0,0.0,1.0,0.55,1.0,1.0,False,False,False,False,10000
177,40,2,gym_leader_morty,ecruteak_city_gym,haunter,23,18,57.0,32.0,29.0,61.0,33.0,52.0,ghost/poison,spite,mean_look,mimic,night_shade,ghost,normal,normal,ghost,physical,physical,physical,physical,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,10000
178,31,1,hiker_leonard,union_cave_b_b1f,geodude,23,18,55.0,45.0,54.0,22.0,22.0,17.0,ground/rock,defense_curl,rock_throw,magnitude,selfdestruct,normal,rock,ground,normal,physical,physical,physical,physical,0.0,50.0,71.0,0.0,1.0,0.9,1.0,1.0,False,False,False,False,10000
181,31,2,hiker_phillip,union_cave_b_b1f,graveler,23,18,61.0,52.0,61.0,29.0,29.0,24.0,ground/rock,defense_curl,rock_throw,magnitude,selfdestruct,normal,rock,ground,normal,physical,physical,physical,physical,0.0,50.0,71.0,0.0,1.0,0.9,1.0,1.0,False,False,False,False,10000
182,70,2,cooltrainer_gwen,union_cave_b_b2f,flareon,22,18,64.0,66.0,34.0,50.0,56.0,37.0,fire,tackle,tail_whip,sand_attack,ember,normal,normal,,fire,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10648
183,68,2,cooltrainer_gwen,union_cave_b_b2f,vaporeon,22,18,92.0,37.0,34.0,56.0,50.0,37.0,water,tackle,tail_whip,sand_attack,water_gun,normal,normal,,water,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10648
184,69,2,cooltrainer_gwen,union_cave_b_b2f,jolteon,22,18,64.0,37.0,34.0,56.0,50.0,65.0,electric,tackle,tail_whip,sand_attack,thundershock,normal,normal,,electric,physical,physical,,special,35.0,0.0,,40.0,0.95,1.0,,1.0,False,False,False,False,10648
185,40,3,gym_leader_morty,ecruteak_city_gym,gengar,25,18,69.0,42.0,39.0,74.0,46.0,64.0,ghost/poison,hypnosis,shadow_ball,mean_look,dream_eater,psychic,ghost,normal,psychic,special,physical,physical,special,0.0,80.0,0.0,0.0,0.6,1.0,1.0,1.0,False,False,False,False,11735
186,28,1,hiker_leonard,union_cave_b_b1f,machop,25,18,74.0,49.0,34.0,26.0,26.0,26.0,fighting,focus_energy,karate_chop,seismic_toss,foresight,normal,fighting,fighting,normal,physical,physical,physical,physical,0.0,55.0,0.0,0.0,1.0,1.0,1.0,1.0,False,True,False,False,11735
187,2,1,cooltrainer_nick,union_cave_b_b2f,charmander,26,18,60.0,36.0,31.0,40.0,35.0,42.0,fire,ember,smokescreen,rage,scary_face,fire,normal,normal,normal,special,physical,physical,physical,40.0,0.0,20.0,0.0,1.0,1.0,1.0,0.9,False,False,False,False,13411
188,3,1,cooltrainer_nick,union_cave_b_b2f,squirtle,26,18,63.0,34.0,42.0,35.0,42.0,31.0,water,withdraw,aurora_beam,bite,curse,water,ice,dark,,special,special,special,error,0.0,65.0,60.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,13411
189,1,1,cooltrainer_nick,union_cave_b_b2f,bulbasaur,26,18,63.0,35.0,34.0,42.0,42.0,32.0,grass/poison,leech_seed,poisonpowder,sleep_powder,razor_leaf,grass,poison,grass,grass,special,physical,special,special,0.0,0.0,0.0,55.0,0.9,0.75,0.75,0.95,False,False,False,True,13411
190,46,2,pokemaniac_andrew,union_cave_b_b1f,marowak,24,18,66.0,47.0,61.0,32.0,47.0,30.0,ground,bone_club,headbutt,leer,focus_energy,ground,normal,normal,normal,physical,physical,physical,physical,65.0,70.0,0.0,0.0,0.85,1.0,1.0,1.0,False,False,False,False,13824
192,96,2,cooltrainer_emma,union_cave_b_b2f,poliwhirl,28,18,78.0,46.0,45.0,37.0,37.0,59.0,water,hypnosis,water_gun,doubleslap,rain_dance,psychic,water,normal,water,special,special,physical,special,0.0,40.0,15.0,0.0,0.6,1.0,0.85,1.0,False,False,False,False,17242
194,54,1,pokemaniac_calvin,union_cave_b_b1f,kangaskhan,26,18,94.0,59.0,50.0,29.0,50.0,55.0,normal,leer,bite,tail_whip,mega_punch,normal,dark,normal,normal,physical,special,physical,physical,0.0,60.0,0.0,80.0,1.0,1.0,1.0,0.85,False,False,False,False,17576
195,103,1,cooltrainer_gwen,union_cave_b_b2f,eevee,26,18,68.0,38.0,35.0,42.0,42.0,37.0,normal,tail_whip,sand_attack,growl,quick_attack,normal,,normal,normal,physical,,physical,physical,0.0,,0.0,40.0,1.0,,1.0,1.0,False,False,False,False,17576
200,97,1,beauty_valerie,route_38,hoppip,17,19,41.0,19.0,21.0,19.0,26.0,24.0,flying/grass,synthesis,tail_whip,tackle,poisonpowder,grass,normal,normal,poison,special,physical,physical,physical,0.0,0.0,35.0,0.0,1.0,1.0,0.95,0.75,False,False,False,False,17576
201,97,2,beauty_valerie,route_38,skiploom,17,19,48.0,23.0,24.0,23.0,29.0,34.0,flying/grass,synthesis,tail_whip,tackle,stun_spore,grass,normal,normal,grass,special,physical,physical,special,0.0,0.0,35.0,0.0,1.0,1.0,0.95,0.75,False,False,False,False,17576
202,36,1,bird_keeper_toby,route_38,doduo,15,19,37.0,33.0,20.0,17.0,17.0,29.0,flying/normal,peck,growl,pursuit,fury_attack,flying,normal,dark,normal,physical,physical,special,physical,35.0,0.0,40.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,17576
203,92,2,lass_dana,route_38,flaaffy,18,19,56.0,28.0,27.0,36.0,29.0,24.0,electric,tackle,growl,thundershock,thunder_wave,normal,normal,electric,electric,physical,physical,special,special,35.0,0.0,40.0,0.0,0.95,1.0,1.0,1.0,False,False,False,False,17576
204,36,1,bird_keeper_toby,route_38,doduo,16,19,39.0,35.0,21.0,18.0,18.0,31.0,flying/normal,peck,growl,pursuit,fury_attack,flying,normal,dark,normal,physical,physical,special,physical,35.0,0.0,40.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,17576
205,36,1,bird_keeper_toby,route_38,doduo,17,19,41.0,36.0,23.0,19.0,19.0,33.0,flying/normal,peck,growl,pursuit,fury_attack,flying,normal,dark,normal,physical,physical,special,physical,35.0,0.0,40.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,17576
206,121,1,beauty_olivia,route_38,corsola,19,19,52.0,29.0,40.0,32.0,40.0,21.0,rock/water,tackle,harden,bubble,recover,normal,normal,water,normal,physical,physical,special,physical,35.0,0.0,20.0,0.0,0.95,1.0,1.0,1.0,False,False,False,False,17576
207,23,1,lass_dana,route_38,psyduck,18,19,48.0,26.0,25.0,31.0,25.0,27.0,water,scratch,tail_whip,disable,confusion,normal,normal,normal,psychic,physical,physical,physical,special,40.0,0.0,0.0,50.0,1.0,1.0,0.55,1.0,False,False,False,False,17576
208,101,1,sailor_harry,route_38,wooper,19,19,52.0,25.0,25.0,17.0,17.0,13.0,ground/water,water_gun,tail_whip,slam,,water,normal,normal,,special,physical,physical,,40.0,0.0,80.0,,1.0,1.0,0.75,,False,False,False,False,17576
209,58,1,schoolboy_chad,route_38,mr_mime,19,19,47.0,25.0,32.0,46.0,53.0,42.0,psychic,barrier,confusion,substitute,meditate,psychic,psychic,normal,psychic,special,special,physical,special,0.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,17576
210,56,1,cooltrainer_irene,route_34_surf,goldeen,22,19,55.0,38.0,34.0,23.0,30.0,36.0,water,peck,tail_whip,supersonic,horn_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,65.0,1.0,1.0,0.55,1.0,False,False,False,False,17576
211,56,2,cooltrainer_irene,route_34_surf,seaking,24,19,76.0,53.0,40.0,40.0,47.0,41.0,water,tail_whip,supersonic,horn_attack,flail,normal,normal,normal,normal,physical,physical,physical,physical,0.0,0.0,65.0,0.0,1.0,0.55,1.0,1.0,False,False,False,False,17576
212,57,1,cooltrainer_jenn,route_34_surf,staryu,24,19,52.0,30.0,35.0,42.0,35.0,49.0,water,harden,water_gun,rapid_spin,recover,normal,water,normal,normal,physical,special,physical,physical,0.0,40.0,20.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,17576
213,109,1,psychic_nathan,ruins_of_alph,girafarig,26,19,76.0,51.0,42.0,55.0,42.0,53.0,normal/psychic,growl,hypnosis,stomp,agility,normal,psychic,normal,psychic,physical,special,physical,special,0.0,0.0,65.0,0.0,1.0,0.6,1.0,1.0,False,False,False,False,17576
214,57,2,cooltrainer_jenn,route_34_surf,starmie,26,19,71.0,48.0,53.0,61.0,53.0,68.0,psychic/water,tackle,rapid_spin,recover,bubblebeam,normal,normal,normal,water,physical,physical,physical,special,35.0,20.0,0.0,65.0,0.95,1.0,1.0,1.0,False,False,False,False,21970
215,39,1,cooltrainer_kate,route_34_surf,shellder,26,19,55.0,43.0,61.0,32.0,22.0,29.0,water,withdraw,supersonic,aurora_beam,protect,water,normal,ice,normal,special,physical,special,physical,0.0,0.0,65.0,0.0,1.0,0.55,1.0,1.0,False,False,False,False,21970
216,39,2,cooltrainer_kate,route_34_surf,cloyster,28,19,70.0,63.0,110.0,57.0,34.0,48.0,ice/water,withdraw,supersonic,aurora_beam,protect,water,normal,ice,normal,special,physical,special,physical,0.0,0.0,65.0,0.0,1.0,0.55,1.0,1.0,False,False,False,False,27440
217,96,2,sailor_eugene,route_39,poliwhirl,17,20,51.0,30.0,29.0,24.0,24.0,38.0,water,bubble,hypnosis,water_gun,,water,psychic,water,,special,special,special,,20.0,0.0,40.0,,1.0,0.6,1.0,,False,False,False,False,27440
219,22,1,pokefan_jaime,route_39,meowth,16,20,41.0,22.0,18.0,20.0,20.0,36.0,normal,scratch,growl,bite,,normal,normal,dark,,physical,physical,special,,40.0,0.0,60.0,,1.0,1.0,1.0,,False,False,False,False,27440
220,105,1,psychic_norman,route_39,slowpoke,17,20,60.0,30.0,29.0,21.0,21.0,12.0,psychic/water,tackle,growl,water_gun,,normal,normal,water,,physical,physical,special,,35.0,0.0,40.0,,0.95,1.0,1.0,,False,False,False,False,27440
222,10,2,pokefan_ruth,route_39,pikachu,17,20,41.0,26.0,17.0,24.0,21.0,38.0,electric,tail_whip,thunder_wave,quick_attack,double_team,normal,electric,normal,normal,physical,special,physical,physical,0.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
224,7,2,sailor_eugene,route_39,raticate,17,20,48.0,35.0,28.0,24.0,31.0,40.0,normal,tackle,tail_whip,quick_attack,hyper_fang,normal,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,40.0,80.0,0.95,1.0,1.0,0.9,False,False,False,False,27440
225,43,1,sailor_eugene,route_39,krabby,19,20,43.0,48.0,42.0,17.0,17.0,27.0,water,bubble,leer,vicegrip,harden,water,normal,normal,normal,special,physical,physical,physical,20.0,0.0,55.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
226,105,1,psychic_norman,route_39,slowpoke,20,20,69.0,34.0,34.0,24.0,24.0,14.0,psychic/water,curse,body_slam,water_gun,confusion,,normal,water,psychic,error,physical,special,special,0.0,85.0,40.0,50.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
228,6,1,bird_keeper_theo,glitter_lighthouse_3f,pidgey,15,21,39.0,21.0,19.0,17.0,17.0,24.0,flying/normal,tackle,sand_attack,gust,quick_attack,normal,,flying,normal,physical,,physical,physical,35.0,,40.0,40.0,0.95,,1.0,1.0,False,False,False,False,27440
231,6,1,bird_keeper_theo,glitter_lighthouse_3f,pidgey,17,21,43.0,23.0,21.0,19.0,19.0,26.0,flying/normal,tackle,sand_attack,gust,quick_attack,normal,,flying,normal,physical,,physical,physical,35.0,,40.0,40.0,0.95,,1.0,1.0,False,False,False,False,27440
232,96,1,sailor_huey,glitter_lighthouse_2f,poliwag,18,21,45.0,26.0,22.0,22.0,22.0,40.0,water,bubble,hypnosis,water_gun,,water,psychic,water,,special,special,special,,20.0,0.0,40.0,,1.0,0.6,1.0,,False,False,False,False,27440
234,96,2,sailor_huey,glitter_lighthouse_2f,poliwhirl,18,21,54.0,31.0,31.0,25.0,25.0,40.0,water,bubble,hypnosis,water_gun,,water,psychic,water,,special,special,special,,20.0,0.0,40.0,,1.0,0.6,1.0,,False,False,False,False,27440
236,28,1,sailor_ernest,glitter_lighthouse_5f,machop,18,21,56.0,37.0,25.0,20.0,20.0,20.0,fighting,low_kick,leer,focus_energy,karate_chop,fighting,normal,normal,fighting,physical,physical,physical,physical,50.0,0.0,0.0,55.0,0.9,1.0,1.0,1.0,False,False,False,True,27440
237,28,1,sailor_ernest,glitter_lighthouse_5f,machop,18,21,56.0,37.0,25.0,20.0,20.0,20.0,fighting,low_kick,growl,focus_energy,karate_chop,fighting,normal,normal,fighting,physical,physical,physical,physical,50.0,0.0,0.0,55.0,0.9,1.0,1.0,1.0,False,False,False,True,27440
240,6,1,bird_keeper_theo,glitter_lighthouse_3f,pidgey,19,21,47.0,25.0,23.0,21.0,21.0,29.0,flying/normal,tackle,sand_attack,gust,quick_attack,normal,,flying,normal,physical,,physical,physical,35.0,,40.0,40.0,0.95,,1.0,1.0,False,False,False,False,27440
241,96,2,sailor_terrell,glitter_lighthouse_3f,poliwhirl,20,21,59.0,34.0,34.0,28.0,28.0,44.0,water,bubble,hypnosis,water_gun,doubleslap,water,psychic,water,normal,special,special,special,physical,20.0,0.0,40.0,15.0,1.0,0.6,1.0,0.85,False,False,False,False,27440
243,43,1,sailor_kent,glitter_lighthouse_4f,krabby,18,21,41.0,46.0,40.0,16.0,16.0,25.0,water,bubble,leer,vicegrip,harden,water,normal,normal,normal,special,physical,physical,physical,20.0,0.0,55.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
244,8,1,bird_keeper_denis,glitter_lighthouse_5f,spearow,18,21,45.0,29.0,18.0,19.0,19.0,33.0,flying/normal,peck,growl,leer,fury_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,27440
246,25,1,gentleman_preston,glitter_lighthouse_3f,growlithe,18,21,50.0,33.0,24.0,33.0,25.0,29.0,fire,bite,roar,ember,leer,dark,normal,fire,normal,special,physical,special,physical,60.0,0.0,40.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
248,94,1,lass_connie,glitter_lighthouse_4f,marill,21,21,63.0,17.0,29.0,16.0,29.0,25.0,water,tail_whip,water_gun,rollout,bubblebeam,normal,water,rock,water,physical,special,physical,special,0.0,40.0,30.0,65.0,1.0,1.0,0.9,1.0,False,False,False,False,27440
249,86,2,gentleman_alfred,glitter_lighthouse_2f,noctowl,20,21,73.0,28.0,28.0,38.0,46.0,36.0,flying/normal,growl,foresight,peck,hypnosis,normal,normal,flying,psychic,physical,physical,physical,special,0.0,0.0,35.0,0.0,1.0,1.0,1.0,0.6,False,False,False,False,27440
250,43,1,sailor_kent,glitter_lighthouse_4f,krabby,20,21,45.0,50.0,44.0,18.0,18.0,28.0,water,bubblebeam,leer,vicegrip,harden,water,normal,normal,normal,special,physical,physical,physical,65.0,0.0,55.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
251,8,2,bird_keeper_denis,glitter_lighthouse_5f,fearow,20,21,59.0,44.0,34.0,32.0,32.0,48.0,flying/normal,peck,growl,leer,fury_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,45.0,1.0,1.0,1.0,0.85,False,False,False,False,27440
252,3,2,swimmer9794_randall,route_40,wartortle,20,22,56.0,33.0,40.0,34.0,40.0,31.0,water,bubble,withdraw,water_gun,bite,water,water,water,dark,special,special,special,special,20.0,0.0,40.0,60.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
253,38,1,swimmer9792_paula,route_40,grimer,19,22,62.0,38.0,27.0,23.0,27.0,17.0,poison,harden,water_gun,rapid_spin,recover,normal,water,normal,normal,physical,special,physical,physical,0.0,40.0,20.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
254,39,1,swimmer9794_randall,route_40,shellder,18,22,41.0,31.0,43.0,24.0,16.0,22.0,water,tackle,withdraw,supersonic,aurora_beam,normal,water,normal,ice,physical,special,physical,special,35.0,0.0,0.0,65.0,0.95,1.0,0.55,1.0,False,False,False,False,27440
256,39,1,swimmer9792_paula,route_40,shellder,19,22,43.0,33.0,46.0,25.0,17.0,23.0,water,tackle,withdraw,supersonic,aurora_beam,normal,water,normal,ice,physical,special,physical,special,35.0,0.0,0.0,65.0,0.95,1.0,0.55,1.0,False,False,False,False,27440
257,30,1,swimmer9794_simon,route_40,tentacool,20,22,49.0,24.0,22.0,28.0,48.0,36.0,poison/water,poison_sting,supersonic,constrict,acid,poison,normal,normal,poison,physical,physical,physical,physical,15.0,0.0,10.0,40.0,1.0,0.55,1.0,1.0,False,False,False,False,27440
259,57,1,swimmer9792_elaine,route_40,staryu,21,22,46.0,27.0,31.0,37.0,31.0,44.0,water,harden,water_gun,flamethrower,recover,normal,water,fire,normal,physical,special,special,physical,0.0,40.0,95.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
260,30,1,swimmer9794_george,route_41,tentacool,16,23,41.0,20.0,18.0,23.0,39.0,29.0,poison/water,poison_sting,supersonic,constrict,,poison,normal,normal,,physical,physical,physical,,15.0,0.0,10.0,,1.0,0.55,1.0,,False,False,False,False,27440
262,56,1,swimmer9792_kaylee,route_41,goldeen,18,23,47.0,32.0,29.0,20.0,25.0,30.0,water,peck,tail_whip,supersonic,horn_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,65.0,1.0,1.0,0.55,1.0,False,False,False,False,27440
263,30,1,swimmer9794_george,route_41,tentacool,17,23,43.0,21.0,19.0,24.0,41.0,31.0,poison/water,poison_sting,supersonic,constrict,,poison,normal,normal,,physical,physical,physical,,15.0,0.0,10.0,,1.0,0.55,1.0,,False,False,False,False,27440
265,122,1,swimmer9794_george,route_41,remoraid,19,23,45.0,33.0,21.0,32.0,21.0,32.0,water,water_gun,lockon,,,water,normal,,,special,physical,,,40.0,0.0,,,1.0,1.0,,,False,False,False,False,27440
266,23,1,swimmer9792_susie,route_41,psyduck,20,23,53.0,29.0,27.0,34.0,28.0,30.0,water,scratch,tail_whip,disable,confusion,normal,normal,normal,psychic,physical,physical,physical,special,40.0,0.0,0.0,50.0,1.0,1.0,0.55,1.0,False,False,False,False,27440
267,56,1,swimmer9792_kaylee,route_41,goldeen,20,23,51.0,35.0,32.0,22.0,28.0,33.0,water,peck,tail_whip,supersonic,horn_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,65.0,1.0,1.0,0.55,1.0,False,False,False,False,27440
268,56,2,swimmer9792_kaylee,route_41,seaking,20,23,65.0,45.0,34.0,34.0,40.0,35.0,water,peck,tail_whip,supersonic,horn_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,65.0,1.0,1.0,0.55,1.0,False,False,False,False,27440
269,30,1,swimmer9794_charlie,route_41,tentacool,19,23,47.0,23.0,21.0,27.0,46.0,34.0,poison/water,poison_sting,supersonic,constrict,acid,poison,normal,normal,poison,physical,physical,physical,physical,15.0,0.0,10.0,40.0,1.0,0.55,1.0,1.0,False,False,False,False,27440
270,30,2,swimmer9794_charlie,route_41,tentacruel,19,23,62.0,35.0,32.0,38.0,53.0,46.0,poison/water,poison_sting,supersonic,constrict,acid,poison,normal,normal,poison,physical,physical,physical,physical,15.0,0.0,10.0,40.0,1.0,0.55,1.0,1.0,False,False,False,False,27440
271,57,1,swimmer9794_george,route_41,staryu,19,23,43.0,25.0,28.0,34.0,28.0,40.0,water,harden,water_gun,rapid_spin,recover,normal,water,normal,normal,physical,special,physical,physical,0.0,40.0,20.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
272,55,1,swimmer9792_wendy,route_41,horsea,21,23,46.0,25.0,37.0,37.0,18.0,33.0,water,bubble,smokescreen,leer,water_gun,water,normal,normal,water,special,physical,physical,special,20.0,0.0,0.0,40.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
274,57,1,swimmer9792_kara,route_41,staryu,20,23,45.0,26.0,30.0,36.0,30.0,42.0,water,harden,water_gun,rapid_spin,recover,normal,water,normal,normal,physical,special,physical,physical,0.0,40.0,20.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
275,57,2,swimmer9792_kara,route_41,starmie,20,23,57.0,38.0,42.0,48.0,42.0,54.0,psychic/water,tackle,rapid_spin,recover,bubblebeam,normal,normal,normal,water,physical,physical,physical,special,35.0,20.0,0.0,65.0,0.95,1.0,1.0,1.0,False,False,False,False,27440
276,65,2,swimmer9794_kirk,route_41,gyarados,20,23,71.0,58.0,39.0,32.0,48.0,40.0,flying/water,thrash,bite,,,normal,dark,,,physical,special,,,90.0,60.0,,,1.0,1.0,,,False,False,False,False,27440
278,37,1,swimmer9792_denise,route_41,seel,22,23,64.0,28.0,32.0,28.0,39.0,28.0,water,headbutt,growl,aurora_beam,rest,normal,normal,ice,psychic,physical,physical,special,special,70.0,0.0,65.0,0.0,1.0,1.0,1.0,1.0,False,False,False,False,27440
279,56,1,swimmer9792_susie,route_41,goldeen,22,23,55.0,38.0,34.0,23.0,30.0,36.0,water,peck,tail_whip,supersonic,horn_attack,flying,normal,normal,normal,physical,physical,physical,physical,35.0,0.0,0.0,65.0,1.0,1.0,0.55,1.0,False,False,False,False,27440
