pokemon,move_level,move_name,move_type,power,accuracy,crit,move_stage
Marowak,,Return,Normal,102.0,1.0,False,31.0
Marowak,,Dig,Ground,60.0,1.0,False,32.0
Marowak,,Brick Break,Fighting,75.0,1.0,False,84.0
Marowak,,Flamethrower,Fire,95.0,1.0,False,22.0
Marowak,,Fire Blast,Fire,120.0,0.85,False,66.0
Marowak,,Rock Tomb,Rock,50.0,0.8,False,8.0
Marowak,,Aerial Ace,Flying,60.0,1.0,False,59.0
Marowak,,Facade,Normal,70.0,1.0,False,45.0
Marowak,,Secret Power,Normal,70.0,1.0,False,16.0
Marowak,,Thief,Dark,40.0,1.0,False,16.0
Tyrogue,1.0,Tackle,Normal,35.0,0.95,False,
Tyrogue,,Strength,Normal,80.0,1.0,False,35.0
Tyrogue,,Rock Smash,Fighting,20.0,1.0,False,21.0
Tyrogue,,Hidden Power,Normal,60.0,1.0,False,16.0
Tyrogue,,Earthquake,Ground,100.0,1.0,False,77.0
Tyrogue,,Return,Normal,102.0,1.0,False,31.0
Tyrogue,,Brick Break,Fighting,75.0,1.0,False,84.0
Tyrogue,,Facade,Normal,70.0,1.0,False,45.0
Tyrogue,,Secret Power,Normal,70.0,1.0,False,16.0
Tyrogue,,Thief,Dark,40.0,1.0,False,16.0
Hitmonlee,1.0,Double Kick,Fighting,60.0,1.0,False,
Hitmonlee,1.0,Revenge,Fighting,60.0,1.0,False,
Hitmonlee,11.0,Rolling Kick,Fighting,60.0,0.85,False,
Hitmonlee,16.0,Jump Kick,Fighting,70.0,0.95,False,
Hitmonlee,20.0,Brick Break,Fighting,75.0,1.0,False,84.0
Hitmonlee,26.0,Hi Jump Kick,Fighting,85.0,0.9,False,
Hitmonlee,46.0,Mega Kick,Normal,120.0,0.75,False,
Hitmonlee,,Strength,Normal,80.0,1.0,False,35.0
Hitmonlee,,Rock Smash,Fighting,20.0,1.0,False,21.0
Hitmonlee,,Hidden Power,Normal,60.0,1.0,False,16.0
Hitmonlee,,Earthquake,Ground,100.0,1.0,False,77.0
Hitmonlee,,Return,Normal,102.0,1.0,False,31.0
Hitmonlee,,Rock Tomb,Rock,50.0,0.8,False,8.0
Hitmonlee,,Facade,Normal,70.0,1.0,False,45.0
Hitmonlee,,Secret Power,Normal,70.0,1.0,False,16.0
Hitmonlee,,Thief,Dark,40.0,1.0,False,16.0
Tyrogue,1.0,Tackle,Normal,35.0,0.95,False,
Tyrogue,,Strength,Normal,80.0,1.0,False,35.0
Tyrogue,,Rock Smash,Fighting,20.0,1.0,False,21.0
Tyrogue,,Hidden Power,Normal,60.0,1.0,False,16.0
Tyrogue,,Earthquake,Ground,100.0,1.0,False,77.0
Tyrogue,,Return,Normal,102.0,1.0,False,31.0
Tyrogue,,Brick Break,Fighting,75.0,1.0,False,84.0
Tyrogue,,Facade,Normal,70.0,1.0,False,45.0
Tyrogue,,Secret Power,Normal,70.0,1.0,False,16.0
Tyrogue,,Thief,Dark,40.0,1.0,False,16.0
Hitmonchan,1.0,Comet Punch,Normal,54.0,0.85,False,
Hitmonchan,1.0,Revenge,Fighting,60.0,1.0,False,
Hitmonchan,13.0,Pursuit,Dark,40.0,1.0,False,
Hitmonchan,20.0,Mach Punch,Fighting,40.0,1.0,False,
Hitmonchan,26.0,Fire Punch,Fire,75.0,1.0,False,
Hitmonchan,26.0,Ice Punch,Ice,75.0,1.0,False,
Hitmonchan,26.0,ThunderPunch,Electric,75.0,1.0,False,
Hitmonchan,32.0,Sky Uppercut,Fighting,85.0,0.9,False,
Hitmonchan,38.0,Mega Punch,Normal,80.0,0.85,False,
Hitmonchan,,Strength,Normal,80.0,1.0,False,35.0
Hitmonchan,,Rock Smash,Fighting,20.0,1.0,False,21.0
Hitmonchan,,Hidden Power,Normal,60.0,1.0,False,16.0
Hitmonchan,,Earthquake,Ground,100.0,1.0,False,77.0
Hitmonchan,,Return,Normal,102.0,1.0,False,31.0
Hitmonchan,,Brick Break,Fighting,75.0,1.0,False,84.0
Hitmonchan,,Rock Tomb,Rock,50.0,0.8,False,8.0
Hitmonchan,,Facade,Normal,70.0,1.0,False,45.0
Hitmonchan,,Secret Power,Normal,70.0,1.0,False,16.0
Hitmonchan,,Thief,Dark,40.0,1.0,False,16.0
Lickitung,1.0,Lick,Ghost,20.0,1.0,False,
Lickitung,18.0,Knock Off,Dark,20.0,1.0,False,
Lickitung,23.0,Stomp,Normal,65.0,1.0,False,
Lickitung,29.0,Wrap,Normal,15.0,0.85,False,
Lickitung,40.0,Slam,Normal,80.0,0.75,False,
Lickitung,,Cut,Normal,50.0,0.95,False,6.0
Lickitung,,Surf,Water,95.0,1.0,False,45.0
Lickitung,,Strength,Normal,80.0,1.0,False,35.0
Lickitung,,Rock Smash,Fighting,20.0,1.0,False,21.0
Lickitung,,Water Pulse,Water,60.0,1.0,False,86.0
Lickitung,,Hidden Power,Normal,60.0,1.0,False,16.0
Lickitung,,Ice Beam,Ice,95.0,1.0,False,18.0
Lickitung,,Blizzard,Ice,120.0,0.7,False,66.0
Lickitung,,Hyper Beam,Normal,75.0,0.9,False,66.0
Lickitung,,Iron Tail,Steel,100.0,0.75,False,86.0
Lickitung,,Thunderbolt,Electric,95.0,1.0,False,22.0
Lickitung,,Thunder,Electric,120.0,0.7,False,22.0
Lickitung,,Earthquake,Ground,100.0,1.0,False,77.0
Lickitung,,Return,Normal,102.0,1.0,False,31.0
Lickitung,,Dig,Ground,60.0,1.0,False,32.0
Lickitung,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Lickitung,,Brick Break,Fighting,75.0,1.0,False,84.0
Lickitung,,Shock Wave,Electric,60.0,1.0,False,25.0
Lickitung,,Flamethrower,Fire,95.0,1.0,False,22.0
Lickitung,,Fire Blast,Fire,120.0,0.85,False,66.0
Lickitung,,Rock Tomb,Rock,50.0,0.8,False,8.0
Lickitung,,Facade,Normal,70.0,1.0,False,45.0
Lickitung,,Secret Power,Normal,70.0,1.0,False,16.0
Lickitung,,Thief,Dark,40.0,1.0,False,16.0
Koffing,1.0,Tackle,Normal,35.0,0.95,False,
Koffing,9.0,Smog,Poison,20.0,0.7,False,
Koffing,21.0,Sludge,Poison,65.0,1.0,False,12.0
Koffing,,Hidden Power,Normal,60.0,1.0,False,16.0
Koffing,,Thunderbolt,Electric,95.0,1.0,False,22.0
Koffing,,Thunder,Electric,120.0,0.7,False,22.0
Koffing,,Return,Normal,102.0,1.0,False,31.0
Koffing,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Koffing,,Shock Wave,Electric,60.0,1.0,False,25.0
Koffing,,Flamethrower,Fire,95.0,1.0,False,22.0
Koffing,,Sludge Bomb,Poison,90.0,1.0,False,12.0
Koffing,,Fire Blast,Fire,120.0,0.85,False,66.0
Koffing,,Facade,Normal,70.0,1.0,False,45.0
Koffing,,Secret Power,Normal,70.0,1.0,False,16.0
Koffing,,Thief,Dark,40.0,1.0,False,16.0
Weezing,1.0,Smog,Poison,20.0,0.7,False,
Weezing,1.0,Tackle,Normal,35.0,0.95,False,
Weezing,21.0,Sludge,Poison,65.0,1.0,False,12.0
Weezing,,Hidden Power,Normal,60.0,1.0,False,16.0
Weezing,,Hyper Beam,Normal,75.0,0.9,False,66.0
Weezing,,Thunderbolt,Electric,95.0,1.0,False,22.0
Weezing,,Thunder,Electric,120.0,0.7,False,22.0
Weezing,,Return,Normal,102.0,1.0,False,31.0
Weezing,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Weezing,,Shock Wave,Electric,60.0,1.0,False,25.0
Weezing,,Flamethrower,Fire,95.0,1.0,False,22.0
Weezing,,Sludge Bomb,Poison,90.0,1.0,False,12.0
Weezing,,Fire Blast,Fire,120.0,0.85,False,66.0
Weezing,,Facade,Normal,70.0,1.0,False,45.0
Weezing,,Secret Power,Normal,70.0,1.0,False,16.0
Weezing,,Thief,Dark,40.0,1.0,False,16.0
Rhyhorn,1.0,Horn Attack,Normal,65.0,1.0,False,
Rhyhorn,10.0,Stomp,Normal,65.0,1.0,False,
Rhyhorn,15.0,Fury Attack,Normal,45.0,0.85,False,
Rhyhorn,29.0,Rock Blast,Rock,75.0,0.8,False,
Rhyhorn,52.0,Earthquake,Ground,100.0,1.0,False,77.0
Rhyhorn,57.0,Megahorn,Bug,120.0,0.85,False,
Rhyhorn,,Strength,Normal,80.0,1.0,False,35.0
Rhyhorn,,Rock Smash,Fighting,20.0,1.0,False,21.0
Rhyhorn,,Hidden Power,Normal,60.0,1.0,False,16.0
Rhyhorn,,Ice Beam,Ice,95.0,1.0,False,18.0
Rhyhorn,,Blizzard,Ice,120.0,0.7,False,66.0
Rhyhorn,,Iron Tail,Steel,100.0,0.75,False,86.0
Rhyhorn,,Thunderbolt,Electric,95.0,1.0,False,22.0
Rhyhorn,,Thunder,Electric,120.0,0.7,False,22.0
Rhyhorn,,Return,Normal,102.0,1.0,False,31.0
Rhyhorn,,Dig,Ground,60.0,1.0,False,32.0
Rhyhorn,,Shock Wave,Electric,60.0,1.0,False,25.0
Rhyhorn,,Flamethrower,Fire,95.0,1.0,False,22.0
Rhyhorn,,Fire Blast,Fire,120.0,0.85,False,66.0
Rhyhorn,,Rock Tomb,Rock,50.0,0.8,False,8.0
Rhyhorn,,Facade,Normal,70.0,1.0,False,45.0
Rhyhorn,,Secret Power,Normal,70.0,1.0,False,16.0
Rhyhorn,,Thief,Dark,40.0,1.0,False,16.0
Rhydon,1.0,Fury Attack,Normal,45.0,0.85,False,
Rhydon,1.0,Horn Attack,Normal,65.0,1.0,False,
Rhydon,1.0,Stomp,Normal,65.0,1.0,False,
Rhydon,29.0,Rock Blast,Rock,75.0,0.8,False,
Rhydon,58.0,Earthquake,Ground,100.0,1.0,False,77.0
Rhydon,66.0,Megahorn,Bug,120.0,0.85,False,
Rhydon,,Cut,Normal,50.0,0.95,False,6.0
Rhydon,,Surf,Water,95.0,1.0,False,45.0
Rhydon,,Strength,Normal,80.0,1.0,False,35.0
Rhydon,,Rock Smash,Fighting,20.0,1.0,False,21.0
Rhydon,,Hidden Power,Normal,60.0,1.0,False,16.0
Rhydon,,Ice Beam,Ice,95.0,1.0,False,18.0
Rhydon,,Blizzard,Ice,120.0,0.7,False,66.0
Rhydon,,Hyper Beam,Normal,75.0,0.9,False,66.0
Rhydon,,Iron Tail,Steel,100.0,0.75,False,86.0
Rhydon,,Thunderbolt,Electric,95.0,1.0,False,22.0
Rhydon,,Thunder,Electric,120.0,0.7,False,22.0
Rhydon,,Return,Normal,102.0,1.0,False,31.0
Rhydon,,Dig,Ground,60.0,1.0,False,32.0
Rhydon,,Brick Break,Fighting,75.0,1.0,False,84.0
Rhydon,,Shock Wave,Electric,60.0,1.0,False,25.0
Rhydon,,Flamethrower,Fire,95.0,1.0,False,22.0
Rhydon,,Fire Blast,Fire,120.0,0.85,False,66.0
Rhydon,,Rock Tomb,Rock,50.0,0.8,False,8.0
Rhydon,,Facade,Normal,70.0,1.0,False,45.0
Rhydon,,Secret Power,Normal,70.0,1.0,False,16.0
Rhydon,,Thief,Dark,40.0,1.0,False,16.0
Chansey,1.0,Pound,Normal,40.0,1.0,False,
Chansey,17.0,DoubleSlap,Normal,15.0,0.85,False,
Chansey,35.0,Egg Bomb,Normal,100.0,0.75,False,
Chansey,,Strength,Normal,80.0,1.0,False,35.0
Chansey,,Rock Smash,Fighting,20.0,1.0,False,21.0
Chansey,,Water Pulse,Water,60.0,1.0,False,86.0
Chansey,,Hidden Power,Normal,60.0,1.0,False,16.0
Chansey,,Ice Beam,Ice,95.0,1.0,False,18.0
Chansey,,Blizzard,Ice,120.0,0.7,False,66.0
Chansey,,Hyper Beam,Normal,75.0,0.9,False,66.0
Chansey,,Iron Tail,Steel,100.0,0.75,False,86.0
Chansey,,Thunderbolt,Electric,95.0,1.0,False,22.0
Chansey,,Thunder,Electric,120.0,0.7,False,22.0
Chansey,,Earthquake,Ground,100.0,1.0,False,77.0
Chansey,,Return,Normal,102.0,1.0,False,31.0
Chansey,,Psychic,Psychic,90.0,1.0,False,22.0
Chansey,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Chansey,,Brick Break,Fighting,75.0,1.0,False,84.0
Chansey,,Shock Wave,Electric,60.0,1.0,False,25.0
Chansey,,Flamethrower,Fire,95.0,1.0,False,22.0
Chansey,,Fire Blast,Fire,120.0,0.85,False,66.0
Chansey,,Rock Tomb,Rock,50.0,0.8,False,8.0
Chansey,,Facade,Normal,70.0,1.0,False,45.0
Chansey,,Secret Power,Normal,70.0,1.0,False,16.0
Blissey,1.0,Pound,Normal,40.0,1.0,False,
Blissey,13.0,DoubleSlap,Normal,15.0,0.85,False,
Blissey,28.0,Egg Bomb,Normal,100.0,0.75,False,
Blissey,,Strength,Normal,80.0,1.0,False,35.0
Blissey,,Rock Smash,Fighting,20.0,1.0,False,21.0
Blissey,,Water Pulse,Water,60.0,1.0,False,86.0
Blissey,,Hidden Power,Normal,60.0,1.0,False,16.0
Blissey,,Ice Beam,Ice,95.0,1.0,False,18.0
Blissey,,Blizzard,Ice,120.0,0.7,False,66.0
Blissey,,Hyper Beam,Normal,75.0,0.9,False,66.0
Blissey,,Iron Tail,Steel,100.0,0.75,False,86.0
Blissey,,Thunderbolt,Electric,95.0,1.0,False,22.0
Blissey,,Thunder,Electric,120.0,0.7,False,22.0
Blissey,,Earthquake,Ground,100.0,1.0,False,77.0
Blissey,,Return,Normal,102.0,1.0,False,31.0
Blissey,,Psychic,Psychic,90.0,1.0,False,22.0
Blissey,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Blissey,,Brick Break,Fighting,75.0,1.0,False,84.0
Blissey,,Shock Wave,Electric,60.0,1.0,False,25.0
Blissey,,Flamethrower,Fire,95.0,1.0,False,22.0
Blissey,,Fire Blast,Fire,120.0,0.85,False,66.0
Blissey,,Rock Tomb,Rock,50.0,0.8,False,8.0
Blissey,,Facade,Normal,70.0,1.0,False,45.0
Blissey,,Secret Power,Normal,70.0,1.0,False,16.0
Tangela,1.0,Constrict,Normal,10.0,1.0,False,
Tangela,10.0,Absorb,Grass,20.0,1.0,False,
Tangela,22.0,Vine Whip,Grass,35.0,1.0,False,
Tangela,28.0,Bind,Normal,15.0,0.75,False,
Tangela,31.0,Mega Drain,Grass,40.0,1.0,False,
Tangela,40.0,Slam,Normal,80.0,0.75,False,
Tangela,,Cut,Normal,50.0,0.95,False,6.0
Tangela,,Rock Smash,Fighting,20.0,1.0,False,21.0
Tangela,,Bullet Seed,Grass,30.0,1.0,False,3.0
Tangela,,Hidden Power,Normal,60.0,1.0,False,16.0
Tangela,,Hyper Beam,Normal,75.0,0.9,False,66.0
Tangela,,Giga Drain,Grass,60.0,1.0,False,64.0
Tangela,,Return,Normal,102.0,1.0,False,31.0
Tangela,,Sludge Bomb,Poison,90.0,1.0,False,12.0
Tangela,,Facade,Normal,70.0,1.0,False,45.0
Tangela,,Secret Power,Normal,70.0,1.0,False,16.0
Tangela,,Thief,Dark,40.0,1.0,False,16.0
Kangaskhan,1.0,Comet Punch,Normal,54.0,0.85,False,
Kangaskhan,7.0,Bite,Dark,60.0,1.0,False,
Kangaskhan,19.0,Fake Out,Normal,40.0,1.0,False,
Kangaskhan,25.0,Mega Punch,Normal,80.0,0.85,False,
Kangaskhan,31.0,Rage,Normal,20.0,1.0,False,
Kangaskhan,43.0,Dizzy Punch,Normal,70.0,1.0,False,
Kangaskhan,,Cut,Normal,50.0,0.95,False,6.0
Kangaskhan,,Surf,Water,95.0,1.0,False,45.0
Kangaskhan,,Strength,Normal,80.0,1.0,False,35.0
Kangaskhan,,Rock Smash,Fighting,20.0,1.0,False,21.0
Kangaskhan,,Water Pulse,Water,60.0,1.0,False,86.0
Kangaskhan,,Hidden Power,Normal,60.0,1.0,False,16.0
Kangaskhan,,Ice Beam,Ice,95.0,1.0,False,18.0
Kangaskhan,,Blizzard,Ice,120.0,0.7,False,66.0
Kangaskhan,,Hyper Beam,Normal,75.0,0.9,False,66.0
Kangaskhan,,Iron Tail,Steel,100.0,0.75,False,86.0
Kangaskhan,,Thunderbolt,Electric,95.0,1.0,False,22.0
Kangaskhan,,Thunder,Electric,120.0,0.7,False,22.0
Kangaskhan,,Earthquake,Ground,100.0,1.0,False,77.0
Kangaskhan,,Return,Normal,102.0,1.0,False,31.0
Kangaskhan,,Dig,Ground,60.0,1.0,False,32.0
Kangaskhan,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Kangaskhan,,Brick Break,Fighting,75.0,1.0,False,84.0
Kangaskhan,,Shock Wave,Electric,60.0,1.0,False,25.0
Kangaskhan,,Flamethrower,Fire,95.0,1.0,False,22.0
Kangaskhan,,Fire Blast,Fire,120.0,0.85,False,66.0
Kangaskhan,,Rock Tomb,Rock,50.0,0.8,False,8.0
Kangaskhan,,Aerial Ace,Flying,60.0,1.0,False,59.0
Kangaskhan,,Facade,Normal,70.0,1.0,False,45.0
Kangaskhan,,Secret Power,Normal,70.0,1.0,False,16.0
Kangaskhan,,Thief,Dark,40.0,1.0,False,16.0
Horsea,1.0,Bubble,Water,20.0,1.0,False,
Horsea,22.0,Water Gun,Water,40.0,1.0,False,
Horsea,29.0,Twister,Dragon,40.0,1.0,False,
Horsea,43.0,Hydro Pump,Water,120.0,0.8,False,
Horsea,,Surf,Water,95.0,1.0,False,45.0
Horsea,,Waterfall,Water,80.0,1.0,False,84.0
Horsea,,Dive,Water,60.0,1.0,False,70.0
Horsea,,Water Pulse,Water,60.0,1.0,False,86.0
Horsea,,Hidden Power,Normal,60.0,1.0,False,16.0
Horsea,,Ice Beam,Ice,95.0,1.0,False,18.0
Horsea,,Blizzard,Ice,120.0,0.7,False,66.0
Horsea,,Return,Normal,102.0,1.0,False,31.0
Horsea,,Facade,Normal,70.0,1.0,False,45.0
Horsea,,Secret Power,Normal,70.0,1.0,False,16.0
Seadra,1.0,Bubble,Water,20.0,1.0,False,
Seadra,1.0,Water Gun,Water,40.0,1.0,False,
Seadra,29.0,Twister,Dragon,40.0,1.0,False,
Seadra,51.0,Hydro Pump,Water,120.0,0.8,False,
Seadra,,Surf,Water,95.0,1.0,False,45.0
Seadra,,Waterfall,Water,80.0,1.0,False,84.0
Seadra,,Dive,Water,60.0,1.0,False,70.0
Seadra,,Water Pulse,Water,60.0,1.0,False,86.0
Seadra,,Hidden Power,Normal,60.0,1.0,False,16.0
Seadra,,Ice Beam,Ice,95.0,1.0,False,18.0
Seadra,,Blizzard,Ice,120.0,0.7,False,66.0
Seadra,,Hyper Beam,Normal,75.0,0.9,False,66.0
Seadra,,Return,Normal,102.0,1.0,False,31.0
Seadra,,Facade,Normal,70.0,1.0,False,45.0
Seadra,,Secret Power,Normal,70.0,1.0,False,16.0
Kingdra,1.0,Bubble,Water,20.0,1.0,False,
Kingdra,1.0,Water Gun,Water,40.0,1.0,False,
Kingdra,29.0,Twister,Dragon,40.0,1.0,False,
Kingdra,51.0,Hydro Pump,Water,120.0,0.8,False,
Kingdra,,Surf,Water,95.0,1.0,False,45.0
Kingdra,,Waterfall,Water,80.0,1.0,False,84.0
Kingdra,,Dive,Water,60.0,1.0,False,70.0
Kingdra,,Water Pulse,Water,60.0,1.0,False,86.0
Kingdra,,Hidden Power,Normal,60.0,1.0,False,16.0
Kingdra,,Ice Beam,Ice,95.0,1.0,False,18.0
Kingdra,,Blizzard,Ice,120.0,0.7,False,66.0
Kingdra,,Hyper Beam,Normal,75.0,0.9,False,66.0
Kingdra,,Return,Normal,102.0,1.0,False,31.0
Kingdra,,Facade,Normal,70.0,1.0,False,45.0
Kingdra,,Secret Power,Normal,70.0,1.0,False,16.0
Goldeen,1.0,Peck,Flying,35.0,1.0,False,
Goldeen,15.0,Horn Attack,Normal,65.0,1.0,False,
Goldeen,29.0,Fury Attack,Normal,45.0,0.85,False,
Goldeen,38.0,Waterfall,Water,80.0,1.0,False,84.0
Goldeen,,Surf,Water,95.0,1.0,False,45.0
Goldeen,,Dive,Water,60.0,1.0,False,70.0
Goldeen,,Water Pulse,Water,60.0,1.0,False,86.0
Goldeen,,Hidden Power,Normal,60.0,1.0,False,16.0
Goldeen,,Ice Beam,Ice,95.0,1.0,False,18.0
Goldeen,,Blizzard,Ice,120.0,0.7,False,66.0
Goldeen,,Return,Normal,102.0,1.0,False,31.0
Goldeen,,Facade,Normal,70.0,1.0,False,45.0
Goldeen,,Secret Power,Normal,70.0,1.0,False,16.0
Goldeen,57.0,Megahorn,Bug,120.0,0.85,False,
Seaking,1.0,Peck,Flying,35.0,1.0,False,
Seaking,15.0,Horn Attack,Normal,65.0,1.0,False,
Seaking,29.0,Fury Attack,Normal,45.0,0.85,False,
Seaking,41.0,Waterfall,Water,80.0,1.0,False,84.0
Seaking,,Surf,Water,95.0,1.0,False,45.0
Seaking,,Dive,Water,60.0,1.0,False,70.0
Seaking,,Water Pulse,Water,60.0,1.0,False,86.0
Seaking,,Hidden Power,Normal,60.0,1.0,False,16.0
Seaking,,Ice Beam,Ice,95.0,1.0,False,18.0
Seaking,,Blizzard,Ice,120.0,0.7,False,66.0
Seaking,,Hyper Beam,Normal,75.0,0.9,False,66.0
Seaking,,Return,Normal,102.0,1.0,False,31.0
Seaking,,Facade,Normal,70.0,1.0,False,45.0
Seaking,,Secret Power,Normal,70.0,1.0,False,16.0
Seaking,69.0,Megahorn,Bug,120.0,0.85,False,
Staryu,1.0,Tackle,Normal,35.0,0.95,False,
Staryu,6.0,Water Gun,Water,40.0,1.0,False,
Staryu,10.0,Rapid Spin,Normal,20.0,1.0,False,
Staryu,24.0,Swift,Normal,60.0,1.0,False,
Staryu,28.0,BubbleBeam,Water,65.0,1.0,False,
Staryu,46.0,Hydro Pump,Water,120.0,0.8,False,
Staryu,,Surf,Water,95.0,1.0,False,45.0
Staryu,,Waterfall,Water,80.0,1.0,False,84.0
Staryu,,Dive,Water,60.0,1.0,False,70.0
Staryu,,Water Pulse,Water,60.0,1.0,False,86.0
Staryu,,Hidden Power,Normal,60.0,1.0,False,16.0
Staryu,,Ice Beam,Ice,95.0,1.0,False,18.0
Staryu,,Blizzard,Ice,120.0,0.7,False,66.0
Staryu,,Thunderbolt,Electric,95.0,1.0,False,22.0
Staryu,,Thunder,Electric,120.0,0.7,False,22.0
Staryu,,Return,Normal,102.0,1.0,False,31.0
Staryu,,Psychic,Psychic,90.0,1.0,False,22.0
Staryu,,Facade,Normal,70.0,1.0,False,45.0
Staryu,,Secret Power,Normal,70.0,1.0,False,16.0
Starmie,1.0,Rapid Spin,Normal,20.0,1.0,False,
Starmie,1.0,Swift,Normal,60.0,1.0,False,
Starmie,1.0,Water Gun,Water,40.0,1.0,False,
Starmie,,Surf,Water,95.0,1.0,False,45.0
Starmie,,Waterfall,Water,80.0,1.0,False,84.0
Starmie,,Dive,Water,60.0,1.0,False,70.0
Starmie,,Water Pulse,Water,60.0,1.0,False,86.0
Starmie,,Hidden Power,Normal,60.0,1.0,False,16.0
Starmie,,Ice Beam,Ice,95.0,1.0,False,18.0
Starmie,,Blizzard,Ice,120.0,0.7,False,66.0
Starmie,,Hyper Beam,Normal,75.0,0.9,False,66.0
Starmie,,Thunderbolt,Electric,95.0,1.0,False,22.0
Starmie,,Thunder,Electric,120.0,0.7,False,22.0
Starmie,,Return,Normal,102.0,1.0,False,31.0
Starmie,,Psychic,Psychic,90.0,1.0,False,22.0
Starmie,,Facade,Normal,70.0,1.0,False,45.0
Starmie,,Secret Power,Normal,70.0,1.0,False,16.0
Mr_Mime,0.0,Struggle,Normal,1.0,1.0,False,
Scyther,1.0,Quick Attack,Normal,40.0,1.0,False,
Scyther,11.0,Pursuit,Dark,40.0,1.0,False,
Scyther,16.0,False Swipe,Normal,40.0,1.0,False,
Scyther,26.0,Wing Attack,Flying,60.0,1.0,False,
Scyther,31.0,Slash,Normal,70.0,1.0,True,
Scyther,46.0,Fury Cutter,Bug,10.0,0.95,False,
Scyther,,Cut,Normal,50.0,0.95,False,6.0
Scyther,,Rock Smash,Fighting,20.0,1.0,False,21.0
Scyther,,Hidden Power,Normal,60.0,1.0,False,16.0
Scyther,,Hyper Beam,Normal,75.0,0.9,False,66.0
Scyther,,Return,Normal,102.0,1.0,False,31.0
Scyther,,Aerial Ace,Flying,60.0,1.0,False,59.0
Scyther,,Facade,Normal,70.0,1.0,False,45.0
Scyther,,Secret Power,Normal,70.0,1.0,False,16.0
Scyther,,Thief,Dark,40.0,1.0,False,16.0
Scyther,,Steel Wing,Steel,70.0,0.9,False,13.0
Scizor,1.0,Quick Attack,Normal,40.0,1.0,False,
Scizor,11.0,Pursuit,Dark,40.0,1.0,False,
Scizor,16.0,False Swipe,Normal,40.0,1.0,False,
Scizor,26.0,Metal Claw,Steel,50.0,0.95,False,
Scizor,31.0,Slash,Normal,70.0,1.0,True,
Scizor,46.0,Fury Cutter,Bug,10.0,0.95,False,
Scizor,,Cut,Normal,50.0,0.95,False,6.0
Scizor,,Strength,Normal,80.0,1.0,False,35.0
Scizor,,Rock Smash,Fighting,20.0,1.0,False,21.0
Scizor,,Hidden Power,Normal,60.0,1.0,False,16.0
Scizor,,Hyper Beam,Normal,75.0,0.9,False,66.0
Scizor,,Return,Normal,102.0,1.0,False,31.0
Scizor,,Aerial Ace,Flying,60.0,1.0,False,59.0
Scizor,,Facade,Normal,70.0,1.0,False,45.0
Scizor,,Secret Power,Normal,70.0,1.0,False,16.0
Scizor,,Thief,Dark,40.0,1.0,False,16.0
Scizor,,Steel Wing,Steel,70.0,0.9,False,13.0
Smoochum,1.0,Lick,Ghost,20.0,1.0,False,
Smoochum,1.0,Pound,Normal,40.0,1.0,False,
Smoochum,13.0,Powder Snow,Ice,40.0,1.0,False,
Smoochum,21.0,Confusion,Psychic,50.0,1.0,False,
Smoochum,45.0,Psychic,Psychic,90.0,1.0,False,22.0
Smoochum,57.0,Blizzard,Ice,120.0,0.7,False,66.0
Smoochum,,Water Pulse,Water,60.0,1.0,False,86.0
Smoochum,,Hidden Power,Normal,60.0,1.0,False,16.0
Smoochum,,Ice Beam,Ice,95.0,1.0,False,18.0
Smoochum,,Return,Normal,102.0,1.0,False,31.0
Smoochum,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Smoochum,,Facade,Normal,70.0,1.0,False,45.0
Smoochum,,Secret Power,Normal,70.0,1.0,False,16.0
Smoochum,,Thief,Dark,40.0,1.0,False,16.0
Jynx,1.0,Lick,Ghost,20.0,1.0,False,
Jynx,1.0,Pound,Normal,40.0,1.0,False,
Jynx,1.0,Powder Snow,Ice,40.0,1.0,False,
Jynx,21.0,DoubleSlap,Normal,15.0,0.85,False,
Jynx,25.0,Ice Punch,Ice,75.0,1.0,False,
Jynx,51.0,Body Slam,Normal,85.0,1.0,False,
Jynx,67.0,Blizzard,Ice,120.0,0.7,False,66.0
Jynx,,Water Pulse,Water,60.0,1.0,False,86.0
Jynx,,Hidden Power,Normal,60.0,1.0,False,16.0
Jynx,,Ice Beam,Ice,95.0,1.0,False,18.0
Jynx,,Hyper Beam,Normal,75.0,0.9,False,66.0
Jynx,,Return,Normal,102.0,1.0,False,31.0
Jynx,,Psychic,Psychic,90.0,1.0,False,22.0
Jynx,,Shadow Ball,Ghost,80.0,1.0,False,63.0
Jynx,,Brick Break,Fighting,75.0,1.0,False,84.0
Jynx,,Facade,Normal,70.0,1.0,False,45.0
Jynx,,Secret Power,Normal,70.0,1.0,False,16.0
Jynx,,Thief,Dark,40.0,1.0,False,16.0
Elekid,1.0,Quick Attack,Normal,40.0,1.0,False,
Elekid,9.0,ThunderPunch,Electric,75.0,1.0,False,
Elekid,25.0,Swift,Normal,60.0,1.0,False,
Elekid,41.0,Thunderbolt,Electric,95.0,1.0,False,22.0
Elekid,49.0,Thunder,Electric,120.0,0.7,False,22.0
Elekid,,Rock Smash,Fighting,20.0,1.0,False,21.0
