pokemon,lvl,move,type,power,accuracy,crit
Kingler,,Water Pulse,Water,60.0,1.0,False
Kingler,,Hidden Power,Normal,60.0,1.0,False
Kingler,,Ice Beam,Ice,95.0,1.0,False
Kingler,,Blizzard,Ice,120.0,0.7,False
Kingler,,Hyper Beam,Normal,75.0,0.9,False
Kingler,,Return,Normal,102.0,1.0,False
Kingler,,Dig,Ground,60.0,1.0,False
Kingler,,Rock Tomb,Rock,50.0,0.8,False
Kingler,,Facade,Normal,70.0,1.0,False
Kingler,,Secret Power,Normal,70.0,1.0,False
Kingler,,Thief,Dark,40.0,1.0,False
Kingler,1.0,Metal Claw,Steel,50.0,0.95,False
Voltorb,1.0,Tackle,Normal,35.0,0.95,False
Voltorb,21.0,Spark,Electric,65.0,1.0,False
Voltorb,32.0,Rollout,Rock,30.0,0.9,False
Voltorb,42.0,Swift,Normal,60.0,1.0,False
Voltorb,,Hidden Power,Normal,60.0,1.0,False
Voltorb,,Thunderbolt,Electric,95.0,1.0,False
Voltorb,,Thunder,Electric,120.0,0.7,False
Voltorb,,Return,Normal,102.0,1.0,False
Voltorb,,Shock Wave,Electric,60.0,1.0,False
Voltorb,,Facade,Normal,70.0,1.0,False
Voltorb,,Secret Power,Normal,70.0,1.0,False
Voltorb,,Thief,Dark,40.0,1.0,False
Electrode,1.0,Tackle,Normal,35.0,0.95,False
Electrode,21.0,Spark,Electric,65.0,1.0,False
Electrode,34.0,Rollout,Rock,30.0,0.9,False
Electrode,48.0,Swift,Normal,60.0,1.0,False
Electrode,,Hidden Power,Normal,60.0,1.0,False
Electrode,,Hyper Beam,Normal,75.0,0.9,False
Electrode,,Thunderbolt,Electric,95.0,1.0,False
Electrode,,Thunder,Electric,120.0,0.7,False
Electrode,,Return,Normal,102.0,1.0,False
Electrode,,Shock Wave,Electric,60.0,1.0,False
Electrode,,Facade,Normal,70.0,1.0,False
Electrode,,Secret Power,Normal,70.0,1.0,False
Electrode,,Thief,Dark,40.0,1.0,False
Exeggcute,1.0,Barrage,Normal,45.0,0.85,False
Exeggcute,1.0,Uproar,Normal,50.0,1.0,False
Exeggcute,19.0,Confusion,Psychic,50.0,1.0,False
Exeggcute,,Strength,Normal,80.0,1.0,False
Exeggcute,,Bullet Seed,Grass,30.0,1.0,False
Exeggcute,,Hidden Power,Normal,60.0,1.0,False
Exeggcute,,Giga Drain,Grass,60.0,1.0,False
Exeggcute,,Return,Normal,102.0,1.0,False
Exeggcute,,Psychic,Psychic,90.0,1.0,False
Exeggcute,,Sludge Bomb,Poison,90.0,1.0,False
Exeggcute,,Facade,Normal,70.0,1.0,False
Exeggcute,,Secret Power,Normal,70.0,1.0,False
Exeggcute,,Thief,Dark,40.0,1.0,False
Exeggutor,1.0,Barrage,Normal,45.0,0.85,False
Exeggutor,1.0,Confusion,Psychic,50.0,1.0,False
Exeggutor,19.0,Stomp,Normal,65.0,1.0,False
Exeggutor,31.0,Egg Bomb,Normal,100.0,0.75,False
Exeggutor,,Strength,Normal,80.0,1.0,False
Exeggutor,,Bullet Seed,Grass,30.0,1.0,False
Exeggutor,,Hidden Power,Normal,60.0,1.0,False
Exeggutor,,Hyper Beam,Normal,75.0,0.9,False
Exeggutor,,Giga Drain,Grass,60.0,1.0,False
Exeggutor,,Return,Normal,102.0,1.0,False
Exeggutor,,Psychic,Psychic,90.0,1.0,False
Exeggutor,,Sludge Bomb,Poison,90.0,1.0,False
Exeggutor,,Facade,Normal,70.0,1.0,False
Exeggutor,,Secret Power,Normal,70.0,1.0,False
Exeggutor,,Thief,Dark,40.0,1.0,False
Cubone,9.0,Bone Club,Ground,65.0,0.85,False
Cubone,13.0,Headbutt,Normal,70.0,1.0,False
Cubone,25.0,Bonemerang,Ground,100.0,0.9,False
Cubone,29.0,Rage,Normal,20.0,1.0,False
Cubone,33.0,False Swipe,Normal,40.0,1.0,False
Cubone,37.0,Thrash,Normal,90.0,1.0,False
Cubone,41.0,Bone Rush,Ground,75.0,0.8,False
Cubone,,Strength,Normal,80.0,1.0,False
Cubone,,Rock Smash,Fighting,20.0,1.0,False
Cubone,,Hidden Power,Normal,60.0,1.0,False
Cubone,,Ice Beam,Ice,95.0,1.0,False
Cubone,,Blizzard,Ice,120.0,0.7,False
Cubone,,Iron Tail,Steel,100.0,0.75,False
Cubone,,Earthquake,Ground,100.0,1.0,False
Cubone,,Return,Normal,102.0,1.0,False
Cubone,,Dig,Ground,60.0,1.0,False
Cubone,,Brick Break,Fighting,75.0,1.0,False
Cubone,,Flamethrower,Fire,95.0,1.0,False
Cubone,,Fire Blast,Fire,120.0,0.85,False
Cubone,,Rock Tomb,Rock,50.0,0.8,False
Cubone,,Aerial Ace,Flying,60.0,1.0,False
Cubone,,Facade,Normal,70.0,1.0,False
Cubone,,Secret Power,Normal,70.0,1.0,False
Cubone,,Thief,Dark,40.0,1.0,False
Marowak,1.0,Bone Club,Ground,65.0,0.85,False
Marowak,1.0,Headbutt,Normal,70.0,1.0,False
Marowak,25.0,Bonemerang,Ground,100.0,0.9,False
Marowak,32.0,Rage,Normal,20.0,1.0,False
Marowak,39.0,False Swipe,Normal,40.0,1.0,False
Marowak,46.0,Thrash,Normal,90.0,1.0,False
Marowak,53.0,Bone Rush,Ground,75.0,0.8,False
Marowak,,Strength,Normal,80.0,1.0,False
Marowak,,Rock Smash,Fighting,20.0,1.0,False
Marowak,,Hidden Power,Normal,60.0,1.0,False
Marowak,,Ice Beam,Ice,95.0,1.0,False
Marowak,,Blizzard,Ice,120.0,0.7,False
Marowak,,Hyper Beam,Normal,75.0,0.9,False
Marowak,,Iron Tail,Steel,100.0,0.75,False
Marowak,,Earthquake,Ground,100.0,1.0,False
Marowak,,Return,Normal,102.0,1.0,False
Marowak,,Dig,Ground,60.0,1.0,False
Marowak,,Brick Break,Fighting,75.0,1.0,False
Marowak,,Flamethrower,Fire,95.0,1.0,False
Marowak,,Fire Blast,Fire,120.0,0.85,False
Marowak,,Rock Tomb,Rock,50.0,0.8,False
Marowak,,Aerial Ace,Flying,60.0,1.0,False
Marowak,,Facade,Normal,70.0,1.0,False
Marowak,,Secret Power,Normal,70.0,1.0,False
Marowak,,Thief,Dark,40.0,1.0,False
Hitmonlee,1.0,Double Kick,Fighting,60.0,1.0,False
Hitmonlee,1.0,Revenge,Fighting,60.0,1.0,False
Hitmonlee,11.0,Rolling Kick,Fighting,60.0,0.85,False
Hitmonlee,16.0,Jump Kick,Fighting,70.0,0.95,False
Hitmonlee,20.0,Brick Break,Fighting,75.0,1.0,False
Hitmonlee,26.0,Hi Jump Kick,Fighting,85.0,0.9,False
Hitmonlee,46.0,Mega Kick,Normal,120.0,0.75,False
Hitmonlee,,Strength,Normal,80.0,1.0,False
Hitmonlee,,Rock Smash,Fighting,20.0,1.0,False
Hitmonlee,,Hidden Power,Normal,60.0,1.0,False
Hitmonlee,,Earthquake,Ground,100.0,1.0,False
Hitmonlee,,Return,Normal,102.0,1.0,False
Hitmonlee,,Rock Tomb,Rock,50.0,0.8,False
Hitmonlee,,Facade,Normal,70.0,1.0,False
Hitmonlee,,Secret Power,Normal,70.0,1.0,False
Hitmonlee,,Thief,Dark,40.0,1.0,False
Tyrogue,1.0,Tackle,Normal,35.0,0.95,False
Tyrogue,,Strength,Normal,80.0,1.0,False
Tyrogue,,Rock Smash,Fighting,20.0,1.0,False
Tyrogue,,Hidden Power,Normal,60.0,1.0,False
Tyrogue,,Earthquake,Ground,100.0,1.0,False
Tyrogue,,Return,Normal,102.0,1.0,False
Tyrogue,,Brick Break,Fighting,75.0,1.0,False
Tyrogue,,Facade,Normal,70.0,1.0,False
Tyrogue,,Secret Power,Normal,70.0,1.0,False
Tyrogue,,Thief,Dark,40.0,1.0,False
Hitmonchan,1.0,Comet Punch,Normal,54.0,0.85,False
Hitmonchan,1.0,Revenge,Fighting,60.0,1.0,False
Hitmonchan,13.0,Pursuit,Dark,40.0,1.0,False
Hitmonchan,20.0,Mach Punch,Fighting,40.0,1.0,False
Hitmonchan,26.0,Fire Punch,Fire,75.0,1.0,False
Hitmonchan,26.0,Ice Punch,Ice,75.0,1.0,False
Hitmonchan,26.0,ThunderPunch,Electric,75.0,1.0,False
Hitmonchan,32.0,Sky Uppercut,Fighting,85.0,0.9,False
Hitmonchan,38.0,Mega Punch,Normal,80.0,0.85,False
Hitmonchan,,Strength,Normal,80.0,1.0,False
Hitmonchan,,Rock Smash,Fighting,20.0,1.0,False
Hitmonchan,,Hidden Power,Normal,60.0,1.0,False
Hitmonchan,,Earthquake,Ground,100.0,1.0,False
Hitmonchan,,Return,Normal,102.0,1.0,False
Hitmonchan,,Brick Break,Fighting,75.0,1.0,False
Hitmonchan,,Rock Tomb,Rock,50.0,0.8,False
Hitmonchan,,Facade,Normal,70.0,1.0,False
Hitmonchan,,Secret Power,Normal,70.0,1.0,False
Hitmonchan,,Thief,Dark,40.0,1.0,False
Tyrogue,1.0,Tackle,Normal,35.0,0.95,False
Tyrogue,,Strength,Normal,80.0,1.0,False
Tyrogue,,Rock Smash,Fighting,20.0,1.0,False
Tyrogue,,Hidden Power,Normal,60.0,1.0,False
Tyrogue,,Earthquake,Ground,100.0,1.0,False
Tyrogue,,Return,Normal,102.0,1.0,False
Tyrogue,,Brick Break,Fighting,75.0,1.0,False
Tyrogue,,Facade,Normal,70.0,1.0,False
Tyrogue,,Secret Power,Normal,70.0,1.0,False
Tyrogue,,Thief,Dark,40.0,1.0,False
Lickitung,1.0,Lick,Ghost,20.0,1.0,False
Lickitung,18.0,Knock Off,Dark,20.0,1.0,False
Lickitung,23.0,Stomp,Normal,65.0,1.0,False
Lickitung,29.0,Wrap,Normal,15.0,0.85,False
Lickitung,40.0,Slam,Normal,80.0,0.75,False
Lickitung,,Cut,Normal,50.0,0.95,False
Lickitung,,Surf,Water,95.0,1.0,False
Lickitung,,Strength,Normal,80.0,1.0,False
Lickitung,,Rock Smash,Fighting,20.0,1.0,False
Lickitung,,Water Pulse,Water,60.0,1.0,False
Lickitung,,Hidden Power,Normal,60.0,1.0,False
Lickitung,,Ice Beam,Ice,95.0,1.0,False
Lickitung,,Blizzard,Ice,120.0,0.7,False
Lickitung,,Hyper Beam,Normal,75.0,0.9,False
Lickitung,,Iron Tail,Steel,100.0,0.75,False
Lickitung,,Thunderbolt,Electric,95.0,1.0,False
Lickitung,,Thunder,Electric,120.0,0.7,False
Lickitung,,Earthquake,Ground,100.0,1.0,False
Lickitung,,Return,Normal,102.0,1.0,False
Lickitung,,Dig,Ground,60.0,1.0,False
Lickitung,,Shadow Ball,Ghost,80.0,1.0,False
Lickitung,,Brick Break,Fighting,75.0,1.0,False
Lickitung,,Shock Wave,Electric,60.0,1.0,False
Lickitung,,Flamethrower,Fire,95.0,1.0,False
Lickitung,,Fire Blast,Fire,120.0,0.85,False
Lickitung,,Rock Tomb,Rock,50.0,0.8,False
Lickitung,,Facade,Normal,70.0,1.0,False
Lickitung,,Secret Power,Normal,70.0,1.0,False
Lickitung,,Thief,Dark,40.0,1.0,False
Koffing,1.0,Tackle,Normal,35.0,0.95,False
Koffing,9.0,Smog,Poison,20.0,0.7,False
Koffing,21.0,Sludge,Poison,65.0,1.0,False
Koffing,,Hidden Power,Normal,60.0,1.0,False
Koffing,,Thunderbolt,Electric,95.0,1.0,False
Koffing,,Thunder,Electric,120.0,0.7,False
Koffing,,Return,Normal,102.0,1.0,False
Koffing,,Shadow Ball,Ghost,80.0,1.0,False
Koffing,,Shock Wave,Electric,60.0,1.0,False
Koffing,,Flamethrower,Fire,95.0,1.0,False
Koffing,,Sludge Bomb,Poison,90.0,1.0,False
Koffing,,Fire Blast,Fire,120.0,0.85,False
Koffing,,Facade,Normal,70.0,1.0,False
Koffing,,Secret Power,Normal,70.0,1.0,False
Koffing,,Thief,Dark,40.0,1.0,False
Weezing,1.0,Smog,Poison,20.0,0.7,False
Weezing,1.0,Tackle,Normal,35.0,0.95,False
Weezing,21.0,Sludge,Poison,65.0,1.0,False
Weezing,,Hidden Power,Normal,60.0,1.0,False
Weezing,,Hyper Beam,Normal,75.0,0.9,False
Weezing,,Thunderbolt,Electric,95.0,1.0,False
Weezing,,Thunder,Electric,120.0,0.7,False
Weezing,,Return,Normal,102.0,1.0,False
Weezing,,Shadow Ball,Ghost,80.0,1.0,False
Weezing,,Shock Wave,Electric,60.0,1.0,False
Weezing,,Flamethrower,Fire,95.0,1.0,False
Weezing,,Sludge Bomb,Poison,90.0,1.0,False
Weezing,,Fire Blast,Fire,120.0,0.85,False
Weezing,,Facade,Normal,70.0,1.0,False
Weezing,,Secret Power,Normal,70.0,1.0,False
Weezing,,Thief,Dark,40.0,1.0,False
Rhyhorn,1.0,Horn Attack,Normal,65.0,1.0,False
Rhyhorn,10.0,Stomp,Normal,65.0,1.0,False
Rhyhorn,15.0,Fury Attack,Normal,45.0,0.85,False
Rhyhorn,29.0,Rock Blast,Rock,75.0,0.8,False
Rhyhorn,52.0,Earthquake,Ground,100.0,1.0,False
Rhyhorn,57.0,Megahorn,Bug,120.0,0.85,False
Rhyhorn,,Strength,Normal,80.0,1.0,False
Rhyhorn,,Rock Smash,Fighting,20.0,1.0,False
Rhyhorn,,Hidden Power,Normal,60.0,1.0,False
Rhyhorn,,Ice Beam,Ice,95.0,1.0,False
Rhyhorn,,Blizzard,Ice,120.0,0.7,False
Rhyhorn,,Iron Tail,Steel,100.0,0.75,False
Rhyhorn,,Thunderbolt,Electric,95.0,1.0,False
Rhyhorn,,Thunder,Electric,120.0,0.7,False
Rhyhorn,,Return,Normal,102.0,1.0,False
Rhyhorn,,Dig,Ground,60.0,1.0,False
Rhyhorn,,Shock Wave,Electric,60.0,1.0,False
Rhyhorn,,Flamethrower,Fire,95.0,1.0,False
Rhyhorn,,Fire Blast,Fire,120.0,0.85,False
Rhyhorn,,Rock Tomb,Rock,50.0,0.8,False
Rhyhorn,,Facade,Normal,70.0,1.0,False
Rhyhorn,,Secret Power,Normal,70.0,1.0,False
Rhyhorn,,Thief,Dark,40.0,1.0,False
Rhydon,1.0,Fury Attack,Normal,45.0,0.85,False
Rhydon,1.0,Horn Attack,Normal,65.0,1.0,False
Rhydon,1.0,Stomp,Normal,65.0,1.0,False
Rhydon,29.0,Rock Blast,Rock,75.0,0.8,False
Rhydon,58.0,Earthquake,Ground,100.0,1.0,False
Rhydon,66.0,Megahorn,Bug,120.0,0.85,False
Rhydon,,Cut,Normal,50.0,0.95,False
Rhydon,,Surf,Water,95.0,1.0,False
Rhydon,,Strength,Normal,80.0,1.0,False
Rhydon,,Rock Smash,Fighting,20.0,1.0,False
Rhydon,,Hidden Power,Normal,60.0,1.0,False
Rhydon,,Ice Beam,Ice,95.0,1.0,False
Rhydon,,Blizzard,Ice,120.0,0.7,False
Rhydon,,Hyper Beam,Normal,75.0,0.9,False
Rhydon,,Iron Tail,Steel,100.0,0.75,False
Rhydon,,Thunderbolt,Electric,95.0,1.0,False
Rhydon,,Thunder,Electric,120.0,0.7,False
Rhydon,,Return,Normal,102.0,1.0,False
Rhydon,,Dig,Ground,60.0,1.0,False
Rhydon,,Brick Break,Fighting,75.0,1.0,False
Rhydon,,Shock Wave,Electric,60.0,1.0,False
Rhydon,,Flamethrower,Fire,95.0,1.0,False
Rhydon,,Fire Blast,Fire,120.0,0.85,False
Rhydon,,Rock Tomb,Rock,50.0,0.8,False
Rhydon,,Facade,Normal,70.0,1.0,False
Rhydon,,Secret Power,Normal,70.0,1.0,False
Rhydon,,Thief,Dark,40.0,1.0,False
Chansey,1.0,Pound,Normal,40.0,1.0,False
Chansey,17.0,DoubleSlap,Normal,15.0,0.85,False
Chansey,35.0,Egg Bomb,Normal,100.0,0.75,False
Chansey,,Strength,Normal,80.0,1.0,False
Chansey,,Rock Smash,Fighting,20.0,1.0,False
Chansey,,Water Pulse,Water,60.0,1.0,False
Chansey,,Hidden Power,Normal,60.0,1.0,False
Chansey,,Ice Beam,Ice,95.0,1.0,False
Chansey,,Blizzard,Ice,120.0,0.7,False
Chansey,,Hyper Beam,Normal,75.0,0.9,False
Chansey,,Iron Tail,Steel,100.0,0.75,False
Chansey,,Thunderbolt,Electric,95.0,1.0,False
Chansey,,Thunder,Electric,120.0,0.7,False
Chansey,,Earthquake,Ground,100.0,1.0,False
Chansey,,Return,Normal,102.0,1.0,False
Chansey,,Psychic,Psychic,90.0,1.0,False
Chansey,,Shadow Ball,Ghost,80.0,1.0,False
Chansey,,Brick Break,Fighting,75.0,1.0,False
Chansey,,Shock Wave,Electric,60.0,1.0,False
Chansey,,Flamethrower,Fire,95.0,1.0,False
Chansey,,Fire Blast,Fire,120.0,0.85,False
Chansey,,Rock Tomb,Rock,50.0,0.8,False
Chansey,,Facade,Normal,70.0,1.0,False
Chansey,,Secret Power,Normal,70.0,1.0,False
Blissey,1.0,Pound,Normal,40.0,1.0,False
Blissey,13.0,DoubleSlap,Normal,15.0,0.85,False
Blissey,28.0,Egg Bomb,Normal,100.0,0.75,False
Blissey,,Strength,Normal,80.0,1.0,False
Blissey,,Rock Smash,Fighting,20.0,1.0,False
Blissey,,Water Pulse,Water,60.0,1.0,False
Blissey,,Hidden Power,Normal,60.0,1.0,False
Blissey,,Ice Beam,Ice,95.0,1.0,False
Blissey,,Blizzard,Ice,120.0,0.7,False
Blissey,,Hyper Beam,Normal,75.0,0.9,False
Blissey,,Iron Tail,Steel,100.0,0.75,False
Blissey,,Thunderbolt,Electric,95.0,1.0,False
Blissey,,Thunder,Electric,120.0,0.7,False
Blissey,,Earthquake,Ground,100.0,1.0,False
Blissey,,Return,Normal,102.0,1.0,False
Blissey,,Psychic,Psychic,90.0,1.0,False
Blissey,,Shadow Ball,Ghost,80.0,1.0,False
Blissey,,Brick Break,Fighting,75.0,1.0,False
Blissey,,Shock Wave,Electric,60.0,1.0,False
Blissey,,Flamethrower,Fire,95.0,1.0,False
Blissey,,Fire Blast,Fire,120.0,0.85,False
Blissey,,Rock Tomb,Rock,50.0,0.8,False
Blissey,,Facade,Normal,70.0,1.0,False
Blissey,,Secret Power,Normal,70.0,1.0,False
Tangela,1.0,Constrict,Normal,10.0,1.0,False
Tangela,10.0,Absorb,Grass,20.0,1.0,False
Tangela,22.0,Vine Whip,Grass,35.0,1.0,False
Tangela,28.0,Bind,Normal,15.0,0.75,False
Tangela,31.0,Mega Drain,Grass,40.0,1.0,False
Tangela,40.0,Slam,Normal,80.0,0.75,False
Tangela,,Cut,Normal,50.0,0.95,False
Tangela,,Rock Smash,Fighting,20.0,1.0,False
Tangela,,Bullet Seed,Grass,30.0,1.0,False
Tangela,,Hidden Power,Normal,60.0,1.0,False
Tangela,,Hyper Beam,Normal,75.0,0.9,False
Tangela,,Giga Drain,Grass,60.0,1.0,False
Tangela,,Return,Normal,102.0,1.0,False
Tangela,,Sludge Bomb,Poison,90.0,1.0,False
Tangela,,Facade,Normal,70.0,1.0,False
Tangela,,Secret Power,Normal,70.0,1.0,False
Tangela,,Thief,Dark,40.0,1.0,False
Kangaskhan,1.0,Comet Punch,Normal,54.0,0.85,False
Kangaskhan,7.0,Bite,Dark,60.0,1.0,False
Kangaskhan,19.0,Fake Out,Normal,40.0,1.0,False
Kangaskhan,25.0,Mega Punch,Normal,80.0,0.85,False
Kangaskhan,31.0,Rage,Normal,20.0,1.0,False
Kangaskhan,43.0,Dizzy Punch,Normal,70.0,1.0,False
Kangaskhan,,Cut,Normal,50.0,0.95,False
Kangaskhan,,Surf,Water,95.0,1.0,False
Kangaskhan,,Strength,Normal,80.0,1.0,False
Kangaskhan,,Rock Smash,Fighting,20.0,1.0,False
Kangaskhan,,Water Pulse,Water,60.0,1.0,False
Kangaskhan,,Hidden Power,Normal,60.0,1.0,False
Kangaskhan,,Ice Beam,Ice,95.0,1.0,False
Kangaskhan,,Blizzard,Ice,120.0,0.7,False
Kangaskhan,,Hyper Beam,Normal,75.0,0.9,False
Kangaskhan,,Iron Tail,Steel,100.0,0.75,False
Kangaskhan,,Thunderbolt,Electric,95.0,1.0,False
Kangaskhan,,Thunder,Electric,120.0,0.7,False
Kangaskhan,,Earthquake,Ground,100.0,1.0,False
Kangaskhan,,Return,Normal,102.0,1.0,False
Kangaskhan,,Dig,Ground,60.0,1.0,False
Kangaskhan,,Shadow Ball,Ghost,80.0,1.0,False
Kangaskhan,,Brick Break,Fighting,75.0,1.0,False
Kangaskhan,,Shock Wave,Electric,60.0,1.0,False
Kangaskhan,,Flamethrower,Fire,95.0,1.0,False
Kangaskhan,,Fire Blast,Fire,120.0,0.85,False
Kangaskhan,,Rock Tomb,Rock,50.0,0.8,False
Kangaskhan,,Aerial Ace,Flying,60.0,1.0,False
Kangaskhan,,Facade,Normal,70.0,1.0,False
Kangaskhan,,Secret Power,Normal,70.0,1.0,False
Kangaskhan,,Thief,Dark,40.0,1.0,False
Horsea,1.0,Bubble,Water,20.0,1.0,False
Horsea,22.0,Water Gun,Water,40.0,1.0,False
Horsea,29.0,Twister,Dragon,40.0,1.0,False
Horsea,43.0,Hydro Pump,Water,120.0,0.8,False
Horsea,,Surf,Water,95.0,1.0,False
Horsea,,Waterfall,Water,80.0,1.0,False
Horsea,,Dive,Water,60.0,1.0,False
Horsea,,Water Pulse,Water,60.0,1.0,False
Horsea,,Hidden Power,Normal,60.0,1.0,False
Horsea,,Ice Beam,Ice,95.0,1.0,False
Horsea,,Blizzard,Ice,120.0,0.7,False
Horsea,,Return,Normal,102.0,1.0,False
Horsea,,Facade,Normal,70.0,1.0,False
Horsea,,Secret Power,Normal,70.0,1.0,False
Seadra,1.0,Bubble,Water,20.0,1.0,False
Seadra,1.0,Water Gun,Water,40.0,1.0,False
Seadra,29.0,Twister,Dragon,40.0,1.0,False
Seadra,51.0,Hydro Pump,Water,120.0,0.8,False
Seadra,,Surf,Water,95.0,1.0,False
Seadra,,Waterfall,Water,80.0,1.0,False
Seadra,,Dive,Water,60.0,1.0,False
Seadra,,Water Pulse,Water,60.0,1.0,False
Seadra,,Hidden Power,Normal,60.0,1.0,False
Seadra,,Ice Beam,Ice,95.0,1.0,False
Seadra,,Blizzard,Ice,120.0,0.7,False
Seadra,,Hyper Beam,Normal,75.0,0.9,False
Seadra,,Return,Normal,102.0,1.0,False
Seadra,,Facade,Normal,70.0,1.0,False
Seadra,,Secret Power,Normal,70.0,1.0,False
Kingdra,1.0,Bubble,Water,20.0,1.0,False
Kingdra,1.0,Water Gun,Water,40.0,1.0,False
Kingdra,29.0,Twister,Dragon,40.0,1.0,False
Kingdra,51.0,Hydro Pump,Water,120.0,0.8,False
Kingdra,,Surf,Water,95.0,1.0,False
Kingdra,,Waterfall,Water,80.0,1.0,False
Kingdra,,Dive,Water,60.0,1.0,False
Kingdra,,Water Pulse,Water,60.0,1.0,False
Kingdra,,Hidden Power,Normal,60.0,1.0,False
Kingdra,,Ice Beam,Ice,95.0,1.0,False
Kingdra,,Blizzard,Ice,120.0,0.7,False
Kingdra,,Hyper Beam,Normal,75.0,0.9,False
Kingdra,,Return,Normal,102.0,1.0,False
Kingdra,,Facade,Normal,70.0,1.0,False
Kingdra,,Secret Power,Normal,70.0,1.0,False
Goldeen,1.0,Peck,Flying,35.0,1.0,False
Goldeen,15.0,Horn Attack,Normal,65.0,1.0,False
Goldeen,29.0,Fury Attack,Normal,45.0,0.85,False
Goldeen,38.0,Waterfall,Water,80.0,1.0,False
Goldeen,,Surf,Water,95.0,1.0,False
Goldeen,,Dive,Water,60.0,1.0,False
Goldeen,,Water Pulse,Water,60.0,1.0,False
Goldeen,,Hidden Power,Normal,60.0,1.0,False
Goldeen,,Ice Beam,Ice,95.0,1.0,False
Goldeen,,Blizzard,Ice,120.0,0.7,False
Goldeen,,Return,Normal,102.0,1.0,False
Goldeen,,Facade,Normal,70.0,1.0,False
Goldeen,,Secret Power,Normal,70.0,1.0,False
Goldeen,57.0,Megahorn,Bug,120.0,0.85,False
Seaking,1.0,Peck,Flying,35.0,1.0,False
Seaking,15.0,Horn Attack,Normal,65.0,1.0,False
Seaking,29.0,Fury Attack,Normal,45.0,0.85,False
Seaking,41.0,Waterfall,Water,80.0,1.0,False
Seaking,,Surf,Water,95.0,1.0,False
Seaking,,Dive,Water,60.0,1.0,False
Seaking,,Water Pulse,Water,60.0,1.0,False
Seaking,,Hidden Power,Normal,60.0,1.0,False
Seaking,,Ice Beam,Ice,95.0,1.0,False
Seaking,,Blizzard,Ice,120.0,0.7,False
Seaking,,Hyper Beam,Normal,75.0,0.9,False
Seaking,,Return,Normal,102.0,1.0,False
Seaking,,Facade,Normal,70.0,1.0,False
Seaking,,Secret Power,Normal,70.0,1.0,False
Seaking,69.0,Megahorn,Bug,120.0,0.85,False
Staryu,1.0,Tackle,Normal,35.0,0.95,False
Staryu,6.0,Water Gun,Water,40.0,1.0,False
Staryu,10.0,Rapid Spin,Normal,20.0,1.0,False
Staryu,24.0,Swift,Normal,60.0,1.0,False
Staryu,28.0,BubbleBeam,Water,65.0,1.0,False
Staryu,46.0,Hydro Pump,Water,120.0,0.8,False
Staryu,,Surf,Water,95.0,1.0,False
Staryu,,Waterfall,Water,80.0,1.0,False
Staryu,,Dive,Water,60.0,1.0,False
Staryu,,Water Pulse,Water,60.0,1.0,False
Staryu,,Hidden Power,Normal,60.0,1.0,False
Staryu,,Ice Beam,Ice,95.0,1.0,False
Staryu,,Blizzard,Ice,120.0,0.7,False
Staryu,,Thunderbolt,Electric,95.0,1.0,False
Staryu,,Thunder,Electric,120.0,0.7,False
Staryu,,Return,Normal,102.0,1.0,False
Staryu,,Psychic,Psychic,90.0,1.0,False
Staryu,,Facade,Normal,70.0,1.0,False
Staryu,,Secret Power,Normal,70.0,1.0,False
Starmie,1.0,Rapid Spin,Normal,20.0,1.0,False
Starmie,1.0,Swift,Normal,60.0,1.0,False
Starmie,1.0,Water Gun,Water,40.0,1.0,False
Starmie,,Surf,Water,95.0,1.0,False
Starmie,,Waterfall,Water,80.0,1.0,False
Starmie,,Dive,Water,60.0,1.0,False
Starmie,,Water Pulse,Water,60.0,1.0,False
Starmie,,Hidden Power,Normal,60.0,1.0,False
Starmie,,Ice Beam,Ice,95.0,1.0,False
Starmie,,Blizzard,Ice,120.0,0.7,False
Starmie,,Hyper Beam,Normal,75.0,0.9,False
Starmie,,Thunderbolt,Electric,95.0,1.0,False
Starmie,,Thunder,Electric,120.0,0.7,False
Starmie,,Return,Normal,102.0,1.0,False
Starmie,,Psychic,Psychic,90.0,1.0,False
Starmie,,Facade,Normal,70.0,1.0,False
Starmie,,Secret Power,Normal,70.0,1.0,False
Mr_Mime,5.0,Confusion,Psychic,50.0,1.0,False
Mr_Mime,17.0,DoubleSlap,Normal,15.0,0.85,False
Mr_Mime,29.0,Psybeam,Psychic,65.0,1.0,False
Mr_Mime,45.0,Psychic,Psychic,90.0,1.0,False
Mr_Mime,,Hidden Power,Normal,60.0,1.0,False
Mr_Mime,,Hyper Beam,Normal,75.0,0.9,False
Mr_Mime,,Thunderbolt,Electric,95.0,1.0,False
Mr_Mime,,Thunder,Electric,120.0,0.7,False
Mr_Mime,,Return,Normal,102.0,1.0,False
Mr_Mime,,Shadow Ball,Ghost,80.0,1.0,False
Mr_Mime,,Brick Break,Fighting,75.0,1.0,False
Mr_Mime,,Shock Wave,Electric,60.0,1.0,False
Mr_Mime,,Facade,Normal,70.0,1.0,False
Mr_Mime,,Secret Power,Normal,70.0,1.0,False
Mr_Mime,,Thief,Dark,40.0,1.0,False
Mr_Mime,22.0,Magical Leaf,Grass,60.0,1.0,False
Scyther,1.0,Quick Attack,Normal,40.0,1.0,False
Scyther,11.0,Pursuit,Dark,40.0,1.0,False
Scyther,16.0,False Swipe,Normal,40.0,1.0,False
Scyther,26.0,Wing Attack,Flying,60.0,1.0,False
Scyther,31.0,Slash,Normal,70.0,1.0,True
