pokemon,move_name,move_level,tm
Machop,ThunderPunch,0,machine
Machop,Headbutt,0,machine
Machop,Leer,1,
Machop,Flamethrower,0,tutor
Machop,Submission,49,
Machop,Low Kick,1,
Machop,Seismic Toss,19,
Machop,Strength,0,machine
Machop,Earthquake,0,machine
Machop,Dig,0,machine
Machop,Toxic,0,machine
Machop,Double Team,0,machine
Machop,Focus Energy,7,
Machop,Fire Blast,0,machine
Machop,Rest,0,machine
Machop,Thief,0,machine
Machop,Snore,0,machine
Machop,Curse,0,machine
Machop,Protect,0,machine
Machop,Scary Face,43,
Machop,Mud Slap,0,machine
Machop,Foresight,25,
Machop,Detect,0,machine
Machop,Endure,0,machine
Machop,Swagger,0,machine
Machop,Attract,0,machine
Machop,Sleep Talk,0,machine
Machop,Return,0,machine
Machop,Frustration,0,machine
Machop,Dynamic Punch,0,machine
Machop,Vital Throw,31,
Machop,Hidden Power,0,machine
Machop,Cross Chop,37,
Machop,Sunny Day,0,machine
Machop,Rock Smash,0,machine
Machoke,Karate Chop,15,
Machoke,Fire Punch,0,machine
Machoke,Ice Punch,0,machine
Machoke,ThunderPunch,0,machine
Machoke,Headbutt,0,machine
Machoke,Leer,1,
Machoke,Flamethrower,0,tutor
Machoke,Submission,61,
Machoke,Low Kick,1,
Machoke,Seismic Toss,19,
Machoke,Strength,0,machine
Machoke,Earthquake,0,machine
Machoke,Dig,0,machine
Machoke,Toxic,0,machine
Machoke,Double Team,0,machine
Machoke,Focus Energy,1,
Machoke,Fire Blast,0,machine
Machoke,Rest,0,machine
Machoke,Thief,0,machine
Machoke,Snore,0,machine
Machoke,Curse,0,machine
Machoke,Protect,0,machine
Machoke,Scary Face,52,
Machoke,Mud Slap,0,machine
Machoke,Foresight,25,
Machoke,Detect,0,machine
Machoke,Endure,0,machine
Machoke,Swagger,0,machine
Machoke,Attract,0,machine
Machoke,Sleep Talk,0,machine
Machoke,Return,0,machine
Machoke,Frustration,0,machine
Machoke,Dynamic Punch,0,machine
Machoke,Vital Throw,34,
Machoke,Hidden Power,0,machine
Machoke,Cross Chop,43,
Machoke,Sunny Day,0,machine
Machoke,Rock Smash,0,machine
Machamp,Karate Chop,15,
Machamp,Fire Punch,0,machine
Machamp,Ice Punch,0,machine
Machamp,ThunderPunch,0,machine
Machamp,Headbutt,0,machine
Machamp,Leer,1,
Machamp,Flamethrower,0,tutor
Machamp,Hyper Beam,0,machine
Machamp,Submission,61,
Machamp,Low Kick,1,
Machamp,Seismic Toss,19,
Machamp,Strength,0,machine
Machamp,Earthquake,0,machine
Machamp,Dig,0,machine
Machamp,Toxic,0,machine
Machamp,Double Team,0,machine
Machamp,Focus Energy,1,
Machamp,Fire Blast,0,machine
Machamp,Rest,0,machine
Machamp,Thief,0,machine
Machamp,Snore,0,machine
Machamp,Curse,0,machine
Machamp,Protect,0,machine
Machamp,Scary Face,52,
Machamp,Mud Slap,0,machine
Machamp,Foresight,25,
Machamp,Detect,0,machine
Machamp,Endure,0,machine
Machamp,Swagger,0,machine
Machamp,Attract,0,machine
Machamp,Sleep Talk,0,machine
Machamp,Return,0,machine
Machamp,Frustration,0,machine
Machamp,Dynamic Punch,0,machine
Machamp,Vital Throw,34,
Machamp,Hidden Power,0,machine
Machamp,Cross Chop,43,
Machamp,Sunny Day,0,machine
Machamp,Rock Smash,0,machine
Bellsprout,Cut,0,machine
Bellsprout,Slam,45,
Bellsprout,Vine Whip,1,
Bellsprout,Wrap,11,
Bellsprout,Acid,23,
Bellsprout,Growth,6,
Bellsprout,Razor Leaf,37,
Bellsprout,SolarBeam,0,machine
Bellsprout,PoisonPowder,17,
Bellsprout,Stun Spore,19,
Bellsprout,Sleep Powder,15,
Bellsprout,Toxic,0,machine
Bellsprout,Double Team,0,machine
Bellsprout,Flash,0,machine
Bellsprout,Rest,0,machine
Bellsprout,Snore,0,machine
Bellsprout,Curse,0,machine
Bellsprout,Protect,0,machine
Bellsprout,Sludge Bomb,0,machine
Bellsprout,Giga Drain,0,machine
Bellsprout,Endure,0,machine
Bellsprout,Swagger,0,machine
Bellsprout,Attract,0,machine
Bellsprout,Sleep Talk,0,machine
Bellsprout,Return,0,machine
Bellsprout,Frustration,0,machine
Bellsprout,Sweet Scent,30,
Bellsprout,Hidden Power,0,machine
Bellsprout,Sunny Day,0,machine
Weepinbell,Cut,0,machine
Weepinbell,Slam,54,
Weepinbell,Vine Whip,1,
Weepinbell,Wrap,1,
Weepinbell,Acid,24,
Weepinbell,Growth,1,
Weepinbell,Razor Leaf,42,
Weepinbell,SolarBeam,0,machine
Weepinbell,PoisonPowder,17,
Weepinbell,Stun Spore,19,
Weepinbell,Sleep Powder,15,
Weepinbell,Toxic,0,machine
Weepinbell,Double Team,0,machine
Weepinbell,Flash,0,machine
Weepinbell,Rest,0,machine
Weepinbell,Snore,0,machine
Weepinbell,Curse,0,machine
Weepinbell,Protect,0,machine
Weepinbell,Sludge Bomb,0,machine
Weepinbell,Giga Drain,0,machine
Weepinbell,Endure,0,machine
Weepinbell,Swagger,0,machine
Weepinbell,Attract,0,machine
Weepinbell,Sleep Talk,0,machine
Weepinbell,Return,0,machine
Weepinbell,Frustration,0,machine
Weepinbell,Sweet Scent,33,
Weepinbell,Hidden Power,0,machine
Weepinbell,Sunny Day,0,machine
Victreebel,Cut,0,machine
Victreebel,Vine Whip,1,
Victreebel,Hyper Beam,0,machine
Victreebel,Razor Leaf,1,
Victreebel,SolarBeam,0,machine
Victreebel,Sleep Powder,1,
Victreebel,Toxic,0,machine
Victreebel,Double Team,0,machine
Victreebel,Flash,0,machine
Victreebel,Rest,0,machine
Victreebel,Snore,0,machine
Victreebel,Curse,0,machine
Victreebel,Protect,0,machine
Victreebel,Sludge Bomb,0,machine
Victreebel,Giga Drain,0,machine
Victreebel,Endure,0,machine
Victreebel,Swagger,0,machine
Victreebel,Attract,0,machine
Victreebel,Sleep Talk,0,machine
Victreebel,Return,0,machine
Victreebel,Frustration,0,machine
Victreebel,Sweet Scent,1,
Victreebel,Hidden Power,0,machine
Victreebel,Sunny Day,0,machine
Tentacool,Cut,0,machine
Tentacool,Wrap,30,
Tentacool,Poison Sting,1,
Tentacool,Supersonic,6,
Tentacool,Acid,19,
Tentacool,Hydro Pump,49,
Tentacool,Surf,0,machine
Tentacool,Ice Beam,0,tutor
Tentacool,Blizzard,0,machine
Tentacool,BubbleBeam,25,
Tentacool,Toxic,0,machine
Tentacool,Screech,43,
Tentacool,Double Team,0,machine
Tentacool,Barrier,36,
Tentacool,Constrict,12,
Tentacool,Rest,0,machine
Tentacool,Snore,0,machine
Tentacool,Curse,0,machine
Tentacool,Protect,0,machine
Tentacool,Sludge Bomb,0,machine
Tentacool,Icy Wind,0,machine
Tentacool,Giga Drain,0,machine
Tentacool,Endure,0,machine
Tentacool,Swagger,0,machine
Tentacool,Attract,0,machine
Tentacool,Sleep Talk,0,machine
Tentacool,Return,0,machine
Tentacool,Frustration,0,machine
Tentacool,Hidden Power,0,machine
Tentacool,Rain Dance,0,machine
Tentacool,Whirlpool,0,machine
Tentacruel,Cut,0,machine
Tentacruel,Wrap,30,
Tentacruel,Poison Sting,1,
Tentacruel,Supersonic,1,
Tentacruel,Acid,19,
Tentacruel,Hydro Pump,55,
Tentacruel,Surf,0,machine
Tentacruel,Ice Beam,0,tutor
Tentacruel,Blizzard,0,machine
Tentacruel,BubbleBeam,25,
Tentacruel,Hyper Beam,0,machine
Tentacruel,Toxic,0,machine
Tentacruel,Screech,47,
Tentacruel,Double Team,0,machine
Tentacruel,Barrier,38,
Tentacruel,Constrict,1,
Tentacruel,Rest,0,machine
Tentacruel,Snore,0,machine
Tentacruel,Curse,0,machine
Tentacruel,Protect,0,machine
Tentacruel,Sludge Bomb,0,machine
Tentacruel,Icy Wind,0,machine
Tentacruel,Giga Drain,0,machine
Tentacruel,Endure,0,machine
Tentacruel,Swagger,0,machine
Tentacruel,Attract,0,machine
Tentacruel,Sleep Talk,0,machine
Tentacruel,Return,0,machine
Tentacruel,Frustration,0,machine
Tentacruel,Hidden Power,0,machine
Tentacruel,Rain Dance,0,machine
Tentacruel,Whirlpool,0,machine
Geodude,Fire Punch,0,machine
Geodude,Headbutt,0,machine
Geodude,Tackle,1,
Geodude,Flamethrower,0,tutor
Geodude,Strength,0,machine
Geodude,Rock Throw,11,
Geodude,Earthquake,36,
Geodude,Dig,0,machine
Geodude,Toxic,0,machine
Geodude,Double Team,0,machine
Geodude,Harden,26,
Geodude,Defense Curl,6,
Geodude,Selfdestruct,21,
Geodude,Fire Blast,0,machine
Geodude,Explosion,41,
Geodude,Rest,0,machine
Geodude,Snore,0,machine
Geodude,Curse,0,machine
Geodude,Protect,0,machine
Geodude,Mud Slap,0,machine
Geodude,Sandstorm,0,machine
Geodude,Endure,0,machine
Geodude,Rollout,31,
Geodude,Swagger,0,machine
Geodude,Attract,0,machine
Geodude,Sleep Talk,0,machine
Geodude,Return,0,machine
Geodude,Frustration,0,machine
Geodude,Magnitude,16,
Geodude,Dynamic Punch,0,machine
Geodude,Hidden Power,0,machine
Geodude,Sunny Day,0,machine
Geodude,Rock Smash,0,machine
Graveler,Fire Punch,0,machine
Graveler,Headbutt,0,machine
Graveler,Tackle,1,
Graveler,Flamethrower,0,tutor
Graveler,Strength,0,machine
Graveler,Rock Throw,1,
Graveler,Earthquake,41,
Graveler,Dig,0,machine
Graveler,Toxic,0,machine
Graveler,Double Team,0,machine
Graveler,Harden,27,
Graveler,Defense Curl,1,
Graveler,Selfdestruct,21,
Graveler,Fire Blast,0,machine
Graveler,Explosion,48,
Graveler,Rest,0,machine
Graveler,Snore,0,machine
Graveler,Curse,0,machine
Graveler,Protect,0,machine
Graveler,Mud Slap,0,machine
Graveler,Sandstorm,0,machine
Graveler,Endure,0,machine
Graveler,Rollout,34,
Graveler,Swagger,0,machine
Graveler,Attract,0,machine
Graveler,Sleep Talk,0,machine
Graveler,Return,0,machine
Graveler,Frustration,0,machine
Graveler,Magnitude,16,
Graveler,Dynamic Punch,0,machine
Graveler,Hidden Power,0,machine
Graveler,Sunny Day,0,machine
Graveler,Rock Smash,0,machine
Golem,Fire Punch,0,machine
Golem,Headbutt,0,machine
Golem,Tackle,1,
Golem,Roar,0,machine
Golem,Flamethrower,0,tutor
Golem,Hyper Beam,0,machine
Golem,Strength,0,machine
Golem,Rock Throw,1,
Golem,Earthquake,41,
Golem,Dig,0,machine
Golem,Toxic,0,machine
Golem,Double Team,0,machine
Golem,Harden,27,
Golem,Defense Curl,1,
Golem,Selfdestruct,21,
Golem,Fire Blast,0,machine
Golem,Explosion,48,
Golem,Rest,0,machine
Golem,Snore,0,machine
Golem,Curse,0,machine
Golem,Protect,0,machine
Golem,Mud Slap,0,machine
Golem,Sandstorm,0,machine
Golem,Endure,0,machine
Golem,Rollout,34,
Golem,Swagger,0,machine
Golem,Fury Cutter,0,machine
Golem,Attract,0,machine
Golem,Sleep Talk,0,machine
Golem,Return,0,machine
Golem,Frustration,0,machine
Golem,Magnitude,1,
Golem,Dynamic Punch,0,machine
Golem,Hidden Power,0,machine
Golem,Sunny Day,0,machine
Golem,Rock Smash,0,machine
Ponyta,Stomp,19,
Ponyta,Headbutt,0,machine
Ponyta,Tackle,1,
Ponyta,Take Down,34,
Ponyta,Tail Whip,8,
Ponyta,Growl,4,
Ponyta,Ember,13,
Ponyta,Flamethrower,0,tutor
Ponyta,Fire Spin,26,
Ponyta,Toxic,0,machine
Ponyta,Agility,43,
Ponyta,Double Team,0,machine
Ponyta,Fire Blast,53,
Ponyta,Swift,0,machine
Ponyta,Rest,0,machine
Ponyta,Snore,0,machine
Ponyta,Curse,0,machine
Ponyta,Protect,0,machine
Ponyta,Endure,0,machine
Ponyta,Swagger,0,machine
Ponyta,Attract,0,machine
Ponyta,Sleep Talk,0,machine
Ponyta,Return,0,machine
Ponyta,Frustration,0,machine
Ponyta,Iron Tail,0,machine
Ponyta,Hidden Power,0,machine
Ponyta,Sunny Day,0,machine
Rapidash,Stomp,19,
Rapidash,Headbutt,0,machine
Rapidash,Fury Attack,40,
Rapidash,Tackle,1,
Rapidash,Take Down,34,
Rapidash,Tail Whip,1,
Rapidash,Growl,1,
Rapidash,Ember,1,
Rapidash,Flamethrower,0,tutor
Rapidash,Hyper Beam,0,machine
Rapidash,Fire Spin,26,
Rapidash,Toxic,0,machine
Rapidash,Agility,47,
Rapidash,Double Team,0,machine
Rapidash,Fire Blast,61,
Rapidash,Swift,0,machine
Rapidash,Rest,0,machine
Rapidash,Snore,0,machine
Rapidash,Curse,0,machine
Rapidash,Protect,0,machine
Rapidash,Endure,0,machine
Rapidash,Swagger,0,machine
Rapidash,Attract,0,machine
Rapidash,Sleep Talk,0,machine
Rapidash,Return,0,machine
Rapidash,Frustration,0,machine
Rapidash,Iron Tail,0,machine
Rapidash,Hidden Power,0,machine
Rapidash,Sunny Day,0,machine
Slowpoke,Headbutt,34,
Slowpoke,Tackle,1,
Slowpoke,Growl,6,
Slowpoke,Disable,29,
Slowpoke,Flamethrower,0,tutor
Slowpoke,Water Gun,15,
Slowpoke,Surf,0,machine
Slowpoke,Ice Beam,0,tutor
Slowpoke,Blizzard,0,machine
Slowpoke,Strength,0,machine
Slowpoke,Earthquake,0,machine
Slowpoke,Dig,0,machine
Slowpoke,Toxic,0,machine
Slowpoke,Confusion,20,
Slowpoke,Psychic,48,
Slowpoke,Double Team,0,machine
Slowpoke,Fire Blast,0,machine
Slowpoke,Swift,0,machine
Slowpoke,Amnesia,43,
Slowpoke,Dream Eater,0,machine
Slowpoke,Flash,0,machine
Slowpoke,Rest,0,machine
Slowpoke,Nightmare,0,machine
Slowpoke,Snore,0,machine
Slowpoke,Curse,1,
Slowpoke,Protect,0,machine
Slowpoke,Mud Slap,0,machine
Slowpoke,Zap Cannon,0,machine
Slowpoke,Icy Wind,0,machine
Slowpoke,Endure,0,machine
Slowpoke,Swagger,0,machine
Slowpoke,Attract,0,machine
Slowpoke,Sleep Talk,0,machine
Slowpoke,Return,0,machine
Slowpoke,Frustration,0,machine
Slowpoke,Iron Tail,0,machine
Slowpoke,Hidden Power,0,machine
Slowpoke,Rain Dance,0,machine
Slowpoke,Sunny Day,0,machine
Slowpoke,Psych Up,0,machine
Slowpoke,Shadow Ball,0,machine
Slowbro,Ice Punch,0,machine
Slowbro,Headbutt,34,
Slowbro,Tackle,1,
Slowbro,Growl,1,
Slowbro,Disable,29,
Slowbro,Flamethrower,0,tutor
Slowbro,Water Gun,1,
Slowbro,Surf,0,machine
Slowbro,Ice Beam,0,tutor
Slowbro,Blizzard,0,machine
Slowbro,Hyper Beam,0,machine
Slowbro,Strength,0,machine
Slowbro,Earthquake,0,machine
Slowbro,Dig,0,machine
Slowbro,Toxic,0,machine
Slowbro,Confusion,20,
Slowbro,Psychic,54,
Slowbro,Double Team,0,machine
Slowbro,Withdraw,37,
Slowbro,Fire Blast,0,machine
Slowbro,Swift,0,machine
Slowbro,Amnesia,46,
Slowbro,Dream Eater,0,machine
Slowbro,Flash,0,machine
Slowbro,Rest,0,machine
Slowbro,Nightmare,0,machine
Slowbro,Snore,0,machine
Slowbro,Curse,1,
Slowbro,Protect,0,machine
Slowbro,Mud Slap,0,machine
Slowbro,Zap Cannon,0,machine
Slowbro,Icy Wind,0,machine
Slowbro,Endure,0,machine
Slowbro,Swagger,0,machine
Slowbro,Fury Cutter,0,machine
Slowbro,Attract,0,machine
Slowbro,Sleep Talk,0,machine
Slowbro,Return,0,machine
Slowbro,Frustration,0,machine
Slowbro,Dynamic Punch,0,machine
Slowbro,Iron Tail,0,machine
Slowbro,Hidden Power,0,machine
Slowbro,Rain Dance,0,machine
Slowbro,Sunny Day,0,machine
Slowbro,Psych Up,0,machine
Slowbro,Shadow Ball,0,machine
Slowbro,Rock Smash,0,machine
Magnemite,Tackle,1,
Magnemite,Supersonic,11,
Magnemite,SonicBoom,16,
Magnemite,ThunderShock,6,
Magnemite,Thunderbolt,0,tutor
Magnemite,Thunder Wave,21,
Magnemite,Thunder,0,machine
Magnemite,Toxic,0,machine
Magnemite,Screech,39,
Magnemite,Double Team,0,machine
Magnemite,Swift,33,
Magnemite,Flash,0,machine
Magnemite,Rest,0,machine
Magnemite,Snore,0,machine
Magnemite,Curse,0,machine
Magnemite,Protect,0,machine
Magnemite,Zap Cannon,45,
Magnemite,Lock On,27,
Magnemite,Endure,0,machine
Magnemite,Rollout,0,machine
Magnemite,Swagger,0,machine
Magnemite,Sleep Talk,0,machine
Magnemite,Return,0,machine
Magnemite,Frustration,0,machine
Magnemite,Hidden Power,0,machine
Magnemite,Rain Dance,0,machine
Magneton,Tackle,1,
Magneton,Supersonic,1,
Magneton,SonicBoom,1,
Magneton,Hyper Beam,0,machine
Magneton,ThunderShock,1,
Magneton,Thunderbolt,0,tutor
Magneton,Thunder Wave,21,
Magneton,Thunder,0,machine
Magneton,Toxic,0,machine
Magneton,Screech,43,
Magneton,Double Team,0,machine
Magneton,Swift,35,
Magneton,Flash,0,machine
Magneton,Rest,0,machine
Magneton,Tri Attack,35,
Magneton,Snore,0,machine
Magneton,Curse,0,machine
Magneton,Protect,0,machine
Magneton,Zap Cannon,53,
Magneton,Lock On,27,
Magneton,Endure,0,machine
Magneton,Rollout,0,machine
Magneton,Swagger,0,machine
Magneton,Sleep Talk,0,machine
Magneton,Return,0,machine
Magneton,Frustration,0,machine
Magneton,Hidden Power,0,machine
Magneton,Rain Dance,0,machine
Farfetchd,Swords Dance,25,
Farfetchd,Cut,0,machine
Farfetchd,Fly,0,machine
Farfetchd,Sand-Attack,7,
Farfetchd,Headbutt,0,machine
Farfetchd,Fury Attack,19,
Farfetchd,Leer,13,
Farfetchd,Peck,1,
Farfetchd,Toxic,0,machine
Farfetchd,Agility,31,
Farfetchd,Double Team,0,machine
Farfetchd,Swift,0,machine
Farfetchd,Rest,0,machine
Farfetchd,Slash,37,
Farfetchd,Thief,0,machine
Farfetchd,Snore,0,machine
Farfetchd,Curse,0,machine
Farfetchd,Protect,0,machine
Farfetchd,Mud Slap,0,machine
Farfetchd,Detect,0,machine
Farfetchd,Endure,0,machine
Farfetchd,False Swipe,44,
Farfetchd,Swagger,0,machine
Farfetchd,Steel Wing,0,machine
Farfetchd,Attract,0,machine
Farfetchd,Sleep Talk,0,machine
Farfetchd,Return,0,machine
Farfetchd,Frustration,0,machine
Farfetchd,Iron Tail,0,machine
Farfetchd,Hidden Power,0,machine
Farfetchd,Sunny Day,0,machine
Farfetchd,Psych Up,0,machine
Doduo,Fly,0,machine
Doduo,Fury Attack,13,
Doduo,Growl,1,
Doduo,Peck,1,
Doduo,Drill Peck,33,
Doduo,Toxic,0,machine
Doduo,Agility,37,
Doduo,Rage,25,
Doduo,Double Team,0,machine
Doduo,Swift,0,machine
Doduo,Rest,0,machine
Doduo,Tri Attack,21,
Doduo,Thief,0,machine
Doduo,Snore,0,machine
Doduo,Curse,0,machine
Doduo,Protect,0,machine
Doduo,Mud Slap,0,machine
Doduo,Endure,0,machine
Doduo,Swagger,0,machine
Doduo,Steel Wing,0,machine
Doduo,Attract,0,machine
Doduo,Sleep Talk,0,machine
Doduo,Return,0,machine
Doduo,Frustration,0,machine
Doduo,Pursuit,9,
Doduo,Hidden Power,0,machine
Doduo,Sunny Day,0,machine
Dodrio,Fly,0,machine
Dodrio,Fury Attack,1,
Dodrio,Growl,1,
Dodrio,Hyper Beam,0,machine
Dodrio,Peck,1,
Dodrio,Drill Peck,38,
Dodrio,Toxic,0,machine
Dodrio,Agility,47,
Dodrio,Rage,25,
Dodrio,Double Team,0,machine
Dodrio,Swift,0,machine
Dodrio,Rest,0,machine
Dodrio,Tri Attack,21,
Dodrio,Thief,0,machine
Dodrio,Snore,0,machine
Dodrio,Curse,0,machine
Dodrio,Protect,0,machine
Dodrio,Mud Slap,0,machine
Dodrio,Endure,0,machine
Dodrio,Swagger,0,machine
Dodrio,Steel Wing,0,machine
Dodrio,Attract,0,machine
Dodrio,Sleep Talk,0,machine
Dodrio,Return,0,machine
Dodrio,Frustration,0,machine
Dodrio,Pursuit,1,
Dodrio,Hidden Power,0,machine
Dodrio,Sunny Day,0,machine
Seel,Headbutt,1,
Seel,Take Down,32,
Seel,Growl,5,
Seel,Surf,0,machine
Seel,Ice Beam,37,
Seel,Blizzard,0,machine
Seel,Aurora Beam,16,
Seel,Toxic,0,machine
Seel,Double Team,0,machine
Seel,Waterfall,0,machine
Seel,Rest,21,
Seel,Snore,0,machine
Seel,Curse,0,machine
Seel,Protect,0,machine
Seel,Icy Wind,0,machine
Seel,Endure,0,machine
Seel,Swagger,0,machine
Seel,Attract,0,machine
Seel,Sleep Talk,0,machine
Seel,Return,0,machine
Seel,Frustration,0,machine
Seel,Safeguard,48,
Seel,Hidden Power,0,machine
Seel,Rain Dance,0,machine
Seel,Whirlpool,0,machine
Dewgong,Headbutt,1,
Dewgong,Take Down,32,
Dewgong,Growl,1,
Dewgong,Surf,0,machine
Dewgong,Ice Beam,43,
Dewgong,Blizzard,0,machine
Dewgong,Aurora Beam,1,
Dewgong,Hyper Beam,0,machine
Dewgong,Toxic,0,machine
Dewgong,Double Team,0,machine
Dewgong,Waterfall,0,machine
Dewgong,Rest,21,
Dewgong,Snore,0,machine
Dewgong,Curse,0,machine
Dewgong,Protect,0,machine
Dewgong,Icy Wind,0,machine
Dewgong,Endure,0,machine
Dewgong,Swagger,0,machine
Dewgong,Attract,0,machine
Dewgong,Sleep Talk,0,machine
Dewgong,Return,0,machine
Dewgong,Frustration,0,machine
Dewgong,Safeguard,60,
Dewgong,Hidden Power,0,machine
Dewgong,Rain Dance,0,machine
Dewgong,Whirlpool,0,machine
Grimer,Pound,1,
Grimer,Fire Punch,0,machine
Grimer,Ice Punch,0,machine
Grimer,ThunderPunch,0,machine
Grimer,Disable,10,
Grimer,Flamethrower,0,tutor
Grimer,Thunderbolt,0,tutor
Grimer,Thunder,0,machine
Grimer,Toxic,0,machine
Grimer,Screech,31,
Grimer,Double Team,0,machine
Grimer,Harden,5,
Grimer,Minimize,23,
Grimer,Sludge,16,
Grimer,Fire Blast,0,machine
Grimer,Poison Gas,1,
Grimer,Acid Armor,40,
Grimer,Rest,0,machine
Grimer,Thief,0,machine
Grimer,Snore,0,machine
Grimer,Curse,0,machine
Grimer,Protect,0,machine
Grimer,Sludge Bomb,50,
Grimer,Mud Slap,0,machine
Grimer,Zap Cannon,0,machine
Grimer,Giga Drain,0,machine
Grimer,Endure,0,machine
Grimer,Swagger,0,machine
Grimer,Attract,0,machine
Grimer,Sleep Talk,0,machine
Grimer,Return,0,machine
Grimer,Frustration,0,machine
Grimer,Dynamic Punch,0,machine
Grimer,Hidden Power,0,machine
Grimer,Sunny Day,0,machine
Muk,Pound,1,
Muk,Fire Punch,0,machine
Muk,Ice Punch,0,machine
Muk,ThunderPunch,0,machine
Muk,Disable,37,
Muk,Flamethrower,0,tutor
Muk,Hyper Beam,0,machine
Muk,Thunderbolt,0,tutor
Muk,Thunder,0,machine
Muk,Toxic,0,machine
Muk,Screech,31,
Muk,Double Team,0,machine
Muk,Harden,1,
Muk,Minimize,23,
Muk,Sludge,45,
Muk,Fire Blast,0,machine
Muk,Poison Gas,1,
Muk,Acid Armor,45,
Muk,Rest,0,machine
Muk,Thief,0,machine
Muk,Snore,0,machine
Muk,Curse,0,machine
Muk,Protect,0,machine
Muk,Sludge Bomb,60,
Muk,Mud Slap,0,machine
Muk,Zap Cannon,0,machine
Muk,Giga Drain,0,machine
Muk,Endure,0,machine
Muk,Swagger,0,machine
Muk,Attract,0,machine
Muk,Sleep Talk,0,machine
Muk,Return,0,machine
Muk,Frustration,0,machine
Muk,Dynamic Punch,0,machine
Muk,Hidden Power,0,machine
Muk,Sunny Day,0,machine
Shellder,Tackle,1,
Shellder,Leer,33,
Shellder,Supersonic,9,
Shellder,Surf,0,machine
Shellder,Ice Beam,49,
Shellder,Blizzard,0,machine
Shellder,Aurora Beam,17,
Shellder,Toxic,0,machine
Shellder,Double Team,0,machine
Shellder,Withdraw,1,
Shellder,Clamp,41,
Shellder,Swift,0,machine
Shellder,Rest,0,machine
Shellder,Snore,0,machine
Shellder,Curse,0,machine
Shellder,Protect,25,
Shellder,Icy Wind,0,machine
Shellder,Endure,0,machine
Shellder,Swagger,0,machine
Shellder,Attract,0,machine
Shellder,Sleep Talk,0,machine
Shellder,Return,0,machine
Shellder,Frustration,0,machine
Shellder,Hidden Power,0,machine
Shellder,Rain Dance,0,machine
Shellder,Whirlpool,0,machine
Cloyster,Supersonic,1,
Cloyster,Surf,0,machine
Cloyster,Ice Beam,0,tutor
Cloyster,Blizzard,0,machine
Cloyster,Aurora Beam,1,
Cloyster,Hyper Beam,0,machine
Cloyster,Toxic,0,machine
Cloyster,Double Team,0,machine
Cloyster,Withdraw,1,
Cloyster,Swift,0,machine
Cloyster,Spike Cannon,41,
Cloyster,Rest,0,machine
Cloyster,Snore,0,machine
Cloyster,Curse,0,machine
Cloyster,Protect,1,
Cloyster,Spikes,33,
Cloyster,Icy Wind,0,machine
Cloyster,Endure,0,machine
Cloyster,Swagger,0,machine
Cloyster,Attract,0,machine
Cloyster,Sleep Talk,0,machine
Cloyster,Return,0,machine
Cloyster,Frustration,0,machine
Cloyster,Hidden Power,0,machine
Cloyster,Rain Dance,0,machine
Cloyster,Whirlpool,0,machine
Gastly,Thunderbolt,0,tutor
Gastly,Thunder,0,machine
Gastly,Toxic,0,machine
Gastly,Psychic,0,machine
Gastly,Hypnosis,1,
Gastly,Night Shade,21,
Gastly,Double Team,0,machine
Gastly,Confuse Ray,28,
Gastly,Lick,1,
Gastly,Dream Eater,33,
Gastly,Rest,0,machine
Gastly,Thief,0,machine
Gastly,Nightmare,0,machine
Gastly,Snore,0,machine
Gastly,Curse,16,
Gastly,Spite,8,
Gastly,Protect,0,machine
Gastly,Zap Cannon,0,machine
Gastly,Destiny Bond,36,
Gastly,Giga Drain,0,machine
Gastly,Endure,0,machine
Gastly,Swagger,0,machine
Gastly,Mean Look,13,
Gastly,Attract,0,machine
Gastly,Sleep Talk,0,machine
Gastly,Return,0,machine
Gastly,Frustration,0,machine
Gastly,Hidden Power,0,machine
Gastly,Rain Dance,0,machine
Gastly,Sunny Day,0,machine
Gastly,Psych Up,0,machine
Gastly,Shadow Ball,0,machine
Haunter,Thunderbolt,0,tutor
Haunter,Thunder,0,machine
Haunter,Toxic,0,machine
Haunter,Psychic,0,machine
Haunter,Hypnosis,1,
Haunter,Night Shade,21,
Haunter,Double Team,0,machine
Haunter,Confuse Ray,31,
Haunter,Lick,1,
Haunter,Dream Eater,39,
Haunter,Rest,0,machine
Haunter,Thief,0,machine
Haunter,Nightmare,0,machine
Haunter,Snore,0,machine
Haunter,Curse,16,
Haunter,Spite,1,
Haunter,Protect,0,machine
Haunter,Zap Cannon,0,machine
Haunter,Destiny Bond,48,
Haunter,Giga Drain,0,machine
Haunter,Endure,0,machine
Haunter,Swagger,0,machine
Haunter,Mean Look,13,
Haunter,Attract,0,machine
Haunter,Sleep Talk,0,machine
Haunter,Return,0,machine
Haunter,Frustration,0,machine
Haunter,Hidden Power,0,machine
Haunter,Rain Dance,0,machine
Haunter,Sunny Day,0,machine
Haunter,Psych Up,0,machine
Haunter,Shadow Ball,0,machine
Gengar,Fire Punch,0,machine
Gengar,Ice Punch,0,machine
Gengar,ThunderPunch,0,machine
Gengar,Headbutt,0,machine
Gengar,Hyper Beam,0,machine
Gengar,Strength,0,machine
Gengar,Thunderbolt,0,tutor
Gengar,Thunder,0,machine
Gengar,Toxic,0,machine
Gengar,Psychic,0,machine
Gengar,Hypnosis,1,
Gengar,Night Shade,21,
Gengar,Double Team,0,machine
Gengar,Confuse Ray,31,
Gengar,Lick,1,
Gengar,Dream Eater,39,
