pokemon,move_level,move_name,move_type,power,accuracy,crit,move_stage
Nidoking,,Ice punch,Ice,75,1.0,False,12.0
Nidoking,,Fire blast,Fire,120,0.85,False,12.0
Nidoking,,Thunderpunch,Electric,75,1.0,False,
Nidoking,,Thief,Dark,40,1.0,False,30.0
Nidoking,,Fire punch,Fire,75,1.0,False,12.0
Nidoking,,Fury cutter,Bug,10,0.95,False,9.0
Clefairy,1.0,Pound,Normal,40,1.0,False,
Clefairy,13.0,Doubleslap,Normal,45,0.85,False,
Clefairy,,Strength,Normal,80,1.0,False,
Clefairy,,Dynamicpunch,Fighting,100,0.5,False,
Clefairy,,Headbutt,Normal,70,1.0,False,10.0
Clefairy,,Rollout,Rock,30,0.9,False,13.0
Clefairy,,Zap cannon,Electric,100,0.5,False,58.0
Clefairy,,Hidden power,Normal,60,1.0,False,29.0
Clefairy,,Blizzard,Ice,120,0.7,False,12.0
Clefairy,,Iron tail,Steel,100,0.75,False,20.0
Clefairy,,Thunder,Electric,120,0.7,False,12.0
Clefairy,,Return,Normal,102,1.0,False,12.0
Clefairy,,Psychic,Psychic,90,1.0,False,52.0
Clefairy,,Shadow ball,Ghost,80,1.0,False,17.0
Clefairy,,Mud-slap,Ground,20,1.0,False,5.0
Clefairy,,Ice punch,Ice,75,1.0,False,12.0
Clefairy,,Fire blast,Fire,120,0.85,False,12.0
Clefairy,,Thunderpunch,Electric,75,1.0,False,
Clefairy,,Fire punch,Fire,75,1.0,False,12.0
Clefable,1.0,Doubleslap,Normal,45,0.85,False,
Clefable,,Strength,Normal,80,1.0,False,
Clefable,,Dynamicpunch,Fighting,100,0.5,False,
Clefable,,Headbutt,Normal,70,1.0,False,10.0
Clefable,,Rollout,Rock,30,0.9,False,13.0
Clefable,,Zap cannon,Electric,100,0.5,False,58.0
Clefable,,Hidden power,Normal,60,1.0,False,29.0
Clefable,,Blizzard,Ice,120,0.7,False,12.0
Clefable,,Hyper beam,Normal,75,0.9,False,65.0
Clefable,,Iron tail,Steel,100,0.75,False,20.0
Clefable,,Thunder,Electric,120,0.7,False,12.0
Clefable,,Return,Normal,102,1.0,False,12.0
Clefable,,Psychic,Psychic,90,1.0,False,52.0
Clefable,,Shadow ball,Ghost,80,1.0,False,17.0
Clefable,,Mud-slap,Ground,20,1.0,False,5.0
Clefable,,Ice punch,Ice,75,1.0,False,12.0
Clefable,,Fire blast,Fire,120,0.85,False,12.0
Clefable,,Thunderpunch,Electric,75,1.0,False,
Clefable,,Fire punch,Fire,75,1.0,False,12.0
Vulpix,1.0,Ember,Fire,40,1.0,False,
Vulpix,7.0,Quick attack,Normal,40,1.0,False,
Vulpix,31.0,Flamethrower,Fire,95,1.0,False,
Vulpix,37.0,Fire spin,Fire,15,0.7,False,
Vulpix,,Headbutt,Normal,70,1.0,False,10.0
Vulpix,,Hidden power,Normal,60,1.0,False,29.0
Vulpix,,Iron tail,Steel,100,0.75,False,20.0
Vulpix,,Return,Normal,102,1.0,False,12.0
Vulpix,,Dig,Ground,60,1.0,False,14.0
Vulpix,,Fire blast,Fire,120,0.85,False,12.0
Vulpix,,Swift,Normal,60,1.0,False,7.0
Ninetales,1.0,Ember,Fire,40,1.0,False,
Ninetales,1.0,Quick attack,Normal,40,1.0,False,
Ninetales,43.0,Fire spin,Fire,15,0.7,False,
Ninetales,,Headbutt,Normal,70,1.0,False,10.0
Ninetales,,Hidden power,Normal,60,1.0,False,29.0
Ninetales,,Hyper beam,Normal,75,0.9,False,65.0
Ninetales,,Iron tail,Steel,100,0.75,False,20.0
Ninetales,,Return,Normal,102,1.0,False,12.0
Ninetales,,Dig,Ground,60,1.0,False,14.0
Ninetales,,Fire blast,Fire,120,0.85,False,12.0
Ninetales,,Swift,Normal,60,1.0,False,7.0
Jigglypuff,9.0,Pound,Normal,40,1.0,False,
Jigglypuff,19.0,Rollout,Rock,30,0.9,False,13.0
Jigglypuff,24.0,Doubleslap,Normal,45,0.85,False,
Jigglypuff,34.0,Body slam,Normal,85,1.0,False,
Jigglypuff,,Strength,Normal,80,1.0,False,
Jigglypuff,,Dynamicpunch,Fighting,100,0.5,False,
Jigglypuff,,Headbutt,Normal,70,1.0,False,10.0
Jigglypuff,,Zap cannon,Electric,100,0.5,False,58.0
Jigglypuff,,Hidden power,Normal,60,1.0,False,29.0
Jigglypuff,,Blizzard,Ice,120,0.7,False,12.0
Jigglypuff,,Thunder,Electric,120,0.7,False,12.0
Jigglypuff,,Return,Normal,102,1.0,False,12.0
Jigglypuff,,Psychic,Psychic,90,1.0,False,52.0
Jigglypuff,,Shadow ball,Ghost,80,1.0,False,17.0
Jigglypuff,,Mud-slap,Ground,20,1.0,False,5.0
Jigglypuff,,Ice punch,Ice,75,1.0,False,12.0
Jigglypuff,,Fire blast,Fire,120,0.85,False,12.0
Jigglypuff,,Thunderpunch,Electric,75,1.0,False,
Jigglypuff,,Fire punch,Fire,75,1.0,False,12.0
Wigglytuff,1.0,Doubleslap,Normal,45,0.85,False,
Wigglytuff,,Strength,Normal,80,1.0,False,
Wigglytuff,,Dynamicpunch,Fighting,100,0.5,False,
Wigglytuff,,Headbutt,Normal,70,1.0,False,10.0
Wigglytuff,,Rollout,Rock,30,0.9,False,13.0
Wigglytuff,,Zap cannon,Electric,100,0.5,False,58.0
Wigglytuff,,Hidden power,Normal,60,1.0,False,29.0
Wigglytuff,,Blizzard,Ice,120,0.7,False,12.0
Wigglytuff,,Hyper beam,Normal,75,0.9,False,65.0
Wigglytuff,,Thunder,Electric,120,0.7,False,12.0
Wigglytuff,,Return,Normal,102,1.0,False,12.0
Wigglytuff,,Psychic,Psychic,90,1.0,False,52.0
Wigglytuff,,Shadow ball,Ghost,80,1.0,False,17.0
Wigglytuff,,Mud-slap,Ground,20,1.0,False,5.0
Wigglytuff,,Ice punch,Ice,75,1.0,False,12.0
Wigglytuff,,Fire blast,Fire,120,0.85,False,12.0
Wigglytuff,,Thunderpunch,Electric,75,1.0,False,
Wigglytuff,,Fire punch,Fire,75,1.0,False,12.0
Zubat,1.0,Leech life,Bug,20,1.0,False,
Zubat,12.0,Bite,Dark,60,1.0,False,
Zubat,27.0,Wing attack,Flying,60,1.0,False,
Zubat,,Hidden power,Normal,60,1.0,False,29.0
Zubat,,Giga drain,Grass,60,1.0,False,65.0
Zubat,,Return,Normal,102,1.0,False,12.0
Zubat,,Swift,Normal,60,1.0,False,7.0
Zubat,,Thief,Dark,40,1.0,False,30.0
Zubat,,Steel wing,Steel,70,0.9,False,
Golbat,1.0,Leech life,Bug,20,1.0,False,
Golbat,12.0,Bite,Dark,60,1.0,False,
Golbat,30.0,Wing attack,Flying,60,1.0,False,
Golbat,,Hidden power,Normal,60,1.0,False,29.0
Golbat,,Hyper beam,Normal,75,0.9,False,65.0
Golbat,,Giga drain,Grass,60,1.0,False,65.0
Golbat,,Return,Normal,102,1.0,False,12.0
Golbat,,Swift,Normal,60,1.0,False,7.0
Golbat,,Thief,Dark,40,1.0,False,30.0
Golbat,,Steel wing,Steel,70,0.9,False,
Oddish,1.0,Absorb,Grass,20,1.0,False,
Oddish,1.0,Absorb,Grass,20,1.0,False,
Oddish,23.0,Acid,Poison,40,1.0,False,
Oddish,23.0,Acid,Poison,40,1.0,False,
Oddish,39.0,Petal dance,Grass,70,1.0,False,
Oddish,39.0,Petal dance,Grass,70,1.0,False,
Oddish,,Cut,Normal,50,0.95,False,10.0
Oddish,,Cut,Normal,50,0.95,False,10.0
Oddish,,Hidden power,Normal,60,1.0,False,29.0
Oddish,,Hidden power,Normal,60,1.0,False,29.0
Oddish,,Giga drain,Grass,60,1.0,False,65.0
Oddish,,Giga drain,Grass,60,1.0,False,65.0
Oddish,,Return,Normal,102,1.0,False,12.0
Oddish,,Return,Normal,102,1.0,False,12.0
Oddish,,Sludge bomb,Poison,90,1.0,False,28.0
Oddish,,Sludge bomb,Poison,90,1.0,False,28.0
Gloom,1.0,Absorb,Grass,20,1.0,False,
Gloom,1.0,Absorb,Grass,20,1.0,False,
Gloom,24.0,Acid,Poison,40,1.0,False,
Gloom,24.0,Acid,Poison,40,1.0,False,
Gloom,44.0,Petal dance,Grass,70,1.0,False,
Gloom,44.0,Petal dance,Grass,70,1.0,False,
Gloom,,Cut,Normal,50,0.95,False,10.0
Gloom,,Cut,Normal,50,0.95,False,10.0
Gloom,,Hidden power,Normal,60,1.0,False,29.0
Gloom,,Hidden power,Normal,60,1.0,False,29.0
Gloom,,Giga drain,Grass,60,1.0,False,65.0
Gloom,,Giga drain,Grass,60,1.0,False,65.0
Gloom,,Return,Normal,102,1.0,False,12.0
Gloom,,Return,Normal,102,1.0,False,12.0
Gloom,,Sludge bomb,Poison,90,1.0,False,28.0
Gloom,,Sludge bomb,Poison,90,1.0,False,28.0
Vileplume,1.0,Absorb,Grass,20,1.0,False,
Vileplume,1.0,Petal dance,Grass,70,1.0,False,
Vileplume,,Cut,Normal,50,0.95,False,10.0
Vileplume,,Hidden power,Normal,60,1.0,False,29.0
Vileplume,,Hyper beam,Normal,75,0.9,False,65.0
Vileplume,,Giga drain,Grass,60,1.0,False,65.0
Vileplume,,Return,Normal,102,1.0,False,12.0
Vileplume,,Sludge bomb,Poison,90,1.0,False,28.0
Paras,1.0,Scratch,Normal,40,1.0,False,
Paras,19.0,Leech life,Bug,20,1.0,False,
Paras,31.0,Slash,Normal,70,1.0,True,
Paras,43.0,Giga drain,Grass,60,1.0,False,65.0
Paras,,Cut,Normal,50,0.95,False,10.0
Paras,,Rock smash,Fighting,20,1.0,False,12.0
Paras,,Hidden power,Normal,60,1.0,False,29.0
Paras,,Return,Normal,102,1.0,False,12.0
Paras,,Dig,Ground,60,1.0,False,14.0
Paras,,Sludge bomb,Poison,90,1.0,False,28.0
Paras,,Thief,Dark,40,1.0,False,30.0
Paras,,Fury cutter,Bug,10,0.95,False,9.0
Parasect,1.0,Scratch,Normal,40,1.0,False,
Parasect,19.0,Leech life,Bug,20,1.0,False,
Parasect,37.0,Slash,Normal,70,1.0,True,
Parasect,55.0,Giga drain,Grass,60,1.0,False,65.0
Parasect,,Cut,Normal,50,0.95,False,10.0
Parasect,,Rock smash,Fighting,20,1.0,False,12.0
Parasect,,Hidden power,Normal,60,1.0,False,29.0
Parasect,,Hyper beam,Normal,75,0.9,False,65.0
Parasect,,Return,Normal,102,1.0,False,12.0
Parasect,,Dig,Ground,60,1.0,False,14.0
Parasect,,Sludge bomb,Poison,90,1.0,False,28.0
Parasect,,Thief,Dark,40,1.0,False,30.0
Parasect,,Fury cutter,Bug,10,0.95,False,9.0
Venonat,1.0,Tackle,Normal,35,0.95,False,
Venonat,17.0,Confusion,Psychic,50,1.0,False,
Venonat,25.0,Leech life,Bug,20,1.0,False,
Venonat,33.0,Psybeam,Psychic,65,1.0,False,
Venonat,41.0,Psychic,Psychic,90,1.0,False,52.0
Venonat,,Hidden power,Normal,60,1.0,False,29.0
Venonat,,Giga drain,Grass,60,1.0,False,65.0
Venonat,,Return,Normal,102,1.0,False,12.0
Venonat,,Sludge bomb,Poison,90,1.0,False,28.0
Venonat,,Swift,Normal,60,1.0,False,7.0
Venonat,,Thief,Dark,40,1.0,False,30.0
Venomoth,1.0,Tackle,Normal,35,0.95,False,
Venomoth,17.0,Confusion,Psychic,50,1.0,False,
Venomoth,25.0,Leech life,Bug,20,1.0,False,
Venomoth,31.0,Gust,Flying,40,1.0,False,
Venomoth,36.0,Psybeam,Psychic,65,1.0,False,
Venomoth,52.0,Psychic,Psychic,90,1.0,False,52.0
Venomoth,,Hidden power,Normal,60,1.0,False,29.0
Venomoth,,Hyper beam,Normal,75,0.9,False,65.0
Venomoth,,Giga drain,Grass,60,1.0,False,65.0
Venomoth,,Return,Normal,102,1.0,False,12.0
Venomoth,,Sludge bomb,Poison,90,1.0,False,28.0
Venomoth,,Swift,Normal,60,1.0,False,7.0
Venomoth,,Thief,Dark,40,1.0,False,30.0
Diglett,1.0,Scratch,Normal,40,1.0,False,
Diglett,9.0,Magnitude,Ground,71,1.0,False,
Diglett,17.0,Dig,Ground,60,1.0,False,14.0
Diglett,33.0,Slash,Normal,70,1.0,True,
Diglett,41.0,Earthquake,Ground,100,1.0,False,47.0
Diglett,,Cut,Normal,50,0.95,False,10.0
Diglett,,Rock smash,Fighting,20,1.0,False,12.0
Diglett,,Hidden power,Normal,60,1.0,False,29.0
Diglett,,Return,Normal,102,1.0,False,12.0
Diglett,,Mud-slap,Ground,20,1.0,False,5.0
Diglett,,Sludge bomb,Poison,90,1.0,False,28.0
Diglett,,Thief,Dark,40,1.0,False,30.0
Dugtrio,1.0,Scratch,Normal,40,1.0,False,
Dugtrio,1.0,Magnitude,Ground,71,1.0,False,
Dugtrio,17.0,Dig,Ground,60,1.0,False,14.0
Dugtrio,37.0,Slash,Normal,70,1.0,True,
Dugtrio,49.0,Earthquake,Ground,100,1.0,False,47.0
Dugtrio,,Cut,Normal,50,0.95,False,10.0
Dugtrio,,Rock smash,Fighting,20,1.0,False,12.0
Dugtrio,,Hidden power,Normal,60,1.0,False,29.0
Dugtrio,,Hyper beam,Normal,75,0.9,False,65.0
Dugtrio,,Return,Normal,102,1.0,False,12.0
Dugtrio,,Mud-slap,Ground,20,1.0,False,5.0
Dugtrio,,Sludge bomb,Poison,90,1.0,False,28.0
Dugtrio,,Thief,Dark,40,1.0,False,30.0
Dugtrio,1.0,Tri attack,Normal,80,1.0,False,
Meowth,1.0,Scratch,Normal,40,1.0,False,
Meowth,11.0,Bite,Dark,60,1.0,False,
Meowth,20.0,Pay day,Normal,40,1.0,False,
Meowth,28.0,Faint attack,Dark,60,1.0,False,
Meowth,41.0,Fury swipes,Normal,54,0.8,False,
Meowth,46.0,Slash,Normal,70,1.0,True,
Meowth,,Headbutt,Normal,70,1.0,False,10.0
Meowth,,Zap cannon,Electric,100,0.5,False,58.0
Meowth,,Hidden power,Normal,60,1.0,False,29.0
Meowth,,Icy wind,Ice,55,0.95,False,27.0
Meowth,,Iron tail,Steel,100,0.75,False,20.0
Meowth,,Thunder,Electric,120,0.7,False,12.0
Meowth,,Return,Normal,102,1.0,False,12.0
Meowth,,Shadow ball,Ghost,80,1.0,False,17.0
Meowth,,Mud-slap,Ground,20,1.0,False,5.0
Meowth,,Swift,Normal,60,1.0,False,7.0
Meowth,,Thief,Dark,40,1.0,False,30.0
Persian,1.0,Bite,Dark,60,1.0,False,
Persian,1.0,Scratch,Normal,40,1.0,False,
Persian,20.0,Pay day,Normal,40,1.0,False,
Persian,29.0,Faint attack,Dark,60,1.0,False,
Persian,46.0,Fury swipes,Normal,54,0.8,False,
Persian,53.0,Slash,Normal,70,1.0,True,
Persian,,Headbutt,Normal,70,1.0,False,10.0
Persian,,Zap cannon,Electric,100,0.5,False,58.0
Persian,,Hidden power,Normal,60,1.0,False,29.0
Persian,,Hyper beam,Normal,75,0.9,False,65.0
Persian,,Icy wind,Ice,55,0.95,False,27.0
Persian,,Iron tail,Steel,100,0.75,False,20.0
Persian,,Thunder,Electric,120,0.7,False,12.0
Persian,,Return,Normal,102,1.0,False,12.0
Persian,,Shadow ball,Ghost,80,1.0,False,17.0
Persian,,Mud-slap,Ground,20,1.0,False,5.0
Persian,,Swift,Normal,60,1.0,False,7.0
Persian,,Thief,Dark,40,1.0,False,30.0
Psyduck,1.0,Scratch,Normal,40,1.0,False,
Psyduck,16.0,Confusion,Psychic,50,1.0,False,
Psyduck,40.0,Fury swipes,Normal,54,0.8,False,
Psyduck,50.0,Hydro pump,Water,120,0.8,False,
Psyduck,,Surf,Water,95,1.0,False,17.0
Psyduck,,Strength,Normal,80,1.0,False,
Psyduck,,Whirlpool,Water,15,0.7,False,27.0
Psyduck,,Waterfall,Water,80,1.0,False,36.0
Psyduck,,Dynamicpunch,Fighting,100,0.5,False,
Psyduck,,Headbutt,Normal,70,1.0,False,10.0
Psyduck,,Rock smash,Fighting,20,1.0,False,12.0
Psyduck,,Hidden power,Normal,60,1.0,False,29.0
Psyduck,,Blizzard,Ice,120,0.7,False,12.0
Psyduck,,Icy wind,Ice,55,0.95,False,27.0
Psyduck,,Iron tail,Steel,100,0.75,False,20.0
Psyduck,,Return,Normal,102,1.0,False,12.0
Psyduck,,Dig,Ground,60,1.0,False,14.0
Psyduck,,Mud-slap,Ground,20,1.0,False,5.0
Psyduck,,Ice punch,Ice,75,1.0,False,12.0
Psyduck,,Swift,Normal,60,1.0,False,7.0
Golduck,1.0,Confusion,Psychic,50,1.0,False,
Golduck,1.0,Scratch,Normal,40,1.0,False,
Golduck,44.0,Fury swipes,Normal,54,0.8,False,
Golduck,58.0,Hydro pump,Water,120,0.8,False,
Golduck,,Surf,Water,95,1.0,False,17.0
Golduck,,Strength,Normal,80,1.0,False,
Golduck,,Whirlpool,Water,15,0.7,False,27.0
Golduck,,Waterfall,Water,80,1.0,False,36.0
Golduck,,Dynamicpunch,Fighting,100,0.5,False,
Golduck,,Headbutt,Normal,70,1.0,False,10.0
Golduck,,Rock smash,Fighting,20,1.0,False,12.0
Golduck,,Hidden power,Normal,60,1.0,False,29.0
Golduck,,Blizzard,Ice,120,0.7,False,12.0
Golduck,,Hyper beam,Normal,75,0.9,False,65.0
Golduck,,Icy wind,Ice,55,0.95,False,27.0
Golduck,,Iron tail,Steel,100,0.75,False,20.0
Golduck,,Return,Normal,102,1.0,False,12.0
Golduck,,Dig,Ground,60,1.0,False,14.0
Golduck,,Mud-slap,Ground,20,1.0,False,5.0
Golduck,,Ice punch,Ice,75,1.0,False,12.0
Golduck,,Swift,Normal,60,1.0,False,7.0
Golduck,,Fury cutter,Bug,10,0.95,False,9.0
Mankey,1.0,Scratch,Normal,40,1.0,False,
Mankey,9.0,Low kick,Fighting,50,0.9,False,
Mankey,15.0,Karate chop,Fighting,50,1.0,True,
Mankey,21.0,Fury swipes,Normal,54,0.8,False,
Mankey,39.0,Cross chop,Fighting,100,0.8,True,
Mankey,51.0,Thrash,Normal,90,1.0,False,
Mankey,,Strength,Normal,80,1.0,False,
Mankey,,Dynamicpunch,Fighting,100,0.5,False,
Mankey,,Headbutt,Normal,70,1.0,False,10.0
Mankey,,Rock smash,Fighting,20,1.0,False,12.0
Mankey,,Hidden power,Normal,60,1.0,False,29.0
Mankey,,Iron tail,Steel,100,0.75,False,20.0
Mankey,,Thunder,Electric,120,0.7,False,12.0
Mankey,,Return,Normal,102,1.0,False,12.0
Mankey,,Dig,Ground,60,1.0,False,14.0
Mankey,,Mud-slap,Ground,20,1.0,False,5.0
Mankey,,Ice punch,Ice,75,1.0,False,12.0
Mankey,,Swift,Normal,60,1.0,False,7.0
Mankey,,Thunderpunch,Electric,75,1.0,False,
Mankey,,Thief,Dark,40,1.0,False,30.0
Mankey,,Fire punch,Fire,75,1.0,False,12.0
Primeape,1.0,Low kick,Fighting,50,0.9,False,
Primeape,1.0,Rage,Normal,20,1.0,False,
Primeape,1.0,Scratch,Normal,40,1.0,False,
Primeape,15.0,Karate chop,Fighting,50,1.0,True,
Primeape,21.0,Fury swipes,Normal,54,0.8,False,
Primeape,45.0,Cross chop,Fighting,100,0.8,True,
Primeape,63.0,Thrash,Normal,90,1.0,False,
Primeape,,Strength,Normal,80,1.0,False,
Primeape,,Dynamicpunch,Fighting,100,0.5,False,
Primeape,,Headbutt,Normal,70,1.0,False,10.0
Primeape,,Rock smash,Fighting,20,1.0,False,12.0
Primeape,,Hidden power,Normal,60,1.0,False,29.0
Primeape,,Hyper beam,Normal,75,0.9,False,65.0
Primeape,,Iron tail,Steel,100,0.75,False,20.0
Primeape,,Thunder,Electric,120,0.7,False,12.0
Primeape,,Return,Normal,102,1.0,False,12.0
Primeape,,Dig,Ground,60,1.0,False,14.0
Primeape,,Mud-slap,Ground,20,1.0,False,5.0
Primeape,,Ice punch,Ice,75,1.0,False,12.0
Primeape,,Swift,Normal,60,1.0,False,7.0
Primeape,,Thunderpunch,Electric,75,1.0,False,
Primeape,,Thief,Dark,40,1.0,False,30.0
Primeape,,Fire punch,Fire,75,1.0,False,12.0
Growlithe,1.0,Bite,Dark,60,1.0,False,
Growlithe,9.0,Ember,Fire,40,1.0,False,
Growlithe,34.0,Flame wheel,Fire,60,1.0,False,
Growlithe,50.0,Flamethrower,Fire,95,1.0,False,
Growlithe,,Headbutt,Normal,70,1.0,False,10.0
Growlithe,,Rock smash,Fighting,20,1.0,False,12.0
Growlithe,,Hidden power,Normal,60,1.0,False,29.0
Growlithe,,Iron tail,Steel,100,0.75,False,20.0
Growlithe,,Dragonbreath,Dragon,60,1.0,False,
Growlithe,,Return,Normal,102,1.0,False,12.0
Growlithe,,Dig,Ground,60,1.0,False,14.0
Growlithe,,Fire blast,Fire,120,0.85,False,12.0
Growlithe,,Swift,Normal,60,1.0,False,7.0
Arcanine,1.0,Flame wheel,Fire,60,1.0,False,
Arcanine,50.0,Extremespeed,Normal,80,1.0,False,
Arcanine,,Headbutt,Normal,70,1.0,False,10.0
Arcanine,,Rock smash,Fighting,20,1.0,False,12.0
Arcanine,,Hidden power,Normal,60,1.0,False,29.0
Arcanine,,Hyper beam,Normal,75,0.9,False,65.0
Arcanine,,Iron tail,Steel,100,0.75,False,20.0
Arcanine,,Dragonbreath,Dragon,60,1.0,False,
Arcanine,,Return,Normal,102,1.0,False,12.0
Arcanine,,Dig,Ground,60,1.0,False,14.0
Arcanine,,Fire blast,Fire,120,0.85,False,12.0
Arcanine,,Swift,Normal,60,1.0,False,7.0
Poliwag,1.0,Bubble,Water,20,1.0,False,
Poliwag,1.0,Bubble,Water,20,1.0,False,
Poliwag,13.0,Water gun,Water,40,1.0,False,
Poliwag,13.0,Water gun,Water,40,1.0,False,
Poliwag,19.0,Doubleslap,Normal,45,0.85,False,
Poliwag,19.0,Doubleslap,Normal,45,0.85,False,
Poliwag,31.0,Body slam,Normal,85,1.0,False,
Poliwag,31.0,Body slam,Normal,85,1.0,False,
Poliwag,43.0,Hydro pump,Water,120,0.8,False,
Poliwag,43.0,Hydro pump,Water,120,0.8,False,
Poliwag,,Surf,Water,95,1.0,False,17.0
Poliwag,,Surf,Water,95,1.0,False,17.0
Poliwag,,Whirlpool,Water,15,0.7,False,27.0
Poliwag,,Whirlpool,Water,15,0.7,False,27.0
Poliwag,,Waterfall,Water,80,1.0,False,36.0
Poliwag,,Waterfall,Water,80,1.0,False,36.0
Poliwag,,Headbutt,Normal,70,1.0,False,10.0
Poliwag,,Headbutt,Normal,70,1.0,False,10.0
Poliwag,,Hidden power,Normal,60,1.0,False,29.0
Poliwag,,Hidden power,Normal,60,1.0,False,29.0
Poliwag,,Blizzard,Ice,120,0.7,False,12.0
Poliwag,,Blizzard,Ice,120,0.7,False,12.0
Poliwag,,Icy wind,Ice,55,0.95,False,27.0
Poliwag,,Icy wind,Ice,55,0.95,False,27.0
Poliwag,,Return,Normal,102,1.0,False,12.0
Poliwag,,Return,Normal,102,1.0,False,12.0
Poliwag,,Psychic,Psychic,90,1.0,False,52.0
Poliwag,,Psychic,Psychic,90,1.0,False,52.0
Poliwag,,Thief,Dark,40,1.0,False,30.0
Poliwag,,Thief,Dark,40,1.0,False,30.0
Poliwhirl,1.0,Bubble,Water,20,1.0,False,
Poliwhirl,1.0,Bubble,Water,20,1.0,False,
Poliwhirl,1.0,Water gun,Water,40,1.0,False,
Poliwhirl,1.0,Water gun,Water,40,1.0,False,
Poliwhirl,19.0,Doubleslap,Normal,45,0.85,False,
Poliwhirl,19.0,Doubleslap,Normal,45,0.85,False,
Poliwhirl,35.0,Body slam,Normal,85,1.0,False,
Poliwhirl,35.0,Body slam,Normal,85,1.0,False,
Poliwhirl,51.0,Hydro pump,Water,120,0.8,False,
Poliwhirl,51.0,Hydro pump,Water,120,0.8,False,
Poliwhirl,,Surf,Water,95,1.0,False,17.0
Poliwhirl,,Surf,Water,95,1.0,False,17.0
Poliwhirl,,Strength,Normal,80,1.0,False,
Poliwhirl,,Strength,Normal,80,1.0,False,
Poliwhirl,,Whirlpool,Water,15,0.7,False,27.0
Poliwhirl,,Whirlpool,Water,15,0.7,False,27.0
Poliwhirl,,Waterfall,Water,80,1.0,False,36.0
Poliwhirl,,Waterfall,Water,80,1.0,False,36.0
Poliwhirl,,Headbutt,Normal,70,1.0,False,10.0
Poliwhirl,,Headbutt,Normal,70,1.0,False,10.0
Poliwhirl,,Rock smash,Fighting,20,1.0,False,12.0
Poliwhirl,,Rock smash,Fighting,20,1.0,False,12.0
Poliwhirl,,Hidden power,Normal,60,1.0,False,29.0
Poliwhirl,,Hidden power,Normal,60,1.0,False,29.0
Poliwhirl,,Blizzard,Ice,120,0.7,False,12.0
Poliwhirl,,Blizzard,Ice,120,0.7,False,12.0
Poliwhirl,,Icy wind,Ice,55,0.95,False,27.0
Poliwhirl,,Icy wind,Ice,55,0.95,False,27.0
Poliwhirl,,Earthquake,Ground,100,1.0,False,47.0
Poliwhirl,,Earthquake,Ground,100,1.0,False,47.0
Poliwhirl,,Return,Normal,102,1.0,False,12.0
Poliwhirl,,Return,Normal,102,1.0,False,12.0
Poliwhirl,,Psychic,Psychic,90,1.0,False,52.0
Poliwhirl,,Psychic,Psychic,90,1.0,False,52.0
Poliwhirl,,Mud-slap,Ground,20,1.0,False,5.0
Poliwhirl,,Mud-slap,Ground,20,1.0,False,5.0
Poliwhirl,,Ice punch,Ice,75,1.0,False,12.0
Poliwhirl,,Ice punch,Ice,75,1.0,False,12.0
Poliwhirl,,Thief,Dark,40,1.0,False,30.0
Poliwhirl,,Thief,Dark,40,1.0,False,30.0
Poliwrath,1.0,Doubleslap,Normal,45,0.85,False,
Poliwrath,1.0,Water gun,Water,40,1.0,False,
Poliwrath,,Surf,Water,95,1.0,False,17.0
Poliwrath,,Strength,Normal,80,1.0,False,
Poliwrath,,Whirlpool,Water,15,0.7,False,27.0
Poliwrath,,Waterfall,Water,80,1.0,False,36.0
Poliwrath,,Dynamicpunch,Fighting,100,0.5,False,
Poliwrath,,Headbutt,Normal,70,1.0,False,10.0
Poliwrath,,Rock smash,Fighting,20,1.0,False,12.0
Poliwrath,,Hidden power,Normal,60,1.0,False,29.0
Poliwrath,,Blizzard,Ice,120,0.7,False,12.0
Poliwrath,,Hyper beam,Normal,75,0.9,False,65.0
Poliwrath,,Icy wind,Ice,55,0.95,False,27.0
Poliwrath,,Earthquake,Ground,100,1.0,False,47.0
Poliwrath,,Return,Normal,102,1.0,False,12.0
Poliwrath,,Psychic,Psychic,90,1.0,False,52.0
Poliwrath,,Mud-slap,Ground,20,1.0,False,5.0
Poliwrath,,Ice punch,Ice,75,1.0,False,12.0
Poliwrath,,Thief,Dark,40,1.0,False,30.0
Abra,0.0,Struggle,Normal,1,1.0,False,
Abra,,Dynamicpunch,Fighting,100,0.5,False,
Abra,,Headbutt,Normal,70,1.0,False,10.0
Abra,,Zap cannon,Electric,100,0.5,False,58.0
Abra,,Hidden power,Normal,60,1.0,False,29.0
Abra,,Return,Normal,102,1.0,False,12.0
Abra,,Psychic,Psychic,90,1.0,False,52.0
Abra,,Shadow ball,Ghost,80,1.0,False,17.0
Abra,,Ice punch,Ice,75,1.0,False,12.0
Abra,,Thunderpunch,Electric,75,1.0,False,
Abra,,Thief,Dark,40,1.0,False,30.0
Abra,,Fire punch,Fire,75,1.0,False,12.0
Kadabra,1.0,Confusion,Psychic,50,1.0,False,
Kadabra,16.0,Confusion,Psychic,50,1.0,False,
Kadabra,21.0,Psybeam,Psychic,65,1.0,False,
Kadabra,31.0,Future sight,Psychic,80,0.9,False,
Kadabra,38.0,Psychic,Psychic,90,1.0,False,52.0
Kadabra,,Dynamicpunch,Fighting,100,0.5,False,
Kadabra,,Headbutt,Normal,70,1.0,False,10.0
Kadabra,,Zap cannon,Electric,100,0.5,False,58.0
Kadabra,,Hidden power,Normal,60,1.0,False,29.0
