enc_id,trainer_name_enc,location_enc,pokemon_enc,level_enc,stage_enc,hp_enc,attack_enc,defense_enc,sp_attack_enc,sp_defense_enc,speed_enc,types_enc,exp_type_enc,exp_enc,move1_name_enc,move1_type_enc,move1_power_enc,move1_accuracy_enc,move1_crit_enc,move2_name_enc,move2_type_enc,move2_power_enc,move2_accuracy_enc,move2_crit_enc,move3_name_enc,move3_type_enc,move3_power_enc,move3_accuracy_enc,move3_crit_enc,move4_name_enc,move4_type_enc,move4_power_enc,move4_accuracy_enc,move4_crit_enc
134,lass_krisse,national_park,oddish,12,14,34,18,20,24,22,14,Grass/Poison,Medium Slow,973,absorb,Grass,20,1.0,False,absorb,Grass,20,1.0,False,-,-,-,-,-,-,-,-,-,-
135,schoolboy_jack,national_park,oddish,12,14,34,19,20,24,22,14,Grass/Poison,Medium Slow,973,absorb,Grass,20,1.0,False,absorb,Grass,20,1.0,False,-,-,-,-,-,-,-,-,-,-
136,pokefan_beverly,national_park,snubbull,14,14,41,29,22,18,18,15,Normal,Fast,2195,bite,Dark,60,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
137,pokefan_william,national_park,raichu,14,14,43,32,22,32,29,35,Electric,Medium Fast,2744,quick attack,Normal,40,1.0,False,thundershock,Electric,40,1.0,False,thunderbolt,Electric,95,1.0,False,-,-,-,-,-
138,lass_krisse,national_park,cubone,15,14,42,21,35,19,22,17,Ground,Medium Fast,3375,headbutt,Normal,70,1.0,False,bone club,Ground,65,0.85,False,-,-,-,-,-,-,-,-,-,-
139,schoolboy_jack,national_park,voltorb,15,14,39,16,22,23,23,37,Electric,Medium Fast,3375,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,psychic_mark,route_36,abra,13,15,31,12,10,34,21,30,Psychic,Medium Slow,1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
141,psychic_mark,route_36,abra,13,15,31,12,10,34,21,30,Psychic,Medium Slow,1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
142,psychic_mark,route_36,kadabra,15,15,39,18,16,43,28,38,Psychic,Medium Slow,2035,confusion,Psychic,50,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
143,schoolboy_alan,route_36,tangela,16,15,49,25,44,39,20,26,Grass,Medium Fast,4096,absorb,Grass,20,1.0,False,constrict,Normal,10,1.0,False,-,-,-,-,-,-,-,-,-,-
144,twins_ann_&_anne,route_37,clefairy,16,16,48,21,22,26,28,19,Normal,Fast,3276,doubleslap,Normal,45,0.85,False,pound,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
145,twins_ann_&_anne,route_37,jigglypuff,16,16,62,21,13,21,15,14,Normal,Fast,3276,pound,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,psychic_greg,route_37,drowzee,17,16,50,24,23,22,38,22,Psychic,Medium Fast,4913,pound,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147,sage_ping,ecruteak_city_gym,gastly,16,17,38,19,17,39,18,33,Ghost/Poison,Medium Slow,2535,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
148,sage_ping,ecruteak_city_gym,gastly,16,17,38,19,17,39,18,33,Ghost/Poison,Medium Slow,2535,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
149,sage_ping,ecruteak_city_gym,gastly,16,17,38,19,17,39,18,33,Ghost/Poison,Medium Slow,2535,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
150,sage_ping,ecruteak_city_gym,gastly,16,17,38,19,17,39,18,33,Ghost/Poison,Medium Slow,2535,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
151,sage_ping,ecruteak_city_gym,gastly,16,17,38,19,17,39,18,33,Ghost/Poison,Medium Slow,2535,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
152,medium_martha,ecruteak_city_gym,gastly,18,17,41,20,18,43,20,36,Ghost/Poison,Medium Slow,3798,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
153,kimono_girl_naoko,ecruteak_city,flareon,17,17,49,51,28,40,45,29,Fire,Medium Fast,4913,ember,Fire,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
154,kimono_girl_sayo,ecruteak_city,espeon,17,17,49,29,28,52,40,45,Psychic,Medium Fast,4913,confusion,Psychic,50,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
155,kimono_girl_zuki,ecruteak_city,umbreon,17,17,59,29,45,28,52,29,Dark,Medium Fast,4913,pursuit,Dark,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
156,kimono_girl_kuni,ecruteak_city,vaporeon,17,17,71,29,28,45,40,29,Water,Medium Fast,4913,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
157,kimono_girl_miki,ecruteak_city,jolteon,17,17,49,29,28,45,40,51,Electric,Medium Fast,4913,thundershock,Electric,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
158,rival_silver,burned_tower,haunter,20,17,54,30,28,56,32,48,Ghost/Poison,Medium Slow,5460,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
159,medium_grace,ecruteak_city_gym,haunter,20,17,51,27,26,54,30,46,Ghost/Poison,Medium Slow,5460,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
160,medium_grace,ecruteak_city_gym,haunter,20,17,51,27,26,54,30,46,Ghost/Poison,Medium Slow,5460,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
161,medium_martha,ecruteak_city_gym,haunter,20,17,51,27,26,54,30,46,Ghost/Poison,Medium Slow,5460,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
162,medium_martha,ecruteak_city_gym,gastly,20,17,45,21,20,48,22,40,Ghost/Poison,Medium Slow,5460,lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
163,rival_silver,burned_tower,magnemite,18,17,42,22,34,43,29,25,Electric,Medium Fast,5832,thundershock,Electric,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
164,gym_leader_morty,ecruteak_city_gym,gastly,21,17,46,23,20,50,23,41,Ghost/Poison,Medium Slow,6458,Lick,Ghost,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
165,gym_leader_morty,ecruteak_city_gym,haunter,21,17,53,29,27,56,31,48,Ghost/Poison,Medium Slow,6458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
166,rival_silver,burned_tower,croconaw,22,17,67,45,45,36,38,36,Water,Medium Slow,7577,bite,Dark,60,1.0,False,water gun,Water,40,1.0,False,rage,Normal,20,1.0,False,scratch,Normal,40,1.0,False
167,rival_silver,burned_tower,quilava,22,17,67,45,45,36,38,36,Fire,Medium Slow,7577,quick attack,Normal,40,1.0,False,ember,Fire,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
168,rival_silver,burned_tower,bayleef,22,17,67,45,45,36,38,36,Grass,Medium Slow,7577,razor leaf,Grass,55,0.95,True,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
169,rival_silver,burned_tower,zubat,20,17,52,28,24,22,26,32,Flying/Poison,Medium Fast,8000,bite,Dark,60,1.0,False,leech life,Bug,20,1.0,False,-,-,-,-,-,-,-,-,-,-
170,gym_leader_morty,ecruteak_city_gym,haunter,23,17,57,32,29,61,33,52,Ghost/Poison,Medium Slow,8825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171,hiker_leonard,union_cave_b,geodude,23,17,51,46,54,22,22,17,Ground/Rock,Medium Slow,8825,magnitude,Ground,71,1.0,False,rock throw,Rock,50,0.9,False,tackle,Normal,35,0.95,False,-,-,-,-,-
172,hiker_phillip,union_cave_b,geodude,23,17,51,46,54,22,22,17,Ground/Rock,Medium Slow,8825,magnitude,Ground,71,1.0,False,rock throw,Rock,50,0.9,False,tackle,Normal,35,0.95,False,-,-,-,-,-
173,hiker_phillip,union_cave_b,geodude,23,17,51,46,54,22,22,17,Ground/Rock,Medium Slow,8825,magnitude,Ground,71,1.0,False,rock throw,Rock,50,0.9,False,tackle,Normal,35,0.95,False,-,-,-,-,-
174,hiker_phillip,union_cave_b,graveler,23,17,58,53,61,29,29,24,Ground/Rock,Medium Slow,8825,magnitude,Ground,71,1.0,False,rock throw,Rock,50,0.9,False,tackle,Normal,35,0.95,False,-,-,-,-,-
175,cooltrainer_gwen,union_cave_b,flareon,22,17,64,65,36,50,56,38,Fire,Medium Fast,10648,ember,Fire,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
176,cooltrainer_gwen,union_cave_b,vaporeon,22,17,92,36,36,56,50,38,Water,Medium Fast,10648,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
177,cooltrainer_gwen,union_cave_b,jolteon,22,17,64,36,36,56,50,67,Electric,Medium Fast,10648,thundershock,Electric,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
178,gym_leader_morty,ecruteak_city_gym,gengar,25,17,69,42,39,74,46,64,Ghost/Poison,Medium Slow,11735,Shadow Ball,Ghost,80,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
179,hiker_leonard,union_cave_b,machop,25,17,70,50,50,26,26,26,Fighting,Medium Slow,11735,karate chop,Fighting,50,1.0,True,low kick,Fighting,50,0.9,False,-,-,-,-,-,-,-,-,-,-
180,cooltrainer_nick,union_cave_b,charmander,26,17,60,38,31,40,35,45,Fire,Medium Slow,13411,rage,Normal,20,1.0,False,ember,Fire,40,1.0,False,scratch,Normal,40,1.0,False,-,-,-,-,-
181,cooltrainer_nick,union_cave_b,squirtle,26,17,63,36,42,35,42,33,Water,Medium Slow,13411,rapid spin,Normal,20,1.0,False,bite,Dark,60,1.0,False,water gun,Water,40,1.0,False,bubble,Water,20,1.0,False
182,cooltrainer_nick,union_cave_b,bulbasaur,26,17,63,37,34,42,42,34,Grass/Poison,Medium Slow,13411,razor leaf,Grass,55,0.95,True,vine whip,Grass,35,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
183,pokemaniac_andrew,union_cave_b,marowak,24,17,66,47,61,32,47,30,Ground,Medium Fast,13824,bone club,Ground,65,0.85,False,headbutt,Normal,70,1.0,False,-,-,-,-,-,-,-,-,-,-
184,pokemaniac_andrew,union_cave_b,marowak,24,17,66,47,61,32,47,30,Ground,Medium Fast,13824,bone club,Ground,65,0.85,False,headbutt,Normal,70,1.0,False,-,-,-,-,-,-,-,-,-,-
185,cooltrainer_emma,union_cave_b,poliwhirl,28,17,78,45,48,37,37,62,Water,Medium Slow,17242,doubleslap,Normal,45,0.85,False,doubleslap,Normal,45,0.85,False,bubble,Water,20,1.0,False,bubble,Water,20,1.0,False
186,pokemaniac_calvin,union_cave_b,kangaskhan,26,17,94,59,50,29,50,55,Normal,Medium Fast,17576,mega punch,Normal,80,0.85,False,bite,Dark,60,1.0,False,comet punch,Normal,54,0.85,False,-,-,-,-,-
187,cooltrainer_gwen,union_cave_b,eevee,26,17,68,37,37,32,42,39,Normal,Medium Fast,17576,quick attack,Normal,40,1.0,False,quick attack,Normal,40,1.0,False,quick attack,Normal,40,1.0,False,quick attack,Normal,40,1.0,False
188,schoolboy_chad,route_38,mr_mime,19,18,47,25,32,46,53,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
189,beauty_valerie,route_38,hoppip,17,18,52,18,21,19,26,26,Flying/Grass,Medium Slow,3120,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
190,beauty_valerie,route_38,skiploom,17,18,47,22,25,23,29,36,Flying/Grass,Medium Slow,3120,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
191,bird_keeper_toby,route_38,doduo,15,18,37,33,20,17,17,29,Flying/Normal,Medium Fast,3375,fury attack,Normal,45,0.85,False,pursuit,Dark,40,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-
192,lass_dana,route_38,flaaffy,18,18,56,26,27,36,29,24,Electric,Medium Slow,3798,tackle,Normal,35,0.95,False,thundershock,Electric,40,1.0,False,-,-,-,-,-,-,-,-,-,-
193,bird_keeper_toby,route_38,doduo,16,18,39,35,21,18,18,31,Flying/Normal,Medium Fast,4096,fury attack,Normal,45,0.85,False,pursuit,Dark,40,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-
194,bird_keeper_toby,route_38,doduo,17,18,41,36,23,19,19,33,Flying/Normal,Medium Fast,4913,fury attack,Normal,45,0.85,False,pursuit,Dark,40,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-
195,beauty_olivia,route_38,corsola,19,18,51,28,40,32,40,22,Rock/Water,Fast,5487,bubble,Water,20,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
196,lass_dana,route_38,psyduck,18,18,48,25,25,31,25,27,Water,Medium Fast,5832,confusion,Psychic,50,1.0,False,scratch,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
197,sailor_harry,route_38,wooper,19,18,52,25,25,17,17,13,Ground/Water,Medium Fast,6859,slam,Normal,80,0.75,False,water gun,Water,40,1.0,False,-,-,-,-,-,-,-,-,-,-
198,cooltrainer_irene,route_34_surf,goldeen,22,18,55,37,36,23,30,38,Water,Medium Fast,10648,horn attack,Normal,65,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
199,cooltrainer_irene,route_34_surf,seaking,24,18,76,52,41,40,47,43,Water,Medium Fast,13824,horn attack,Normal,65,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
200,cooltrainer_jenn,route_34_surf,staryu,24,18,52,29,37,42,35,51,Water,Slow,17280,rapid spin,Normal,20,1.0,False,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
201,psychic_nathan,ruins_of_alph,girafarig,26,18,76,51,42,55,42,53,Normal/Psychic,Medium Fast,17576,confusion,Psychic,50,1.0,False,stomp,Normal,65,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
202,cooltrainer_jenn,route_34_surf,starmie,26,18,71,47,55,61,53,71,Psychic/Water,Slow,21970,bubblebeam,Water,65,1.0,False,rapid spin,Normal,20,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
203,cooltrainer_kate,route_34_surf,shellder,26,18,55,42,63,32,22,32,Water,Slow,21970,aurora beam,Ice,65,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
204,cooltrainer_kate,route_34_surf,cloyster,28,18,70,62,112,57,34,50,Ice/Water,Slow,27440,aurora beam,Ice,65,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
205,sailor_eugene,route_39,poliwhirl,17,19,51,30,29,24,24,38,Water,Medium Slow,3120,bubble,Water,20,1.0,False,bubble,Water,20,1.0,False,water gun,Water,40,1.0,False,water gun,Water,40,1.0,False
206,pokefan_jaime,route_39,meowth,16,19,40,21,20,20,20,36,Normal,Medium Fast,4096,bite,Dark,60,1.0,False,scratch,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
207,psychic_norman,route_39,slowpoke,17,19,60,30,29,21,21,12,Psychic/Water,Medium Fast,4913,water gun,Water,40,1.0,False,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,tackle,Normal,35,0.95,False
208,pokefan_ruth,route_39,pikachu,17,19,40,25,19,24,21,38,Electric,Medium Fast,4913,quick attack,Normal,40,1.0,False,thundershock,Electric,40,1.0,False,-,-,-,-,-,-,-,-,-,-
209,pokefan_derek,route_39,pikachu,17,19,41,26,17,24,21,38,Electric,Medium Fast,4913,quick attack,Normal,40,1.0,False,thundershock,Electric,40,1.0,False,-,-,-,-,-,-,-,-,-,-
210,sailor_eugene,route_39,raticate,17,19,48,35,28,24,31,40,Normal,Medium Fast,4913,hyper fang,Normal,80,0.9,False,quick attack,Normal,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
211,sailor_eugene,route_39,krabby,19,19,43,48,42,17,17,27,Water,Medium Fast,6859,vicegrip,Normal,55,1.0,False,bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-
212,psychic_norman,route_39,slowpoke,20,19,69,34,34,24,24,14,Psychic/Water,Medium Fast,8000,confusion,Psychic,50,1.0,False,confusion,Psychic,50,1.0,False,water gun,Water,40,1.0,False,water gun,Water,40,1.0,False
213,bird_keeper_theo,glitter_lighthouse,pidgey,15,20,39,21,19,17,17,24,Flying/Normal,Medium Slow,2035,quick attack,Normal,40,1.0,False,gust,Flying,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
214,bird_keeper_theo,glitter_lighthouse,pidgey,15,20,39,21,19,17,17,24,Flying/Normal,Medium Slow,2035,quick attack,Normal,40,1.0,False,gust,Flying,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
215,bird_keeper_theo,glitter_lighthouse,pidgey,15,20,39,21,19,17,17,24,Flying/Normal,Medium Slow,2035,quick attack,Normal,40,1.0,False,gust,Flying,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
216,bird_keeper_theo,glitter_lighthouse,pidgey,17,20,43,23,21,19,19,26,Flying/Normal,Medium Slow,3120,quick attack,Normal,40,1.0,False,gust,Flying,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
217,sailor_huey,glitter_lighthouse,poliwag,18,20,45,26,22,22,22,40,Water,Medium Slow,3798,water gun,Water,40,1.0,False,water gun,Water,40,1.0,False,bubble,Water,20,1.0,False,bubble,Water,20,1.0,False
218,sailor_huey,glitter_lighthouse,poliwhirl,18,20,54,31,31,25,25,40,Water,Medium Slow,3798,bubble,Water,20,1.0,False,bubble,Water,20,1.0,False,water gun,Water,40,1.0,False,water gun,Water,40,1.0,False
219,sailor_ernest,glitter_lighthouse,machop,18,20,56,37,25,20,20,20,Fighting,Medium Slow,3798,karate chop,Fighting,50,1.0,True,low kick,Fighting,50,0.9,False,-,-,-,-,-,-,-,-,-,-
220,sailor_ernest,glitter_lighthouse,machop,18,20,56,37,25,20,20,20,Fighting,Medium Slow,3798,karate chop,Fighting,50,1.0,True,low kick,Fighting,50,0.9,False,-,-,-,-,-,-,-,-,-,-
221,sailor_ernest,glitter_lighthouse,poliwhirl,18,20,54,31,31,25,25,40,Water,Medium Slow,3798,bubble,Water,20,1.0,False,bubble,Water,20,1.0,False,water gun,Water,40,1.0,False,water gun,Water,40,1.0,False
222,bird_keeper_theo,glitter_lighthouse,pidgey,19,20,47,25,23,21,21,29,Flying/Normal,Medium Slow,4575,quick attack,Normal,40,1.0,False,gust,Flying,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
223,sailor_terrell,glitter_lighthouse,poliwhirl,20,20,59,34,34,28,28,44,Water,Medium Slow,5460,doubleslap,Normal,45,0.85,False,doubleslap,Normal,45,0.85,False,bubble,Water,20,1.0,False,bubble,Water,20,1.0,False
224,sailor_kent,glitter_lighthouse,krabby,18,20,41,46,40,16,16,25,Water,Medium Fast,5832,vicegrip,Normal,55,1.0,False,bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-
225,bird_keeper_denis,glitter_lighthouse,spearow,18,20,45,29,18,19,19,33,Flying/Normal,Medium Fast,5832,fury attack,Normal,45,0.85,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
226,bird_keeper_denis,glitter_lighthouse,spearow,18,20,45,29,18,19,19,33,Flying/Normal,Medium Fast,5832,fury attack,Normal,45,0.85,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
227,gentleman_preston,glitter_lighthouse,growlithe,18,20,50,33,24,33,25,29,Fire,Slow,7290,ember,Fire,40,1.0,False,bite,Dark,60,1.0,False,-,-,-,-,-,-,-,-,-,-
228,gentleman_preston,glitter_lighthouse,growlithe,18,20,50,33,24,33,25,29,Fire,Slow,7290,ember,Fire,40,1.0,False,bite,Dark,60,1.0,False,-,-,-,-,-,-,-,-,-,-
229,lass_connie,glitter_lighthouse,marill,21,20,63,15,29,16,29,25,Water,Fast,7408,bubblebeam,Water,65,1.0,False,rollout,Rock,30,0.9,False,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False
230,gentleman_alfred,glitter_lighthouse,noctowl,20,20,73,28,28,38,46,36,Flying/Normal,Medium Fast,8000,peck,Flying,35,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
231,sailor_kent,glitter_lighthouse,krabby,20,20,45,50,44,18,18,28,Water,Medium Fast,8000,vicegrip,Normal,55,1.0,False,bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-
232,bird_keeper_denis,glitter_lighthouse,fearow,20,20,59,44,34,32,32,48,Flying/Normal,Medium Fast,8000,fury attack,Normal,45,0.85,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
233,swimmer&#9794;_randall,route_40,wartortle,20,21,56,33,40,34,40,31,Water,Medium Slow,5460,bite,Dark,60,1.0,False,water gun,Water,40,1.0,False,bubble,Water,20,1.0,False,tackle,Normal,35,0.95,False
234,swimmer&#9792;_paula,route_40,grimer,19,21,43,24,28,34,28,40,Poison,Medium Fast,6859,sludge,Poison,65,1.0,False,pound,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
235,swimmer&#9794;_randall,route_40,shellder,18,21,41,31,43,24,16,22,Water,Slow,7290,aurora beam,Ice,65,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
236,swimmer&#9794;_randall,route_40,shellder,18,21,41,31,43,24,16,22,Water,Slow,7290,aurora beam,Ice,65,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
237,swimmer&#9792;_paula,route_40,shellder,19,21,43,32,46,25,17,23,Water,Slow,8573,aurora beam,Ice,65,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
238,swimmer&#9794;_simon,route_40,tentacool,20,21,49,24,22,28,48,36,Poison/Water,Slow,10000,acid,Poison,40,1.0,False,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-
239,swimmer&#9794;_simon,route_40,tentacool,20,21,49,24,22,28,48,36,Poison/Water,Slow,10000,acid,Poison,40,1.0,False,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-
240,swimmer&#9792;_elaine,route_40,staryu,21,21,46,26,31,37,31,44,Water,Slow,11576,rapid spin,Normal,20,1.0,False,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
241,swimmer&#9794;_george,route_41,tentacool,16,22,41,20,18,23,39,29,Poison/Water,Slow,5120,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-
242,swimmer&#9794;_george,route_41,tentacool,16,22,41,20,18,23,39,29,Poison/Water,Slow,5120,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-
243,swimmer&#9792;_kaylee,route_41,goldeen,18,22,47,31,29,20,25,30,Water,Medium Fast,5832,horn attack,Normal,65,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
244,swimmer&#9794;_george,route_41,tentacool,17,22,43,21,19,24,41,31,Poison/Water,Slow,6141,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-
245,swimmer&#9794;_george,route_41,tentacool,17,22,43,21,19,24,41,31,Poison/Water,Slow,6141,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-,-,-,-,-,-
246,swimmer&#9794;_george,route_41,remoraid,19,22,45,33,21,32,21,32,Water,Medium Fast,6859,water gun,Water,40,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
247,swimmer&#9792;_susie,route_41,psyduck,20,22,53,28,27,34,28,30,Water,Medium Fast,8000,confusion,Psychic,50,1.0,False,scratch,Normal,40,1.0,False,-,-,-,-,-,-,-,-,-,-
248,swimmer&#9792;_kaylee,route_41,goldeen,20,22,51,34,32,22,28,33,Water,Medium Fast,8000,horn attack,Normal,65,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
249,swimmer&#9792;_kaylee,route_41,seaking,20,22,65,44,34,34,40,35,Water,Medium Fast,8000,horn attack,Normal,65,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
250,swimmer&#9794;_charlie,route_41,tentacool,19,22,47,23,21,27,46,34,Poison/Water,Slow,8573,acid,Poison,40,1.0,False,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-
251,swimmer&#9794;_charlie,route_41,tentacruel,19,22,62,35,32,38,53,46,Poison/Water,Slow,8573,acid,Poison,40,1.0,False,constrict,Normal,10,1.0,False,poison sting,Poison,15,1.0,False,-,-,-,-,-
252,swimmer&#9794;_george,route_41,staryu,19,22,43,25,28,34,28,40,Water,Slow,8573,rapid spin,Normal,20,1.0,False,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
253,swimmer&#9792;_wendy,route_41,horsea,21,22,46,24,37,37,18,33,Water,Medium Fast,9261,bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
254,swimmer&#9792;_wendy,route_41,horsea,21,22,46,24,37,37,18,33,Water,Medium Fast,9261,bubble,Water,20,1.0,False,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
255,swimmer&#9792;_kara,route_41,staryu,20,22,45,25,30,36,30,42,Water,Slow,10000,rapid spin,Normal,20,1.0,False,water gun,Water,40,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
256,swimmer&#9792;_kara,route_41,starmie,20,22,57,37,42,48,42,54,Psychic/Water,Slow,10000,bubblebeam,Water,65,1.0,False,rapid spin,Normal,20,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-
257,swimmer&#9794;_kirk,route_41,gyarados,20,22,71,58,39,32,48,40,Flying/Water,Slow,10000,bite,Dark,60,1.0,False,thrash,Normal,90,1.0,False,-,-,-,-,-,-,-,-,-,-
258,swimmer&#9794;_kirk,route_41,gyarados,20,22,71,58,39,32,48,40,Flying/Water,Slow,10000,bite,Dark,60,1.0,False,thrash,Normal,90,1.0,False,-,-,-,-,-,-,-,-,-,-
259,swimmer&#9792;_denise,route_41,seel,22,22,64,27,32,28,39,28,Water,Medium Fast,10648,aurora beam,Ice,65,1.0,False,headbutt,Normal,70,1.0,False,-,-,-,-,-,-,-,-,-,-
260,swimmer&#9792;_susie,route_41,goldeen,22,22,55,37,34,23,30,36,Water,Medium Fast,10648,horn attack,Normal,65,1.0,False,peck,Flying,35,1.0,False,-,-,-,-,-,-,-,-,-,-
261,swimmer&#9794;_charlie,route_41,shellder,21,22,46,36,50,27,18,25,Water,Slow,11576,aurora beam,Ice,65,1.0,False,tackle,Normal,35,0.95,False,-,-,-,-,-,-,-,-,-,-
