pokemon,move_level,move_name,move_type,power,accuracy,crit,move_stage,exp_type,evo_id
abra,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,27
kadabra,1.0,confusion,Psychic,50,1.0,False,,Medium Slow,27
kadabra,21.0,psybeam,Psychic,65,1.0,False,,Medium Slow,27
kadabra,31.0,future sight,Psychic,80,0.9,False,,Medium Slow,27
kadabra,38.0,psychic,Psychic,90,1.0,False,52.0,Medium Slow,27
kadabra,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,27
kadabra,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,27
kadabra,,zap cannon,Electric,100,0.5,False,58.0,Medium Slow,27
kadabra,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,27
kadabra,,return,Normal,102,1.0,False,12.0,Medium Slow,27
kadabra,,dig,Ground,60,1.0,False,14.0,Medium Slow,27
kadabra,,shadow ball,Ghost,80,1.0,False,17.0,Medium Slow,27
kadabra,,ice punch,Ice,75,1.0,False,12.0,Medium Slow,27
kadabra,,thunderpunch,Electric,75,1.0,False,,Medium Slow,27
kadabra,,thief,Dark,40,1.0,False,30.0,Medium Slow,27
kadabra,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,27
alakazam,1.0,confusion,Psychic,50,1.0,False,,Medium Slow,27
alakazam,21.0,psybeam,Psychic,65,1.0,False,,Medium Slow,27
alakazam,31.0,future sight,Psychic,80,0.9,False,,Medium Slow,27
alakazam,38.0,psychic,Psychic,90,1.0,False,52.0,Medium Slow,27
alakazam,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,27
alakazam,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,27
alakazam,,zap cannon,Electric,100,0.5,False,58.0,Medium Slow,27
alakazam,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,27
alakazam,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,27
alakazam,,return,Normal,102,1.0,False,12.0,Medium Slow,27
alakazam,,dig,Ground,60,1.0,False,14.0,Medium Slow,27
alakazam,,shadow ball,Ghost,80,1.0,False,17.0,Medium Slow,27
alakazam,,ice punch,Ice,75,1.0,False,12.0,Medium Slow,27
alakazam,,thunderpunch,Electric,75,1.0,False,,Medium Slow,27
alakazam,,thief,Dark,40,1.0,False,30.0,Medium Slow,27
alakazam,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,27
machop,1.0,low kick,Fighting,50,0.9,False,,Medium Slow,28
machop,13.0,karate chop,Fighting,50,1.0,True,,Medium Slow,28
machop,31.0,vital throw,Fighting,70,1.0,False,,Medium Slow,28
machop,37.0,cross chop,Fighting,100,0.8,True,,Medium Slow,28
machop,,strength,Normal,80,1.0,False,,Medium Slow,28
machop,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,28
machop,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,28
machop,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,28
machop,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,28
machop,,earthquake,Ground,100,1.0,False,47.0,Medium Slow,28
machop,,return,Normal,102,1.0,False,12.0,Medium Slow,28
machop,,dig,Ground,60,1.0,False,14.0,Medium Slow,28
machop,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,28
machop,,ice punch,Ice,75,1.0,False,12.0,Medium Slow,28
machop,,fire blast,Fire,120,0.85,False,12.0,Medium Slow,28
machop,,thunderpunch,Electric,75,1.0,False,,Medium Slow,28
machop,,thief,Dark,40,1.0,False,30.0,Medium Slow,28
machop,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,28
machoke,1.0,low kick,Fighting,50,0.9,False,,Medium Slow,28
machoke,15.0,karate chop,Fighting,50,1.0,True,,Medium Slow,28
machoke,34.0,vital throw,Fighting,70,1.0,False,,Medium Slow,28
machoke,43.0,cross chop,Fighting,100,0.8,True,,Medium Slow,28
machoke,,strength,Normal,80,1.0,False,,Medium Slow,28
machoke,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,28
machoke,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,28
machoke,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,28
machoke,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,28
machoke,,earthquake,Ground,100,1.0,False,47.0,Medium Slow,28
machoke,,return,Normal,102,1.0,False,12.0,Medium Slow,28
machoke,,dig,Ground,60,1.0,False,14.0,Medium Slow,28
machoke,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,28
machoke,,ice punch,Ice,75,1.0,False,12.0,Medium Slow,28
machoke,,fire blast,Fire,120,0.85,False,12.0,Medium Slow,28
machoke,,thunderpunch,Electric,75,1.0,False,,Medium Slow,28
machoke,,thief,Dark,40,1.0,False,30.0,Medium Slow,28
machoke,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,28
machamp,1.0,low kick,Fighting,50,0.9,False,,Medium Slow,28
machamp,15.0,karate chop,Fighting,50,1.0,True,,Medium Slow,28
machamp,34.0,vital throw,Fighting,70,1.0,False,,Medium Slow,28
machamp,43.0,cross chop,Fighting,100,0.8,True,,Medium Slow,28
machamp,,strength,Normal,80,1.0,False,,Medium Slow,28
machamp,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,28
machamp,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,28
machamp,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,28
machamp,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,28
machamp,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,28
machamp,,earthquake,Ground,100,1.0,False,47.0,Medium Slow,28
machamp,,return,Normal,102,1.0,False,12.0,Medium Slow,28
machamp,,dig,Ground,60,1.0,False,14.0,Medium Slow,28
machamp,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,28
machamp,,ice punch,Ice,75,1.0,False,12.0,Medium Slow,28
machamp,,fire blast,Fire,120,0.85,False,12.0,Medium Slow,28
machamp,,thunderpunch,Electric,75,1.0,False,,Medium Slow,28
machamp,,thief,Dark,40,1.0,False,30.0,Medium Slow,28
machamp,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,28
bellsprout,1.0,vine whip,Grass,35,1.0,False,,Medium Slow,29
bellsprout,11.0,wrap,Normal,15,0.85,False,,Medium Slow,29
bellsprout,23.0,acid,Poison,40,1.0,False,,Medium Slow,29
bellsprout,37.0,razor leaf,Grass,55,0.95,True,,Medium Slow,29
bellsprout,45.0,slam,Normal,80,0.75,False,,Medium Slow,29
bellsprout,,cut,Normal,50,0.95,False,10.0,Medium Slow,29
bellsprout,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,29
bellsprout,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,29
bellsprout,,return,Normal,102,1.0,False,12.0,Medium Slow,29
bellsprout,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,29
weepinbell,1.0,vine whip,Grass,35,1.0,False,,Medium Slow,29
weepinbell,1.0,wrap,Normal,15,0.85,False,,Medium Slow,29
weepinbell,24.0,acid,Poison,40,1.0,False,,Medium Slow,29
weepinbell,42.0,razor leaf,Grass,55,0.95,True,,Medium Slow,29
weepinbell,54.0,slam,Normal,80,0.75,False,,Medium Slow,29
weepinbell,,cut,Normal,50,0.95,False,10.0,Medium Slow,29
weepinbell,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,29
weepinbell,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,29
weepinbell,,return,Normal,102,1.0,False,12.0,Medium Slow,29
weepinbell,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,29
victreebel,1.0,razor leaf,Grass,55,0.95,True,,Medium Slow,29
victreebel,1.0,vine whip,Grass,35,1.0,False,,Medium Slow,29
victreebel,,cut,Normal,50,0.95,False,10.0,Medium Slow,29
victreebel,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,29
victreebel,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,29
victreebel,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,29
victreebel,,return,Normal,102,1.0,False,12.0,Medium Slow,29
victreebel,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,29
tentacool,1.0,poison sting,Poison,15,1.0,False,,Slow,30
tentacool,12.0,constrict,Normal,10,1.0,False,,Slow,30
tentacool,19.0,acid,Poison,40,1.0,False,,Slow,30
tentacool,25.0,bubblebeam,Water,65,1.0,False,,Slow,30
tentacool,30.0,wrap,Normal,15,0.85,False,,Slow,30
tentacool,49.0,hydro pump,Water,120,0.8,False,,Slow,30
tentacool,,cut,Normal,50,0.95,False,10.0,Slow,30
tentacool,,surf,Water,95,1.0,False,17.0,Slow,30
tentacool,,whirlpool,Water,15,0.7,False,27.0,Slow,30
tentacool,,hidden power,Normal,60,1.0,False,29.0,Slow,30
tentacool,,blizzard,Ice,120,0.7,False,12.0,Slow,30
tentacool,,icy wind,Ice,55,0.95,False,27.0,Slow,30
tentacool,,giga drain,Grass,60,1.0,False,65.0,Slow,30
tentacool,,return,Normal,102,1.0,False,12.0,Slow,30
tentacool,,sludge bomb,Poison,90,1.0,False,28.0,Slow,30
tentacruel,1.0,constrict,Normal,10,1.0,False,,Slow,30
tentacruel,1.0,poison sting,Poison,15,1.0,False,,Slow,30
tentacruel,19.0,acid,Poison,40,1.0,False,,Slow,30
tentacruel,25.0,bubblebeam,Water,65,1.0,False,,Slow,30
tentacruel,30.0,wrap,Normal,15,0.85,False,,Slow,30
tentacruel,55.0,hydro pump,Water,120,0.8,False,,Slow,30
tentacruel,,cut,Normal,50,0.95,False,10.0,Slow,30
tentacruel,,surf,Water,95,1.0,False,17.0,Slow,30
tentacruel,,whirlpool,Water,15,0.7,False,27.0,Slow,30
tentacruel,,hidden power,Normal,60,1.0,False,29.0,Slow,30
tentacruel,,blizzard,Ice,120,0.7,False,12.0,Slow,30
tentacruel,,hyper beam,Normal,75,0.9,False,65.0,Slow,30
tentacruel,,icy wind,Ice,55,0.95,False,27.0,Slow,30
tentacruel,,giga drain,Grass,60,1.0,False,65.0,Slow,30
tentacruel,,return,Normal,102,1.0,False,12.0,Slow,30
tentacruel,,sludge bomb,Poison,90,1.0,False,28.0,Slow,30
geodude,1.0,tackle,Normal,35,0.95,False,,Medium Slow,31
geodude,11.0,rock throw,Rock,50,0.9,False,,Medium Slow,31
geodude,16.0,magnitude,Ground,71,1.0,False,,Medium Slow,31
geodude,31.0,rollout,Rock,30,0.9,False,13.0,Medium Slow,31
geodude,36.0,earthquake,Ground,100,1.0,False,47.0,Medium Slow,31
geodude,,strength,Normal,80,1.0,False,,Medium Slow,31
geodude,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,31
geodude,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,31
geodude,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,31
geodude,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,31
geodude,,return,Normal,102,1.0,False,12.0,Medium Slow,31
geodude,,dig,Ground,60,1.0,False,14.0,Medium Slow,31
geodude,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,31
geodude,,fire blast,Fire,120,0.85,False,12.0,Medium Slow,31
geodude,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,31
graveler,1.0,rock throw,Rock,50,0.9,False,,Medium Slow,31
graveler,1.0,tackle,Normal,35,0.95,False,,Medium Slow,31
graveler,16.0,magnitude,Ground,71,1.0,False,,Medium Slow,31
graveler,34.0,rollout,Rock,30,0.9,False,13.0,Medium Slow,31
graveler,41.0,earthquake,Ground,100,1.0,False,47.0,Medium Slow,31
graveler,,strength,Normal,80,1.0,False,,Medium Slow,31
graveler,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,31
graveler,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,31
graveler,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,31
graveler,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,31
graveler,,return,Normal,102,1.0,False,12.0,Medium Slow,31
graveler,,dig,Ground,60,1.0,False,14.0,Medium Slow,31
graveler,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,31
graveler,,fire blast,Fire,120,0.85,False,12.0,Medium Slow,31
graveler,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,31
golem,1.0,rock throw,Rock,50,0.9,False,,Medium Slow,31
golem,1.0,tackle,Normal,35,0.95,False,,Medium Slow,31
golem,16.0,magnitude,Ground,71,1.0,False,,Medium Slow,31
golem,34.0,rollout,Rock,30,0.9,False,13.0,Medium Slow,31
golem,41.0,earthquake,Ground,100,1.0,False,47.0,Medium Slow,31
golem,,strength,Normal,80,1.0,False,,Medium Slow,31
golem,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,31
golem,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,31
golem,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,31
golem,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,31
golem,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,31
golem,,return,Normal,102,1.0,False,12.0,Medium Slow,31
golem,,dig,Ground,60,1.0,False,14.0,Medium Slow,31
golem,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,31
golem,,fire blast,Fire,120,0.85,False,12.0,Medium Slow,31
golem,,fire punch,Fire,75,1.0,False,12.0,Medium Slow,31
golem,,fury cutter,Bug,10,0.95,False,9.0,Medium Slow,31
ponyta,1.0,tackle,Normal,35,0.95,False,,Medium Fast,32
ponyta,13.0,ember,Fire,40,1.0,False,,Medium Fast,32
ponyta,19.0,stomp,Normal,65,1.0,False,,Medium Fast,32
ponyta,26.0,fire spin,Fire,15,0.7,False,,Medium Fast,32
ponyta,53.0,fire blast,Fire,120,0.85,False,12.0,Medium Fast,32
ponyta,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,32
ponyta,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,32
ponyta,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,32
ponyta,,return,Normal,102,1.0,False,12.0,Medium Fast,32
ponyta,,swift,Normal,60,1.0,False,7.0,Medium Fast,32
rapidash,1.0,ember,Fire,40,1.0,False,,Medium Fast,32
rapidash,1.0,tackle,Normal,35,0.95,False,,Medium Fast,32
rapidash,19.0,stomp,Normal,65,1.0,False,,Medium Fast,32
rapidash,26.0,fire spin,Fire,15,0.7,False,,Medium Fast,32
rapidash,40.0,fury attack,Normal,45,0.85,False,,Medium Fast,32
rapidash,61.0,fire blast,Fire,120,0.85,False,12.0,Medium Fast,32
rapidash,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,32
rapidash,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,32
rapidash,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,32
rapidash,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,32
rapidash,,return,Normal,102,1.0,False,12.0,Medium Fast,32
rapidash,,swift,Normal,60,1.0,False,7.0,Medium Fast,32
slowpoke,1.0,tackle,Normal,35,0.95,False,,Medium Fast,33
slowpoke,1.0,tackle,Normal,35,0.95,False,,Medium Fast,107
slowpoke,15.0,water gun,Water,40,1.0,False,,Medium Fast,33
slowpoke,15.0,water gun,Water,40,1.0,False,,Medium Fast,107
slowpoke,20.0,confusion,Psychic,50,1.0,False,,Medium Fast,33
slowpoke,20.0,confusion,Psychic,50,1.0,False,,Medium Fast,107
slowpoke,34.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,33
slowpoke,34.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,107
slowpoke,48.0,psychic,Psychic,90,1.0,False,52.0,Medium Fast,33
slowpoke,48.0,psychic,Psychic,90,1.0,False,52.0,Medium Fast,107
slowpoke,,surf,Water,95,1.0,False,17.0,Medium Fast,33
slowpoke,,surf,Water,95,1.0,False,17.0,Medium Fast,107
slowpoke,,strength,Normal,80,1.0,False,,Medium Fast,33
slowpoke,,strength,Normal,80,1.0,False,,Medium Fast,107
slowpoke,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,33
slowpoke,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,107
slowpoke,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,33
slowpoke,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,107
slowpoke,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,33
slowpoke,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,107
slowpoke,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,33
slowpoke,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,107
slowpoke,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,33
slowpoke,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,107
slowpoke,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,33
slowpoke,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,107
slowpoke,,return,Normal,102,1.0,False,12.0,Medium Fast,33
slowpoke,,return,Normal,102,1.0,False,12.0,Medium Fast,107
slowpoke,,dig,Ground,60,1.0,False,14.0,Medium Fast,33
slowpoke,,dig,Ground,60,1.0,False,14.0,Medium Fast,107
slowpoke,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,33
slowpoke,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,107
slowpoke,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,33
slowpoke,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,107
slowpoke,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,33
slowpoke,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,107
slowpoke,,swift,Normal,60,1.0,False,7.0,Medium Fast,33
slowpoke,,swift,Normal,60,1.0,False,7.0,Medium Fast,107
slowbro,1.0,tackle,Normal,35,0.95,False,,Medium Fast,33
slowbro,1.0,tackle,Normal,35,0.95,False,,Medium Fast,107
slowbro,1.0,water gun,Water,40,1.0,False,,Medium Fast,33
slowbro,1.0,water gun,Water,40,1.0,False,,Medium Fast,107
slowbro,20.0,confusion,Psychic,50,1.0,False,,Medium Fast,33
slowbro,20.0,confusion,Psychic,50,1.0,False,,Medium Fast,107
slowbro,34.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,33
slowbro,34.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,107
slowbro,54.0,psychic,Psychic,90,1.0,False,52.0,Medium Fast,33
slowbro,54.0,psychic,Psychic,90,1.0,False,52.0,Medium Fast,107
slowbro,,surf,Water,95,1.0,False,17.0,Medium Fast,33
slowbro,,surf,Water,95,1.0,False,17.0,Medium Fast,107
slowbro,,strength,Normal,80,1.0,False,,Medium Fast,33
slowbro,,strength,Normal,80,1.0,False,,Medium Fast,107
slowbro,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,33
slowbro,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,107
slowbro,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,33
slowbro,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,107
slowbro,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,33
slowbro,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,107
slowbro,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,33
slowbro,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,107
slowbro,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,33
slowbro,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,107
slowbro,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,33
slowbro,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,107
slowbro,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,33
slowbro,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,107
slowbro,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,33
slowbro,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,107
slowbro,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,33
slowbro,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,107
slowbro,,return,Normal,102,1.0,False,12.0,Medium Fast,33
slowbro,,return,Normal,102,1.0,False,12.0,Medium Fast,107
slowbro,,dig,Ground,60,1.0,False,14.0,Medium Fast,33
slowbro,,dig,Ground,60,1.0,False,14.0,Medium Fast,107
slowbro,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,33
slowbro,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,107
slowbro,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,33
slowbro,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,107
slowbro,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,33
slowbro,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,107
slowbro,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,33
slowbro,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,107
slowbro,,swift,Normal,60,1.0,False,7.0,Medium Fast,33
slowbro,,swift,Normal,60,1.0,False,7.0,Medium Fast,107
slowbro,,fury cutter,Bug,10,0.95,False,9.0,Medium Fast,33
slowbro,,fury cutter,Bug,10,0.95,False,9.0,Medium Fast,107
magnemite,1.0,tackle,Normal,35,0.95,False,,Medium Fast,34
magnemite,6.0,thundershock,Electric,40,1.0,False,,Medium Fast,34
magnemite,33.0,swift,Normal,60,1.0,False,7.0,Medium Fast,34
magnemite,45.0,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,34
magnemite,,rollout,Rock,30,0.9,False,13.0,Medium Fast,34
magnemite,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,34
magnemite,,thunder,Electric,120,0.7,False,12.0,Medium Fast,34
magnemite,,return,Normal,102,1.0,False,12.0,Medium Fast,34
magneton,1.0,tackle,Normal,35,0.95,False,,Medium Fast,34
magneton,1.0,thundershock,Electric,40,1.0,False,,Medium Fast,34
magneton,35.0,swift,Normal,60,1.0,False,7.0,Medium Fast,34
magneton,53.0,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,34
magneton,,rollout,Rock,30,0.9,False,13.0,Medium Fast,34
magneton,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,34
magneton,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,34
magneton,,thunder,Electric,120,0.7,False,12.0,Medium Fast,34
magneton,,return,Normal,102,1.0,False,12.0,Medium Fast,34
magneton,35.0,tri attack,Normal,80,1.0,False,,Medium Fast,34
farfetchd,1.0,peck,Flying,35,1.0,False,,,35
farfetchd,19.0,fury attack,Normal,45,0.85,False,,,35
farfetchd,37.0,slash,Normal,70,1.0,True,,,35
farfetchd,44.0,false swipe,Normal,40,1.0,False,,,35
farfetchd,,cut,Normal,50,0.95,False,10.0,,35
farfetchd,,fly,Flying,70,0.95,False,23.0,,35
farfetchd,,headbutt,Normal,70,1.0,False,10.0,,35
farfetchd,,hidden power,Normal,60,1.0,False,29.0,,35
farfetchd,,iron tail,Steel,100,0.75,False,20.0,,35
farfetchd,,return,Normal,102,1.0,False,12.0,,35
farfetchd,,mud-slap,Ground,20,1.0,False,5.0,,35
farfetchd,,swift,Normal,60,1.0,False,7.0,,35
farfetchd,,thief,Dark,40,1.0,False,30.0,,35
farfetchd,,steel wing,Steel,70,0.9,False,,,35
doduo,1.0,peck,Flying,35,1.0,False,,Medium Fast,36
doduo,9.0,pursuit,Dark,40,1.0,False,,Medium Fast,36
doduo,13.0,fury attack,Normal,45,0.85,False,,Medium Fast,36
doduo,21.0,tri attack,Normal,80,1.0,False,,Medium Fast,36
doduo,25.0,rage,Normal,20,1.0,False,,Medium Fast,36
doduo,33.0,drill peck,Flying,80,1.0,False,,Medium Fast,36
doduo,,fly,Flying,70,0.95,False,23.0,Medium Fast,36
doduo,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,36
doduo,,return,Normal,102,1.0,False,12.0,Medium Fast,36
doduo,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,36
doduo,,swift,Normal,60,1.0,False,7.0,Medium Fast,36
doduo,,thief,Dark,40,1.0,False,30.0,Medium Fast,36
doduo,,steel wing,Steel,70,0.9,False,,Medium Fast,36
dodrio,1.0,fury attack,Normal,45,0.85,False,,Medium Fast,36
dodrio,1.0,peck,Flying,35,1.0,False,,Medium Fast,36
dodrio,1.0,pursuit,Dark,40,1.0,False,,Medium Fast,36
dodrio,21.0,tri attack,Normal,80,1.0,False,,Medium Fast,36
dodrio,25.0,rage,Normal,20,1.0,False,,Medium Fast,36
dodrio,38.0,drill peck,Flying,80,1.0,False,,Medium Fast,36
dodrio,,fly,Flying,70,0.95,False,23.0,Medium Fast,36
dodrio,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,36
dodrio,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,36
dodrio,,return,Normal,102,1.0,False,12.0,Medium Fast,36
dodrio,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,36
dodrio,,swift,Normal,60,1.0,False,7.0,Medium Fast,36
dodrio,,thief,Dark,40,1.0,False,30.0,Medium Fast,36
dodrio,,steel wing,Steel,70,0.9,False,,Medium Fast,36
seel,1.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,37
seel,16.0,aurora beam,Ice,65,1.0,False,,Medium Fast,37
seel,37.0,ice beam,Ice,95,1.0,False,,Medium Fast,37
seel,,surf,Water,95,1.0,False,17.0,Medium Fast,37
seel,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,37
seel,,waterfall,Water,80,1.0,False,36.0,Medium Fast,37
seel,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,37
seel,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,37
seel,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,37
seel,,return,Normal,102,1.0,False,12.0,Medium Fast,37
dewgong,1.0,aurora beam,Ice,65,1.0,False,,Medium Fast,37
dewgong,1.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,37
dewgong,43.0,ice beam,Ice,95,1.0,False,,Medium Fast,37
dewgong,,surf,Water,95,1.0,False,17.0,Medium Fast,37
dewgong,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,37
dewgong,,waterfall,Water,80,1.0,False,36.0,Medium Fast,37
dewgong,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,37
dewgong,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,37
dewgong,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,37
dewgong,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,37
dewgong,,return,Normal,102,1.0,False,12.0,Medium Fast,37
grimer,1.0,pound,Normal,40,1.0,False,,Medium Fast,38
grimer,16.0,sludge,Poison,65,1.0,False,,Medium Fast,38
grimer,50.0,sludge bomb,Poison,90,1.0,False,28.0,Medium Fast,38
grimer,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,38
grimer,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,38
grimer,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,38
grimer,,giga drain,Grass,60,1.0,False,65.0,Medium Fast,38
grimer,,thunder,Electric,120,0.7,False,12.0,Medium Fast,38
grimer,,return,Normal,102,1.0,False,12.0,Medium Fast,38
grimer,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,38
grimer,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,38
grimer,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,38
grimer,,thunderpunch,Electric,75,1.0,False,,Medium Fast,38
grimer,,thief,Dark,40,1.0,False,30.0,Medium Fast,38
grimer,,fire punch,Fire,75,1.0,False,12.0,Medium Fast,38
muk,1.0,pound,Normal,40,1.0,False,,Medium Fast,38
muk,45.0,sludge,Poison,65,1.0,False,,Medium Fast,38
muk,60.0,sludge bomb,Poison,90,1.0,False,28.0,Medium Fast,38
